campaign,pair_id,workload,seed,handle_mode,first_operation_id,repetition_id,paired_target_strategy,first_strategy,second_strategy,baseline_schedule_position,target_schedule_position,baseline_request_id,target_request_id,same_warm_session,same_run_config,same_manifest,same_image,baseline_first_query_us,target_first_query_us,baseline_open_us,target_open_us,baseline_deliver_us,target_deliver_us
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r5-2f_slru,native_ycsb_c_read_zipf,7,standalone,0,5,2f_slru,2f_slru,baseline,1088,1087,native_ycsb_c_read_zipf-s7-f0-standalone-r5-2f_slru:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r5-2f_slru:2f_slru,true,true,true,true,313.273,13.615,423.899,179.805,0.16,102858.532
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2d,native_ycsb_c_read_zipf,7,standalone,0,6,2d,baseline,2d,1089,1090,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2d:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2d:2d,true,true,true,true,292.705,243.864,415.303,397.7,0.14,471.348
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r6-layers_5,native_ycsb_c_read_zipf,7,standalone,0,6,layers_5,baseline,layers_5,1091,1092,native_ycsb_c_read_zipf-s7-f0-standalone-r6-layers_5:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r6-layers_5:layers_5,true,true,true,true,306.42,233.354,3452.435,362.204,0.14,36.718
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2e_K10,native_ycsb_c_read_zipf,7,standalone,0,6,2e_K10,baseline,2e_K10,1093,1094,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2e_K10:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2e_K10:2e_K10,true,true,true,true,315.457,468.492,3430.655,634.601,0.14,452.121
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2f_slru,native_ycsb_c_read_zipf,7,standalone,0,6,2f_slru,2f_slru,baseline,1096,1095,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2f_slru:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r6-2f_slru:2f_slru,true,true,true,true,311.681,13.265,432.274,184.744,0.15,106167.719
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2d,native_ycsb_c_read_zipf,7,standalone,0,7,2d,2d,baseline,1098,1097,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2d:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2d:2d,true,true,true,true,310.628,245.146,418.138,2358.99,0.16,385.136
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r7-layers_5,native_ycsb_c_read_zipf,7,standalone,0,7,layers_5,baseline,layers_5,1099,1100,native_ycsb_c_read_zipf-s7-f0-standalone-r7-layers_5:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r7-layers_5:layers_5,true,true,true,true,291.322,236.0,3349.673,366.852,0.13,36.878
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2e_K10,native_ycsb_c_read_zipf,7,standalone,0,7,2e_K10,baseline,2e_K10,1101,1102,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2e_K10:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2e_K10:2e_K10,true,true,true,true,295.791,241.019,3366.025,395.827,0.131,518.154
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2f_slru,native_ycsb_c_read_zipf,7,standalone,0,7,2f_slru,baseline,2f_slru,1103,1104,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2f_slru:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r7-2f_slru:2f_slru,true,true,true,true,313.053,13.104,3403.473,170.438,0.14,102613.632
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2d,native_ycsb_c_read_zipf,7,standalone,0,8,2d,baseline,2d,1105,1106,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2d:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2d:2d,true,true,true,true,311.921,225.269,3406.99,402.98,0.141,478.721
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r8-layers_5,native_ycsb_c_read_zipf,7,standalone,0,8,layers_5,layers_5,baseline,1108,1107,native_ycsb_c_read_zipf-s7-f0-standalone-r8-layers_5:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r8-layers_5:layers_5,true,true,true,true,286.383,306.911,396.228,2629.823,0.14,36.879
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2e_K10,native_ycsb_c_read_zipf,7,standalone,0,8,2e_K10,2e_K10,baseline,1110,1109,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2e_K10:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2e_K10:2e_K10,true,true,true,true,312.391,85.939,388.693,2179.515,0.151,432.535
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2f_slru,native_ycsb_c_read_zipf,7,standalone,0,8,2f_slru,2f_slru,baseline,1112,1111,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2f_slru:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r8-2f_slru:2f_slru,true,true,true,true,157.393,13.345,432.705,179.123,0.13,103115.085
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2d,native_ycsb_c_read_zipf,7,standalone,0,9,2d,baseline,2d,1113,1114,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2d:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2d:2d,true,true,true,true,310.208,243.423,3425.755,402.229,0.16,461.459
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r9-layers_5,native_ycsb_c_read_zipf,7,standalone,0,9,layers_5,layers_5,baseline,1116,1115,native_ycsb_c_read_zipf-s7-f0-standalone-r9-layers_5:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r9-layers_5:layers_5,true,true,true,true,543.582,289.108,635.412,368.295,0.13,30.828
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2e_K10,native_ycsb_c_read_zipf,7,standalone,0,9,2e_K10,baseline,2e_K10,1117,1118,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2e_K10:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2e_K10:2e_K10,true,true,true,true,166.52,245.917,3290.924,420.553,0.13,513.095
primary,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2f_slru,native_ycsb_c_read_zipf,7,standalone,0,9,2f_slru,baseline,2f_slru,1119,1120,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2f_slru:baseline,native_ycsb_c_read_zipf-s7-f0-standalone-r9-2f_slru:2f_slru,true,true,true,true,326.427,17.553,3448.247,173.323,0.251,102154.074
primary,native_ycsb_c_read_zipf-s8-f0-warm-r0-2d,native_ycsb_c_read_zipf,8,warm,0,0,2d,2d,baseline,1122,1121,native_ycsb_c_read_zipf-s8-f0-warm-r0-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r0-2d:2d,true,true,true,true,391.759,2293.829,0.0,0.0,0.15,400.165
primary,native_ycsb_c_read_zipf-s8-f0-warm-r0-layers_5,native_ycsb_c_read_zipf,8,warm,0,0,layers_5,baseline,layers_5,1123,1124,native_ycsb_c_read_zipf-s8-f0-warm-r0-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r0-layers_5:layers_5,true,true,true,true,3327.262,275.693,0.0,0.0,0.15,35.766
primary,native_ycsb_c_read_zipf-s8-f0-warm-r0-2e_K10,native_ycsb_c_read_zipf,8,warm,0,0,2e_K10,2e_K10,baseline,1126,1125,native_ycsb_c_read_zipf-s8-f0-warm-r0-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r0-2e_K10:2e_K10,true,true,true,true,384.776,316.529,0.0,0.0,0.15,525.027
primary,native_ycsb_c_read_zipf-s8-f0-warm-r0-2f_slru,native_ycsb_c_read_zipf,8,warm,0,0,2f_slru,2f_slru,baseline,1128,1127,native_ycsb_c_read_zipf-s8-f0-warm-r0-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r0-2f_slru:2f_slru,true,true,true,true,399.103,35.806,0.0,0.0,0.141,101782.251
primary,native_ycsb_c_read_zipf-s8-f0-warm-r1-2d,native_ycsb_c_read_zipf,8,warm,0,1,2d,2d,baseline,1130,1129,native_ycsb_c_read_zipf-s8-f0-warm-r1-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r1-2d:2d,true,true,true,true,380.328,2188.643,0.0,0.0,0.14,391.709
primary,native_ycsb_c_read_zipf-s8-f0-warm-r1-layers_5,native_ycsb_c_read_zipf,8,warm,0,1,layers_5,layers_5,baseline,1132,1131,native_ycsb_c_read_zipf-s8-f0-warm-r1-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r1-layers_5:layers_5,true,true,true,true,341.646,2500.543,0.0,0.0,0.141,37.37
primary,native_ycsb_c_read_zipf-s8-f0-warm-r1-2e_K10,native_ycsb_c_read_zipf,8,warm,0,1,2e_K10,2e_K10,baseline,1134,1133,native_ycsb_c_read_zipf-s8-f0-warm-r1-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r1-2e_K10:2e_K10,true,true,true,true,392.991,2134.212,0.0,0.0,0.15,429.83
primary,native_ycsb_c_read_zipf-s8-f0-warm-r1-2f_slru,native_ycsb_c_read_zipf,8,warm,0,1,2f_slru,2f_slru,baseline,1136,1135,native_ycsb_c_read_zipf-s8-f0-warm-r1-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r1-2f_slru:2f_slru,true,true,true,true,408.09,36.327,0.0,0.0,0.14,102812.086
primary,native_ycsb_c_read_zipf-s8-f0-warm-r2-2d,native_ycsb_c_read_zipf,8,warm,0,2,2d,2d,baseline,1138,1137,native_ycsb_c_read_zipf-s8-f0-warm-r2-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r2-2d:2d,true,true,true,true,386.94,2136.536,0.0,0.0,0.131,396.157
primary,native_ycsb_c_read_zipf-s8-f0-warm-r2-layers_5,native_ycsb_c_read_zipf,8,warm,0,2,layers_5,baseline,layers_5,1139,1140,native_ycsb_c_read_zipf-s8-f0-warm-r2-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r2-layers_5:layers_5,true,true,true,true,3367.376,276.494,0.0,0.0,0.15,36.589
primary,native_ycsb_c_read_zipf-s8-f0-warm-r2-2e_K10,native_ycsb_c_read_zipf,8,warm,0,2,2e_K10,baseline,2e_K10,1141,1142,native_ycsb_c_read_zipf-s8-f0-warm-r2-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r2-2e_K10:2e_K10,true,true,true,true,387.09,154.798,0.0,0.0,0.12,519.076
primary,native_ycsb_c_read_zipf-s8-f0-warm-r2-2f_slru,native_ycsb_c_read_zipf,8,warm,0,2,2f_slru,baseline,2f_slru,1143,1144,native_ycsb_c_read_zipf-s8-f0-warm-r2-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r2-2f_slru:2f_slru,true,true,true,true,3229.911,35.967,0.0,0.0,0.12,101514.329
primary,native_ycsb_c_read_zipf-s8-f0-warm-r3-2d,native_ycsb_c_read_zipf,8,warm,0,3,2d,baseline,2d,1145,1146,native_ycsb_c_read_zipf-s8-f0-warm-r3-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r3-2d:2d,true,true,true,true,3370.061,156.881,0.0,0.0,0.15,467.56
primary,native_ycsb_c_read_zipf-s8-f0-warm-r3-layers_5,native_ycsb_c_read_zipf,8,warm,0,3,layers_5,layers_5,baseline,1148,1147,native_ycsb_c_read_zipf-s8-f0-warm-r3-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r3-layers_5:layers_5,true,true,true,true,318.623,2617.711,0.0,0.0,0.14,35.065
primary,native_ycsb_c_read_zipf-s8-f0-warm-r3-2e_K10,native_ycsb_c_read_zipf,8,warm,0,3,2e_K10,baseline,2e_K10,1149,1150,native_ycsb_c_read_zipf-s8-f0-warm-r3-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r3-2e_K10:2e_K10,true,true,true,true,3334.996,313.804,0.0,0.0,0.15,501.754
primary,native_ycsb_c_read_zipf-s8-f0-warm-r3-2f_slru,native_ycsb_c_read_zipf,8,warm,0,3,2f_slru,2f_slru,baseline,1152,1151,native_ycsb_c_read_zipf-s8-f0-warm-r3-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r3-2f_slru:2f_slru,true,true,true,true,405.425,38.231,0.0,0.0,0.16,103085.381
primary,native_ycsb_c_read_zipf-s8-f0-warm-r4-2d,native_ycsb_c_read_zipf,8,warm,0,4,2d,2d,baseline,1154,1153,native_ycsb_c_read_zipf-s8-f0-warm-r4-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r4-2d:2d,true,true,true,true,384.425,2277.388,0.0,0.0,0.14,390.758
primary,native_ycsb_c_read_zipf-s8-f0-warm-r4-layers_5,native_ycsb_c_read_zipf,8,warm,0,4,layers_5,layers_5,baseline,1156,1155,native_ycsb_c_read_zipf-s8-f0-warm-r4-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r4-layers_5:layers_5,true,true,true,true,313.954,2689.054,0.0,0.0,0.16,40.556
primary,native_ycsb_c_read_zipf-s8-f0-warm-r4-2e_K10,native_ycsb_c_read_zipf,8,warm,0,4,2e_K10,2e_K10,baseline,1158,1157,native_ycsb_c_read_zipf-s8-f0-warm-r4-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r4-2e_K10:2e_K10,true,true,true,true,381.721,2132.038,0.0,0.0,0.131,427.525
primary,native_ycsb_c_read_zipf-s8-f0-warm-r4-2f_slru,native_ycsb_c_read_zipf,8,warm,0,4,2f_slru,2f_slru,baseline,1160,1159,native_ycsb_c_read_zipf-s8-f0-warm-r4-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r4-2f_slru:2f_slru,true,true,true,true,396.939,36.929,0.0,0.0,0.15,103115.576
primary,native_ycsb_c_read_zipf-s8-f0-warm-r5-2d,native_ycsb_c_read_zipf,8,warm,0,5,2d,2d,baseline,1162,1161,native_ycsb_c_read_zipf-s8-f0-warm-r5-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r5-2d:2d,true,true,true,true,378.454,2500.413,0.0,0.0,0.15,394.454
primary,native_ycsb_c_read_zipf-s8-f0-warm-r5-layers_5,native_ycsb_c_read_zipf,8,warm,0,5,layers_5,baseline,layers_5,1163,1164,native_ycsb_c_read_zipf-s8-f0-warm-r5-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r5-layers_5:layers_5,true,true,true,true,3413.703,317.18,0.0,0.0,0.14,35.867
primary,native_ycsb_c_read_zipf-s8-f0-warm-r5-2e_K10,native_ycsb_c_read_zipf,8,warm,0,5,2e_K10,baseline,2e_K10,1165,1166,native_ycsb_c_read_zipf-s8-f0-warm-r5-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r5-2e_K10:2e_K10,true,true,true,true,3334.956,311.259,0.0,0.0,0.15,512.604
primary,native_ycsb_c_read_zipf-s8-f0-warm-r5-2f_slru,native_ycsb_c_read_zipf,8,warm,0,5,2f_slru,2f_slru,baseline,1168,1167,native_ycsb_c_read_zipf-s8-f0-warm-r5-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r5-2f_slru:2f_slru,true,true,true,true,398.842,34.173,0.0,0.0,0.13,106308.336
primary,native_ycsb_c_read_zipf-s8-f0-warm-r6-2d,native_ycsb_c_read_zipf,8,warm,0,6,2d,2d,baseline,1170,1169,native_ycsb_c_read_zipf-s8-f0-warm-r6-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r6-2d:2d,true,true,true,true,381.6,2272.94,0.0,0.0,0.14,394.835
primary,native_ycsb_c_read_zipf-s8-f0-warm-r6-layers_5,native_ycsb_c_read_zipf,8,warm,0,6,layers_5,layers_5,baseline,1172,1171,native_ycsb_c_read_zipf-s8-f0-warm-r6-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r6-layers_5:layers_5,true,true,true,true,745.116,2443.076,0.0,0.0,0.141,33.151
primary,native_ycsb_c_read_zipf-s8-f0-warm-r6-2e_K10,native_ycsb_c_read_zipf,8,warm,0,6,2e_K10,baseline,2e_K10,1173,1174,native_ycsb_c_read_zipf-s8-f0-warm-r6-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r6-2e_K10:2e_K10,true,true,true,true,3408.623,309.346,0.0,0.0,0.15,507.544
primary,native_ycsb_c_read_zipf-s8-f0-warm-r6-2f_slru,native_ycsb_c_read_zipf,8,warm,0,6,2f_slru,2f_slru,baseline,1176,1175,native_ycsb_c_read_zipf-s8-f0-warm-r6-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r6-2f_slru:2f_slru,true,true,true,true,396.017,39.013,0.0,0.0,0.141,104050.133
primary,native_ycsb_c_read_zipf-s8-f0-warm-r7-2d,native_ycsb_c_read_zipf,8,warm,0,7,2d,baseline,2d,1177,1178,native_ycsb_c_read_zipf-s8-f0-warm-r7-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r7-2d:2d,true,true,true,true,3413.322,313.884,0.0,0.0,0.141,470.455
primary,native_ycsb_c_read_zipf-s8-f0-warm-r7-layers_5,native_ycsb_c_read_zipf,8,warm,0,7,layers_5,baseline,layers_5,1179,1180,native_ycsb_c_read_zipf-s8-f0-warm-r7-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r7-layers_5:layers_5,true,true,true,true,3397.332,278.348,0.0,0.0,0.14,37.39
primary,native_ycsb_c_read_zipf-s8-f0-warm-r7-2e_K10,native_ycsb_c_read_zipf,8,warm,0,7,2e_K10,2e_K10,baseline,1182,1181,native_ycsb_c_read_zipf-s8-f0-warm-r7-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r7-2e_K10:2e_K10,true,true,true,true,1063.128,2266.628,0.0,0.0,0.13,436.091
primary,native_ycsb_c_read_zipf-s8-f0-warm-r7-2f_slru,native_ycsb_c_read_zipf,8,warm,0,7,2f_slru,baseline,2f_slru,1183,1184,native_ycsb_c_read_zipf-s8-f0-warm-r7-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r7-2f_slru:2f_slru,true,true,true,true,3344.694,38.521,0.0,0.0,0.11,103445.807
primary,native_ycsb_c_read_zipf-s8-f0-warm-r8-2d,native_ycsb_c_read_zipf,8,warm,0,8,2d,2d,baseline,1186,1185,native_ycsb_c_read_zipf-s8-f0-warm-r8-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r8-2d:2d,true,true,true,true,387.742,2340.515,0.0,0.0,0.22,390.226
primary,native_ycsb_c_read_zipf-s8-f0-warm-r8-layers_5,native_ycsb_c_read_zipf,8,warm,0,8,layers_5,layers_5,baseline,1188,1187,native_ycsb_c_read_zipf-s8-f0-warm-r8-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r8-layers_5:layers_5,true,true,true,true,321.348,2667.934,0.0,0.0,0.141,35.997
primary,native_ycsb_c_read_zipf-s8-f0-warm-r8-2e_K10,native_ycsb_c_read_zipf,8,warm,0,8,2e_K10,2e_K10,baseline,1190,1189,native_ycsb_c_read_zipf-s8-f0-warm-r8-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r8-2e_K10:2e_K10,true,true,true,true,387.461,2221.133,0.0,0.0,0.15,427.996
primary,native_ycsb_c_read_zipf-s8-f0-warm-r8-2f_slru,native_ycsb_c_read_zipf,8,warm,0,8,2f_slru,2f_slru,baseline,1192,1191,native_ycsb_c_read_zipf-s8-f0-warm-r8-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r8-2f_slru:2f_slru,true,true,true,true,406.827,37.23,0.0,0.0,0.141,103387.757
primary,native_ycsb_c_read_zipf-s8-f0-warm-r9-2d,native_ycsb_c_read_zipf,8,warm,0,9,2d,baseline,2d,1193,1194,native_ycsb_c_read_zipf-s8-f0-warm-r9-2d:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r9-2d:2d,true,true,true,true,3307.253,317.752,0.0,0.0,0.13,475.315
primary,native_ycsb_c_read_zipf-s8-f0-warm-r9-layers_5,native_ycsb_c_read_zipf,8,warm,0,9,layers_5,baseline,layers_5,1195,1196,native_ycsb_c_read_zipf-s8-f0-warm-r9-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r9-layers_5:layers_5,true,true,true,true,3376.182,272.707,0.0,0.0,0.15,36.107
primary,native_ycsb_c_read_zipf-s8-f0-warm-r9-2e_K10,native_ycsb_c_read_zipf,8,warm,0,9,2e_K10,baseline,2e_K10,1197,1198,native_ycsb_c_read_zipf-s8-f0-warm-r9-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r9-2e_K10:2e_K10,true,true,true,true,3339.685,305.348,0.0,0.0,0.12,507.124
primary,native_ycsb_c_read_zipf-s8-f0-warm-r9-2f_slru,native_ycsb_c_read_zipf,8,warm,0,9,2f_slru,baseline,2f_slru,1199,1200,native_ycsb_c_read_zipf-s8-f0-warm-r9-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-warm-r9-2f_slru:2f_slru,true,true,true,true,3383.616,37.149,0.0,0.0,0.13,102582.387
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2d,native_ycsb_c_read_zipf,8,standalone,0,0,2d,baseline,2d,1201,1202,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2d:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2d:2d,true,true,true,true,278.208,231.461,3476.95,402.449,0.14,463.403
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r0-layers_5,native_ycsb_c_read_zipf,8,standalone,0,0,layers_5,layers_5,baseline,1204,1203,native_ycsb_c_read_zipf-s8-f0-standalone-r0-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r0-layers_5:layers_5,true,true,true,true,532.04,147.164,632.907,2548.623,0.15,35.656
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2e_K10,native_ycsb_c_read_zipf,8,standalone,0,0,2e_K10,baseline,2e_K10,1205,1206,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2e_K10:2e_K10,true,true,true,true,299.076,191.817,3370.512,394.263,0.161,520.418
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2f_slru,native_ycsb_c_read_zipf,8,standalone,0,0,2f_slru,2f_slru,baseline,1208,1207,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r0-2f_slru:2f_slru,true,true,true,true,291.864,14.548,424.901,185.625,0.15,103802.607
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2d,native_ycsb_c_read_zipf,8,standalone,0,1,2d,2d,baseline,1210,1209,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2d:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2d:2d,true,true,true,true,287.044,232.092,409.031,408.05,0.14,458.563
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r1-layers_5,native_ycsb_c_read_zipf,8,standalone,0,1,layers_5,baseline,layers_5,1211,1212,native_ycsb_c_read_zipf-s8-f0-standalone-r1-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r1-layers_5:layers_5,true,true,true,true,310.638,235.148,3423.59,359.719,0.13,36.047
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2e_K10,native_ycsb_c_read_zipf,8,standalone,0,1,2e_K10,2e_K10,baseline,1214,1213,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2e_K10:2e_K10,true,true,true,true,230.278,74.148,410.665,2224.991,0.14,425.181
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2f_slru,native_ycsb_c_read_zipf,8,standalone,0,1,2f_slru,baseline,2f_slru,1215,1216,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r1-2f_slru:2f_slru,true,true,true,true,287.395,13.114,3437.446,184.343,0.14,102631.686
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2d,native_ycsb_c_read_zipf,8,standalone,0,2,2d,baseline,2d,1217,1218,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2d:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2d:2d,true,true,true,true,291.743,233.825,3436.745,399.954,0.14,472.409
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r2-layers_5,native_ycsb_c_read_zipf,8,standalone,0,2,layers_5,baseline,layers_5,1219,1220,native_ycsb_c_read_zipf-s8-f0-standalone-r2-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r2-layers_5:layers_5,true,true,true,true,278.668,235.278,3442.485,363.296,0.14,36.778
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2e_K10,native_ycsb_c_read_zipf,8,standalone,0,2,2e_K10,baseline,2e_K10,1221,1222,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2e_K10:2e_K10,true,true,true,true,127.056,72.685,3280.995,242.251,0.151,517.192
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2f_slru,native_ycsb_c_read_zipf,8,standalone,0,2,2f_slru,2f_slru,baseline,1224,1223,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r2-2f_slru:2f_slru,true,true,true,true,289.218,13.765,422.346,179.053,0.16,103128.109
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2d,native_ycsb_c_read_zipf,8,standalone,0,3,2d,baseline,2d,1225,1226,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2d:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2d:2d,true,true,true,true,149.137,73.526,3301.583,244.635,0.15,467.81
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r3-layers_5,native_ycsb_c_read_zipf,8,standalone,0,3,layers_5,baseline,layers_5,1227,1228,native_ycsb_c_read_zipf-s8-f0-standalone-r3-layers_5:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r3-layers_5:layers_5,true,true,true,true,285.882,238.334,3430.193,365.951,0.14,37.55
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2e_K10,native_ycsb_c_read_zipf,8,standalone,0,3,2e_K10,2e_K10,baseline,1230,1229,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2e_K10:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2e_K10:2e_K10,true,true,true,true,285.261,232.864,411.967,2374.599,0.141,434.658
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2f_slru,native_ycsb_c_read_zipf,8,standalone,0,3,2f_slru,2f_slru,baseline,1232,1231,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2f_slru:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r3-2f_slru:2f_slru,true,true,true,true,294.688,14.457,430.26,175.707,0.131,102467.869
primary,native_ycsb_c_read_zipf-s8-f0-standalone-r4-2d,native_ycsb_c_read_zipf,8,standalone,0,4,2d,2d,baseline,1234,1233,native_ycsb_c_read_zipf-s8-f0-standalone-r4-2d:baseline,native_ycsb_c_read_zipf-s8-f0-standalone-r4-2d:2d,true,true,true,true,288.066,72.816,422.186,2180.137,0.13,397.59
