campaign,pair_id,workload,seed,handle_mode,first_operation_id,repetition_id,paired_target_strategy,first_strategy,second_strategy,baseline_schedule_position,target_schedule_position,baseline_request_id,target_request_id,same_warm_session,same_run_config,same_manifest,same_image,baseline_first_query_us,target_first_query_us,baseline_open_us,target_open_us,baseline_deliver_us,target_deliver_us
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r1-2e_K500,native_ycsb_c_read_zipf,6,warm,0,1,2e_K500,2e_K500,baseline,1012,1011,native_ycsb_c_read_zipf-s6-f0-warm-r1-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r1-2e_K500:2e_K500,true,true,true,true,388.101,1164.116,0.0,0.0,0.121,2075.882
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r1-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,1,leaf_freq_K10,baseline,leaf_freq_K10,1013,1014,native_ycsb_c_read_zipf-s6-f0-warm-r1-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r1-leaf_freq_K10:leaf_freq_K10,true,true,true,true,3235.699,300.229,0.0,0.0,0.12,58.168
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r1-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,1,leaf_rand_K10,baseline,leaf_rand_K10,1015,1016,native_ycsb_c_read_zipf-s6-f0-warm-r1-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r1-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3238.554,198.69,0.0,0.0,0.12,54.221
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r1-2f_top102,native_ycsb_c_read_zipf,6,warm,0,1,2f_top102,baseline,2f_top102,1017,1018,native_ycsb_c_read_zipf-s6-f0-warm-r1-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r1-2f_top102:2f_top102,true,true,true,true,3258.02,314.675,0.0,0.0,0.12,510.99
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r1-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,1,learned_markov_102,baseline,learned_markov_102,1019,1020,native_ycsb_c_read_zipf-s6-f0-warm-r1-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r1-learned_markov_102:learned_markov_102,true,true,true,true,3317.862,322.4,0.0,0.0,0.12,520.378
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r2-2e_K500,native_ycsb_c_read_zipf,6,warm,0,2,2e_K500,baseline,2e_K500,1021,1022,native_ycsb_c_read_zipf-s6-f0-warm-r2-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r2-2e_K500:2e_K500,true,true,true,true,3173.132,330.114,0.0,0.0,0.13,2461.879
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r2-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,2,leaf_freq_K10,leaf_freq_K10,baseline,1024,1023,native_ycsb_c_read_zipf-s6-f0-warm-r2-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r2-leaf_freq_K10:leaf_freq_K10,true,true,true,true,362.735,2467.751,0.0,0.0,0.12,58.419
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r2-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,2,leaf_rand_K10,leaf_rand_K10,baseline,1026,1025,native_ycsb_c_read_zipf-s6-f0-warm-r2-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r2-leaf_rand_K10:leaf_rand_K10,true,true,true,true,183.121,2449.607,0.0,0.0,0.13,60.733
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r2-2f_top102,native_ycsb_c_read_zipf,6,warm,0,2,2f_top102,baseline,2f_top102,1027,1028,native_ycsb_c_read_zipf-s6-f0-warm-r2-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r2-2f_top102:2f_top102,true,true,true,true,3154.398,318.192,0.0,0.0,0.121,520.087
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r2-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,2,learned_markov_102,learned_markov_102,baseline,1030,1029,native_ycsb_c_read_zipf-s6-f0-warm-r2-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r2-learned_markov_102:learned_markov_102,true,true,true,true,365.73,2001.453,0.0,0.0,0.121,476.907
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r3-2e_K500,native_ycsb_c_read_zipf,6,warm,0,3,2e_K500,baseline,2e_K500,1031,1032,native_ycsb_c_read_zipf-s6-f0-warm-r3-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r3-2e_K500:2e_K500,true,true,true,true,3240.328,162.673,0.0,0.0,0.13,2573.066
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r3-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,3,leaf_freq_K10,baseline,leaf_freq_K10,1033,1034,native_ycsb_c_read_zipf-s6-f0-warm-r3-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r3-leaf_freq_K10:leaf_freq_K10,true,true,true,true,3248.423,306.22,0.0,0.0,0.141,67.125
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r3-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,3,leaf_rand_K10,leaf_rand_K10,baseline,1036,1035,native_ycsb_c_read_zipf-s6-f0-warm-r3-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r3-leaf_rand_K10:leaf_rand_K10,true,true,true,true,338.179,2637.366,0.0,0.0,0.121,59.33
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r3-2f_top102,native_ycsb_c_read_zipf,6,warm,0,3,2f_top102,2f_top102,baseline,1038,1037,native_ycsb_c_read_zipf-s6-f0-warm-r3-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r3-2f_top102:2f_top102,true,true,true,true,375.508,2166.681,0.0,0.0,0.131,439.618
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r3-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,3,learned_markov_102,learned_markov_102,baseline,1040,1039,native_ycsb_c_read_zipf-s6-f0-warm-r3-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r3-learned_markov_102:learned_markov_102,true,true,true,true,370.259,2062.907,0.0,0.0,0.13,429.279
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r4-2e_K500,native_ycsb_c_read_zipf,6,warm,0,4,2e_K500,2e_K500,baseline,1042,1041,native_ycsb_c_read_zipf-s6-f0-warm-r4-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r4-2e_K500:2e_K500,true,true,true,true,232.743,1142.616,0.0,0.0,0.13,2124.973
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r4-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,4,leaf_freq_K10,leaf_freq_K10,baseline,1044,1043,native_ycsb_c_read_zipf-s6-f0-warm-r4-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r4-leaf_freq_K10:leaf_freq_K10,true,true,true,true,1054.631,2463.723,0.0,0.0,0.14,55.213
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r4-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,4,leaf_rand_K10,baseline,leaf_rand_K10,1045,1046,native_ycsb_c_read_zipf-s6-f0-warm-r4-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r4-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3240.247,294.708,0.0,0.0,0.12,57.607
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r4-2f_top102,native_ycsb_c_read_zipf,6,warm,0,4,2f_top102,2f_top102,baseline,1048,1047,native_ycsb_c_read_zipf-s6-f0-warm-r4-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r4-2f_top102:2f_top102,true,true,true,true,238.824,2152.565,0.0,0.0,0.131,427.766
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r4-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,4,learned_markov_102,learned_markov_102,baseline,1050,1049,native_ycsb_c_read_zipf-s6-f0-warm-r4-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r4-learned_markov_102:learned_markov_102,true,true,true,true,920.543,2143.037,0.0,0.0,0.13,428.778
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r5-2e_K500,native_ycsb_c_read_zipf,6,warm,0,5,2e_K500,2e_K500,baseline,1052,1051,native_ycsb_c_read_zipf-s6-f0-warm-r5-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r5-2e_K500:2e_K500,true,true,true,true,385.477,1189.653,0.0,0.0,0.13,2067.777
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r5-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,5,leaf_freq_K10,leaf_freq_K10,baseline,1054,1053,native_ycsb_c_read_zipf-s6-f0-warm-r5-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r5-leaf_freq_K10:leaf_freq_K10,true,true,true,true,340.073,376.34,0.0,0.0,0.111,56.595
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r5-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,5,leaf_rand_K10,leaf_rand_K10,baseline,1056,1055,native_ycsb_c_read_zipf-s6-f0-warm-r5-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r5-leaf_rand_K10:leaf_rand_K10,true,true,true,true,841.555,2420.913,0.0,0.0,0.121,57.487
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r5-2f_top102,native_ycsb_c_read_zipf,6,warm,0,5,2f_top102,baseline,2f_top102,1057,1058,native_ycsb_c_read_zipf-s6-f0-warm-r5-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r5-2f_top102:2f_top102,true,true,true,true,3208.429,323.251,0.0,0.0,0.13,508.416
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r5-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,5,learned_markov_102,learned_markov_102,baseline,1060,1059,native_ycsb_c_read_zipf-s6-f0-warm-r5-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r5-learned_markov_102:learned_markov_102,true,true,true,true,215.15,2203.269,0.0,0.0,0.18,424.32
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r6-2e_K500,native_ycsb_c_read_zipf,6,warm,0,6,2e_K500,2e_K500,baseline,1062,1061,native_ycsb_c_read_zipf-s6-f0-warm-r6-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r6-2e_K500:2e_K500,true,true,true,true,900.585,1140.672,0.0,0.0,0.12,2143.397
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r6-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,6,leaf_freq_K10,leaf_freq_K10,baseline,1064,1063,native_ycsb_c_read_zipf-s6-f0-warm-r6-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r6-leaf_freq_K10:leaf_freq_K10,true,true,true,true,205.002,2493.829,0.0,0.0,0.131,58.348
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r6-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,6,leaf_rand_K10,baseline,leaf_rand_K10,1065,1066,native_ycsb_c_read_zipf-s6-f0-warm-r6-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r6-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3307.444,286.543,0.0,0.0,0.12,58.199
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r6-2f_top102,native_ycsb_c_read_zipf,6,warm,0,6,2f_top102,baseline,2f_top102,1067,1068,native_ycsb_c_read_zipf-s6-f0-warm-r6-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r6-2f_top102:2f_top102,true,true,true,true,3151.013,785.552,0.0,0.0,0.13,447.944
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r6-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,6,learned_markov_102,baseline,learned_markov_102,1069,1070,native_ycsb_c_read_zipf-s6-f0-warm-r6-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r6-learned_markov_102:learned_markov_102,true,true,true,true,3222.675,164.937,0.0,0.0,0.111,488.348
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r7-2e_K500,native_ycsb_c_read_zipf,6,warm,0,7,2e_K500,2e_K500,baseline,1072,1071,native_ycsb_c_read_zipf-s6-f0-warm-r7-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r7-2e_K500:2e_K500,true,true,true,true,392.36,1095.529,0.0,0.0,0.12,2142.045
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r7-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,7,leaf_freq_K10,leaf_freq_K10,baseline,1074,1073,native_ycsb_c_read_zipf-s6-f0-warm-r7-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r7-leaf_freq_K10:leaf_freq_K10,true,true,true,true,873.115,2395.908,0.0,0.0,0.141,55.062
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r7-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,7,leaf_rand_K10,leaf_rand_K10,baseline,1076,1075,native_ycsb_c_read_zipf-s6-f0-warm-r7-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r7-leaf_rand_K10:leaf_rand_K10,true,true,true,true,182.069,2391.539,0.0,0.0,0.13,56.536
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r7-2f_top102,native_ycsb_c_read_zipf,6,warm,0,7,2f_top102,2f_top102,baseline,1078,1077,native_ycsb_c_read_zipf-s6-f0-warm-r7-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r7-2f_top102:2f_top102,true,true,true,true,374.166,2134.651,0.0,0.0,0.18,444.898
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r7-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,7,learned_markov_102,learned_markov_102,baseline,1080,1079,native_ycsb_c_read_zipf-s6-f0-warm-r7-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r7-learned_markov_102:learned_markov_102,true,true,true,true,751.829,1080.4,0.0,0.0,0.13,436.963
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r8-2e_K500,native_ycsb_c_read_zipf,6,warm,0,8,2e_K500,2e_K500,baseline,1082,1081,native_ycsb_c_read_zipf-s6-f0-warm-r8-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r8-2e_K500:2e_K500,true,true,true,true,391.007,1145.541,0.0,0.0,0.12,2125.895
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r8-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,8,leaf_freq_K10,leaf_freq_K10,baseline,1084,1083,native_ycsb_c_read_zipf-s6-f0-warm-r8-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r8-leaf_freq_K10:leaf_freq_K10,true,true,true,true,364.619,2415.594,0.0,0.0,0.131,58.219
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r8-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,8,leaf_rand_K10,leaf_rand_K10,baseline,1086,1085,native_ycsb_c_read_zipf-s6-f0-warm-r8-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r8-leaf_rand_K10:leaf_rand_K10,true,true,true,true,355.742,2402.429,0.0,0.0,0.121,62.977
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r8-2f_top102,native_ycsb_c_read_zipf,6,warm,0,8,2f_top102,2f_top102,baseline,1088,1087,native_ycsb_c_read_zipf-s6-f0-warm-r8-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r8-2f_top102:2f_top102,true,true,true,true,367.634,2169.786,0.0,0.0,0.13,431.673
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r8-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,8,learned_markov_102,learned_markov_102,baseline,1090,1089,native_ycsb_c_read_zipf-s6-f0-warm-r8-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r8-learned_markov_102:learned_markov_102,true,true,true,true,372.834,2097.312,0.0,0.0,0.171,432.535
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r9-2e_K500,native_ycsb_c_read_zipf,6,warm,0,9,2e_K500,baseline,2e_K500,1091,1092,native_ycsb_c_read_zipf-s6-f0-warm-r9-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r9-2e_K500:2e_K500,true,true,true,true,3154.419,717.675,0.0,0.0,0.14,2440.791
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r9-leaf_freq_K10,native_ycsb_c_read_zipf,6,warm,0,9,leaf_freq_K10,leaf_freq_K10,baseline,1094,1093,native_ycsb_c_read_zipf-s6-f0-warm-r9-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r9-leaf_freq_K10:leaf_freq_K10,true,true,true,true,358.877,2386.159,0.0,0.0,0.13,56.485
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r9-leaf_rand_K10,native_ycsb_c_read_zipf,6,warm,0,9,leaf_rand_K10,baseline,leaf_rand_K10,1095,1096,native_ycsb_c_read_zipf-s6-f0-warm-r9-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r9-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3210.684,290.26,0.0,0.0,0.13,57.727
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r9-2f_top102,native_ycsb_c_read_zipf,6,warm,0,9,2f_top102,baseline,2f_top102,1097,1098,native_ycsb_c_read_zipf-s6-f0-warm-r9-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r9-2f_top102:2f_top102,true,true,true,true,3151.353,163.154,0.0,0.0,0.13,481.195
secondary,native_ycsb_c_read_zipf-s6-f0-warm-r9-learned_markov_102,native_ycsb_c_read_zipf,6,warm,0,9,learned_markov_102,learned_markov_102,baseline,1100,1099,native_ycsb_c_read_zipf-s6-f0-warm-r9-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-warm-r9-learned_markov_102:learned_markov_102,true,true,true,true,367.214,2066.404,0.0,0.0,0.13,426.383
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r0-2e_K500,native_ycsb_c_read_zipf,6,standalone,0,0,2e_K500,baseline,2e_K500,1101,1102,native_ycsb_c_read_zipf-s6-f0-standalone-r0-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r0-2e_K500:2e_K500,true,true,true,true,136.214,243.994,3197.739,394.304,0.12,2588.306
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r0-leaf_freq_K10,native_ycsb_c_read_zipf,6,standalone,0,0,leaf_freq_K10,baseline,leaf_freq_K10,1103,1104,native_ycsb_c_read_zipf-s6-f0-standalone-r0-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r0-leaf_freq_K10:leaf_freq_K10,true,true,true,true,612.018,732.493,655.299,618.421,0.13,59.25
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r0-leaf_rand_K10,native_ycsb_c_read_zipf,6,standalone,0,0,leaf_rand_K10,leaf_rand_K10,baseline,1106,1105,native_ycsb_c_read_zipf-s6-f0-standalone-r0-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r0-leaf_rand_K10:leaf_rand_K10,true,true,true,true,281.935,151.241,389.945,2484.031,0.12,58.929
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r0-2f_top102,native_ycsb_c_read_zipf,6,standalone,0,0,2f_top102,2f_top102,baseline,1108,1107,native_ycsb_c_read_zipf-s6-f0-standalone-r0-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r0-2f_top102:2f_top102,true,true,true,true,137.305,87.673,231.541,2187.951,0.13,425.151
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r0-learned_markov_102,native_ycsb_c_read_zipf,6,standalone,0,0,learned_markov_102,learned_markov_102,baseline,1110,1109,native_ycsb_c_read_zipf-s6-f0-standalone-r0-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r0-learned_markov_102:learned_markov_102,true,true,true,true,291.793,87.503,386.408,2110.787,0.13,426.233
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r1-2e_K500,native_ycsb_c_read_zipf,6,standalone,0,1,2e_K500,2e_K500,baseline,1112,1111,native_ycsb_c_read_zipf-s6-f0-standalone-r1-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r1-2e_K500:2e_K500,true,true,true,true,289.269,115.845,408.961,1151.583,0.13,2096.972
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r1-leaf_freq_K10,native_ycsb_c_read_zipf,6,standalone,0,1,leaf_freq_K10,baseline,leaf_freq_K10,1113,1114,native_ycsb_c_read_zipf-s6-f0-standalone-r1-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r1-leaf_freq_K10:leaf_freq_K10,true,true,true,true,152.484,132.166,3281.676,214.629,0.121,58.479
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r1-leaf_rand_K10,native_ycsb_c_read_zipf,6,standalone,0,1,leaf_rand_K10,baseline,leaf_rand_K10,1115,1116,native_ycsb_c_read_zipf-s6-f0-standalone-r1-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r1-leaf_rand_K10:leaf_rand_K10,true,true,true,true,138.708,240.818,3158.156,372.263,0.121,56.795
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r1-2f_top102,native_ycsb_c_read_zipf,6,standalone,0,1,2f_top102,baseline,2f_top102,1117,1118,native_ycsb_c_read_zipf-s6-f0-standalone-r1-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r1-2f_top102:2f_top102,true,true,true,true,137.586,245.266,3176.22,401.377,0.13,513.505
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r1-learned_markov_102,native_ycsb_c_read_zipf,6,standalone,0,1,learned_markov_102,learned_markov_102,baseline,1120,1119,native_ycsb_c_read_zipf-s6-f0-standalone-r1-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r1-learned_markov_102:learned_markov_102,true,true,true,true,136.875,85.74,231.901,2134.14,0.121,426.764
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r2-2e_K500,native_ycsb_c_read_zipf,6,standalone,0,2,2e_K500,2e_K500,baseline,1122,1121,native_ycsb_c_read_zipf-s6-f0-standalone-r2-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r2-2e_K500:2e_K500,true,true,true,true,291.252,100.607,409.142,1004.709,0.11,2212.396
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r2-leaf_freq_K10,native_ycsb_c_read_zipf,6,standalone,0,2,leaf_freq_K10,leaf_freq_K10,baseline,1124,1123,native_ycsb_c_read_zipf-s6-f0-standalone-r2-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r2-leaf_freq_K10:leaf_freq_K10,true,true,true,true,289.268,142.646,384.866,2431.023,0.12,57.908
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r2-leaf_rand_K10,native_ycsb_c_read_zipf,6,standalone,0,2,leaf_rand_K10,leaf_rand_K10,baseline,1126,1125,native_ycsb_c_read_zipf-s6-f0-standalone-r2-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r2-leaf_rand_K10:leaf_rand_K10,true,true,true,true,129.46,140.903,232.312,2430.382,0.15,57.327
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r2-2f_top102,native_ycsb_c_read_zipf,6,standalone,0,2,2f_top102,baseline,2f_top102,1127,1128,native_ycsb_c_read_zipf-s6-f0-standalone-r2-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r2-2f_top102:2f_top102,true,true,true,true,154.848,244.675,3307.854,397.68,0.14,508.576
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r2-learned_markov_102,native_ycsb_c_read_zipf,6,standalone,0,2,learned_markov_102,baseline,learned_markov_102,1129,1130,native_ycsb_c_read_zipf-s6-f0-standalone-r2-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r2-learned_markov_102:learned_markov_102,true,true,true,true,306.37,241.229,3424.952,399.112,0.15,509.859
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r3-2e_K500,native_ycsb_c_read_zipf,6,standalone,0,3,2e_K500,2e_K500,baseline,1132,1131,native_ycsb_c_read_zipf-s6-f0-standalone-r3-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r3-2e_K500:2e_K500,true,true,true,true,292.424,79.828,411.155,1251.439,0.12,2121.267
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r3-leaf_freq_K10,native_ycsb_c_read_zipf,6,standalone,0,3,leaf_freq_K10,baseline,leaf_freq_K10,1133,1134,native_ycsb_c_read_zipf-s6-f0-standalone-r3-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r3-leaf_freq_K10:leaf_freq_K10,true,true,true,true,137.025,246.068,3264.924,374.567,0.13,59.171
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r3-leaf_rand_K10,native_ycsb_c_read_zipf,6,standalone,0,3,leaf_rand_K10,leaf_rand_K10,baseline,1136,1135,native_ycsb_c_read_zipf-s6-f0-standalone-r3-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r3-leaf_rand_K10:leaf_rand_K10,true,true,true,true,130.303,154.087,234.356,2451.812,0.14,58.138
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r3-2f_top102,native_ycsb_c_read_zipf,6,standalone,0,3,2f_top102,2f_top102,baseline,1138,1137,native_ycsb_c_read_zipf-s6-f0-standalone-r3-2f_top102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r3-2f_top102:2f_top102,true,true,true,true,293.607,86.38,389.665,2125.534,0.13,418.418
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r3-learned_markov_102,native_ycsb_c_read_zipf,6,standalone,0,3,learned_markov_102,learned_markov_102,baseline,1140,1139,native_ycsb_c_read_zipf-s6-f0-standalone-r3-learned_markov_102:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r3-learned_markov_102:learned_markov_102,true,true,true,true,295.37,97.582,386.389,2129.612,0.11,433.897
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r4-2e_K500,native_ycsb_c_read_zipf,6,standalone,0,4,2e_K500,baseline,2e_K500,1141,1142,native_ycsb_c_read_zipf-s6-f0-standalone-r4-2e_K500:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r4-2e_K500:2e_K500,true,true,true,true,138.638,84.988,3237.053,245.887,0.131,2575.502
secondary,native_ycsb_c_read_zipf-s6-f0-standalone-r4-leaf_freq_K10,native_ycsb_c_read_zipf,6,standalone,0,4,leaf_freq_K10,leaf_freq_K10,baseline,1144,1143,native_ycsb_c_read_zipf-s6-f0-standalone-r4-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s6-f0-standalone-r4-leaf_freq_K10:leaf_freq_K10,true,true,true,true,280.933,139.83,385.487,2374.477,0.12,56.785
