workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,5,128,354.00,387.58,352.47,16.66,100.0,223.74,137.79,85.95,578.64,440.98,0.0
A,orig,2d,pread,2,128,180.66,,179.93,0.73,100.0,2378.50,273.14,2105.36,2559.16,2286.02,0.0
A,orig,2e_K10,async,5,128,357.10,363.84,350.68,4.71,100.0,238.08,140.46,97.51,590.78,454.43,0.0
A,orig,2e_K10,pread,2,128,179.46,,178.56,0.90,100.0,2658.56,138.28,2520.27,2838.02,2699.74,0.0
A,orig,2e_K500,async,5,128,181.81,182.75,175.79,2.60,100.0,977.43,138.90,836.01,1159.71,1018.29,0.0
A,orig,2e_K500,pread,2,128,180.70,,180.46,0.24,100.0,21408.69,139.45,21269.24,21589.40,21449.94,0.0
A,orig,2f_slru,async,5,128,491.77,494.63,483.75,3.89,77.4,7242.90,140.48,7103.74,7734.67,7595.51,0.0
A,orig,2f_slru,pread,2,128,475.92,,473.79,2.12,76.4,18280.92,138.80,18142.11,18756.83,18618.03,0.0
A,orig,baseline,baseline,3,128,503.06,,501.04,3.81,0.0,0.00,0.00,0.00,503.06,503.06,0.0
A,orig,layers_5,async,5,128,387.12,404.50,370.25,12.17,100.0,199.91,129.98,69.92,586.55,456.74,0.0
A,orig,layers_5,pread,2,128,177.19,,174.66,2.53,100.0,566.18,130.07,436.11,743.37,613.29,0.0
A,orig,layers_92,async,5,128,358.66,395.31,357.20,17.51,100.0,335.38,140.13,195.25,697.06,554.23,0.0
A,orig,layers_92,pread,2,128,422.46,,179.82,242.64,100.0,8199.26,138.02,8061.24,8621.72,8483.70,0.0
B,orig,2d,async,5,128,412.82,417.07,399.72,7.02,100.0,253.92,168.25,85.39,666.54,498.21,0.0
B,orig,2d,pread,2,128,407.09,,401.56,5.53,100.0,1902.22,166.75,1735.45,2309.30,2142.55,0.0
B,orig,2e_K10,async,5,128,414.48,1371.06,398.23,480.14,100.0,266.89,167.62,99.27,678.67,511.17,0.0
B,orig,2e_K10,pread,2,128,403.00,,396.90,6.09,100.0,2823.43,167.16,2656.27,3226.42,3059.26,0.0
B,orig,2e_K500,async,5,128,455.15,460.63,448.06,4.40,100.0,1025.54,168.74,855.32,1479.50,1311.10,0.0
B,orig,2e_K500,pread,2,128,453.94,,450.48,3.45,100.0,19406.06,167.28,19238.78,19859.99,19692.72,0.0
B,orig,2f_slru,async,5,128,742.20,1111.71,720.55,187.20,77.4,7296.46,168.44,7128.23,8024.30,7855.87,0.0
B,orig,2f_slru,pread,2,128,738.98,,733.19,5.78,75.8,18953.85,172.83,18781.02,19692.82,19520.00,0.0
B,orig,baseline,baseline,3,128,725.28,,659.39,31.45,0.0,0.00,0.00,0.00,725.28,725.28,0.0
B,orig,layers_5,async,5,128,413.10,417.21,400.50,6.52,100.0,210.25,140.03,70.21,621.31,482.78,0.0
B,orig,layers_5,pread,2,128,408.51,,407.26,1.25,100.0,583.24,137.19,446.04,991.75,854.56,0.0
B,orig,layers_92,async,5,128,415.34,416.33,402.17,5.41,100.0,361.98,168.36,194.22,776.78,608.42,0.0
B,orig,layers_92,pread,2,128,411.05,,407.57,3.48,100.0,8358.67,167.25,8191.42,8769.72,8602.47,0.0
