workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,503.12,536.62,446.14,27.58,100.0,312.77,227.19,85.43,,,815.98,589.55,0.0
A,orig,2d,async_bulk,5,128,472.81,500.82,446.21,19.38,100.0,311.78,226.88,21.97,61.72,13.00,781.81,493.84,0.0
A,orig,2d,async_win,10,128,512.47,1074.98,468.18,294.16,100.0,311.46,227.13,22.20,61.73,13.00,824.36,534.32,0.0
A,orig,2d,pread,5,128,513.08,534.06,471.30,21.74,100.0,1929.21,226.81,1695.31,,,2444.22,2210.32,0.0
A,orig,2e_K10,async,10,128,488.82,551.01,439.23,40.05,100.0,327.86,227.42,99.34,,,815.81,588.47,0.0
A,orig,2e_K10,async_bulk,5,128,500.69,720.45,469.30,108.37,100.0,325.26,226.88,35.67,62.39,23.00,833.84,540.42,0.0
A,orig,2e_K10,async_win,10,128,487.45,526.76,435.67,29.91,100.0,326.30,226.69,37.94,62.39,23.00,812.94,524.05,0.0
A,orig,2e_K10,pread,5,128,511.81,538.43,469.85,27.94,100.0,2769.96,226.89,2543.52,,,3255.97,3023.06,0.0
A,orig,2e_K500,async,10,128,556.33,630.64,488.79,51.56,100.0,1114.46,226.01,888.16,,,1667.34,1439.58,0.0
A,orig,2e_K500,async_bulk,5,128,560.88,1404.35,494.56,429.26,100.0,1040.94,226.87,725.57,89.91,460.00,1604.23,1286.70,0.0
A,orig,2e_K500,async_win,10,128,557.06,559.93,492.00,19.67,100.0,1032.23,227.90,711.88,91.43,460.00,1588.93,1268.92,0.0
A,orig,2e_K500,pread,5,128,513.27,526.32,493.35,11.42,100.0,18512.73,226.30,18284.38,,,19024.67,18796.32,0.0
A,orig,2f_slru,async,10,128,99.28,100.80,94.35,1.87,100.0,7303.26,227.13,7078.73,,,7402.16,7177.63,0.0
A,orig,2f_slru,async_bulk,5,128,758.04,814.31,694.65,42.63,1.4,709.28,226.76,79.53,402.18,2.00,1470.86,840.18,0.0
A,orig,2f_slru,async_win,10,128,98.20,100.19,96.42,1.19,89.9,2683.22,228.69,2026.11,403.69,139.00,2781.97,2124.18,0.0
A,orig,2f_slru,pread,5,128,97.42,132.50,95.08,17.90,100.0,18062.13,226.69,17837.06,,,18203.38,17978.31,0.0
A,orig,2f_top100,async,10,128,503.32,952.24,447.94,229.63,100.0,435.51,226.80,208.75,,,940.66,713.72,0.0
A,orig,2f_top100,async_bulk,5,128,544.58,1127.49,498.75,294.43,100.0,419.50,227.57,125.44,65.80,99.00,972.79,669.83,0.0
A,orig,2f_top100,async_win,10,128,501.80,527.50,447.34,25.48,100.0,422.04,227.41,129.66,66.14,99.00,925.32,630.62,0.0
A,orig,2f_top100,pread,5,128,539.19,562.48,472.74,31.59,100.0,9038.84,226.53,8812.32,,,9603.20,9378.09,0.0
A,orig,2f_top14,async,10,128,506.04,3181.77,447.21,1437.84,100.0,306.88,226.87,80.59,,,814.80,587.33,0.0
A,orig,2f_top14,async_bulk,5,128,508.59,514.33,500.69,4.78,100.0,309.26,226.80,19.74,61.46,13.00,817.35,528.93,0.0
A,orig,2f_top14,async_win,10,128,506.65,602.03,445.55,58.80,100.0,308.64,227.81,19.04,62.02,13.00,815.87,525.34,0.0
A,orig,2f_top14,pread,5,128,502.75,1172.74,473.21,335.19,100.0,1497.62,227.82,1258.89,,,1979.68,1752.44,0.0
A,orig,2f_top28,async,10,128,505.18,528.93,444.19,27.07,100.0,324.88,225.52,100.45,,,814.15,601.91,0.0
A,orig,2f_top28,async_bulk,5,128,511.41,540.82,452.93,30.48,100.0,327.58,226.32,37.07,62.14,27.00,840.08,552.44,0.0
A,orig,2f_top28,async_win,10,128,480.80,544.11,443.85,36.29,100.0,329.33,226.28,41.39,62.06,27.00,810.18,522.19,0.0
A,orig,2f_top28,pread,5,128,513.47,565.57,502.64,26.45,100.0,2580.15,227.61,2348.24,,,3145.10,2916.60,0.0
A,orig,2f_top500,async,10,128,559.54,969.82,493.91,175.40,100.0,1112.81,226.94,885.40,,,1678.87,1452.23,0.0
A,orig,2f_top500,async_bulk,5,128,560.06,786.59,556.68,113.21,100.0,1061.08,226.96,708.47,126.81,450.00,1630.79,1277.76,0.0
A,orig,2f_top500,async_win,10,128,555.17,558.35,490.77,29.51,100.0,1052.34,226.38,699.65,127.02,450.00,1591.98,1235.92,0.0
A,orig,2f_top500,pread,5,128,499.81,512.73,491.02,9.20,100.0,18462.63,225.94,18234.63,,,18962.44,18734.44,0.0
A,orig,baseline,baseline,10,128,858.44,947.08,802.55,46.73,0.0,0.00,0.00,0.00,,,858.44,858.44,0.0
A,orig,layers_5,async,10,128,875.04,1395.83,812.67,279.47,100.0,295.75,226.54,69.22,,,1167.72,942.99,0.0
A,orig,layers_5,async_bulk,5,128,821.36,851.44,753.58,37.32,100.0,297.41,225.94,7.91,60.97,2.00,1118.77,832.22,0.0
A,orig,layers_5,async_win,10,128,887.12,1467.76,781.94,309.27,100.0,295.11,225.78,7.45,61.55,2.00,1186.34,894.34,0.0
A,orig,layers_5,pread,5,128,812.08,874.82,767.55,40.45,100.0,667.07,227.26,439.45,,,1479.15,1251.90,0.0
A,orig,layers_92,async,10,128,526.34,561.99,443.27,39.22,100.0,431.21,227.37,203.19,,,976.16,748.51,0.0
A,orig,layers_92,async_bulk,5,128,479.55,511.90,444.10,28.79,100.0,409.96,227.01,120.22,65.06,87.00,896.56,604.98,0.0
A,orig,layers_92,async_win,10,128,476.15,1018.96,446.91,287.93,100.0,412.93,225.84,119.59,65.65,87.00,895.59,603.88,0.0
A,orig,layers_92,pread,5,128,540.82,567.66,503.19,26.41,100.0,8238.54,227.44,8009.41,,,8811.42,8582.29,0.0
A,orig,leaf_freq_K10,async,10,128,877.84,1344.35,778.73,248.17,100.0,303.69,226.33,76.59,,,1200.89,954.46,0.0
A,orig,leaf_freq_K10,async_bulk,5,128,831.47,896.21,775.23,45.71,100.0,304.83,227.33,15.10,62.10,10.00,1136.30,846.57,0.0
A,orig,leaf_freq_K10,async_win,10,128,850.31,911.57,796.82,40.53,100.0,304.41,226.95,15.07,62.15,10.00,1156.15,865.60,0.0
A,orig,leaf_freq_K10,pread,5,128,838.76,861.51,826.03,14.48,100.0,1122.79,226.38,896.25,,,1954.27,1729.87,0.0
