workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2e_K10,async,10,128,565.16,687.88,555.43,66.31,100.0,270.77,174.20,96.15,836.07,661.87,0.0
A,orig,2e_K10,pread,10,128,564.27,571.34,498.04,20.61,100.0,2638.78,172.98,2465.80,3203.54,3029.87,0.0
A,orig,2e_K500,async,10,128,548.49,561.47,544.66,5.97,100.0,1015.60,174.01,841.44,1562.73,1388.57,0.0
A,orig,2e_K500,pread,10,128,541.86,558.12,516.62,14.30,100.0,20654.97,174.50,20480.21,21180.39,21005.64,0.0
A,orig,2f_slru,async,10,128,98.27,209.14,95.79,43.90,100.0,7267.24,177.12,7089.05,7373.13,7196.16,0.0
A,orig,2f_slru,pread,10,128,96.22,98.20,91.41,1.92,100.0,18237.54,174.10,18063.64,18334.65,18160.74,0.0
A,orig,baseline,baseline,10,128,894.38,927.99,820.37,29.45,0.0,0.00,0.00,0.00,894.38,894.38,0.0
A,ta,2e_K10,async,10,128,585.09,590.11,515.97,28.12,98.0,294.44,174.55,119.50,879.82,705.10,0.0
A,ta,2e_K10,pread,10,128,585.58,597.84,518.93,24.74,100.0,1950.05,175.01,1774.50,2534.16,2359.01,0.0
A,ta,2e_K500,async,10,128,734.50,2303.32,504.93,799.92,31.4,910.78,174.34,736.22,1645.45,1471.60,0.0
A,ta,2e_K500,pread,10,128,482.54,524.62,432.82,34.66,100.0,17667.94,174.86,17492.16,18150.49,17974.71,0.0
A,ta,2f_slru,async,10,128,96.59,104.08,96.16,3.26,100.0,7206.02,174.09,7032.24,7302.32,7128.55,0.0
A,ta,2f_slru,pread,10,128,96.45,99.12,93.98,1.71,100.0,17529.62,175.37,17355.38,17627.30,17453.06,0.0
A,ta,baseline,baseline,10,128,755.17,784.96,744.33,14.80,0.0,0.00,0.00,0.00,755.17,755.17,0.0
A,vacuum,2e_K10,async,10,128,522.40,554.66,480.70,22.96,100.0,263.88,174.16,89.40,786.63,612.89,0.0
A,vacuum,2e_K10,pread,10,128,523.22,580.63,483.85,29.05,100.0,2085.43,173.62,1911.00,2606.17,2432.82,0.0
A,vacuum,2e_K500,async,10,128,406.66,483.57,361.14,40.69,25.7,881.30,174.44,705.84,1321.65,1147.27,0.0
A,vacuum,2e_K500,pread,10,128,475.23,886.35,467.93,217.76,100.0,15055.24,174.42,14881.51,15551.49,15377.49,0.0
A,vacuum,2f_slru,async,10,128,97.53,99.58,96.58,0.99,100.0,5615.16,174.47,5440.43,5713.03,5538.29,0.0
A,vacuum,2f_slru,pread,10,128,96.71,169.13,94.69,28.71,100.0,14197.11,175.78,14021.33,14293.22,14117.43,0.0
A,vacuum,baseline,baseline,10,128,1031.95,1094.04,947.98,43.00,0.0,0.00,0.00,0.00,1031.95,1031.95,0.0
B,orig,2e_K10,async,10,128,565.88,583.41,532.77,19.89,100.0,270.93,173.56,97.88,835.41,662.94,0.0
B,orig,2e_K10,pread,10,128,590.65,662.80,539.11,37.29,100.0,2734.15,174.38,2560.49,3327.86,3151.86,0.0
B,orig,2e_K500,async,10,128,181.69,184.52,178.31,1.74,100.0,1031.62,174.92,857.17,1212.79,1038.72,0.0
B,orig,2e_K500,pread,10,128,181.41,185.14,179.48,1.99,100.0,21937.87,172.97,21764.49,22121.71,21948.33,0.0
B,orig,2f_slru,async,10,128,97.06,102.82,94.51,2.87,100.0,7324.19,173.88,7149.77,7421.16,7246.74,0.0
B,orig,2f_slru,pread,10,128,96.03,98.40,90.66,2.39,100.0,18194.35,174.42,18022.89,18292.35,18120.89,0.0
B,orig,baseline,baseline,10,128,556.60,629.51,518.35,41.89,0.0,0.00,0.00,0.00,556.60,556.60,0.0
B,ta,2e_K10,async,10,128,411.25,424.72,407.46,6.41,100.0,284.56,174.09,109.83,695.38,521.68,0.0
B,ta,2e_K10,pread,10,128,407.53,415.07,398.48,5.01,100.0,1816.80,175.19,1641.03,2224.33,2048.57,0.0
B,ta,2e_K500,async,10,128,238.17,1787.78,183.07,761.44,28.9,887.09,174.98,712.34,1129.38,954.01,0.0
B,ta,2e_K500,pread,10,128,182.21,185.67,179.25,2.23,100.0,17775.17,173.65,17603.13,17954.89,17782.85,0.0
B,ta,2f_slru,async,10,128,98.44,156.05,95.34,30.26,100.0,7306.91,174.67,7132.23,7403.65,7228.98,0.0
B,ta,2f_slru,pread,10,128,98.12,232.42,94.88,72.46,100.0,18088.49,177.24,17911.00,18187.74,18010.24,0.0
