workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,477.05,484.23,474.56,3.30,100.0,318.85,232.44,86.50,,,796.60,563.16,0.0
A,orig,2d,async_bulk,5,128,475.42,479.18,431.25,18.37,100.0,322.77,236.59,22.41,63.25,13.00,791.49,496.58,0.0
A,orig,2d,async_win,10,128,476.50,746.63,474.93,146.24,100.0,319.16,234.34,21.66,62.93,13.00,796.47,499.62,0.0
A,orig,2d,pread,5,128,475.98,479.84,474.46,2.19,100.0,1862.35,233.56,1628.79,,,2338.41,2104.85,0.0
A,orig,2e_K10,async,10,128,181.28,451.80,177.78,139.33,100.0,333.76,232.55,101.08,,,517.12,284.57,0.0
A,orig,2e_K10,async_bulk,5,128,182.40,262.68,180.31,40.21,100.0,332.30,232.39,36.92,62.99,23.00,519.14,219.01,0.0
A,orig,2e_K10,async_win,10,128,180.83,184.30,179.68,1.74,100.0,333.62,232.37,37.97,63.42,23.00,515.01,218.63,0.0
A,orig,2e_K10,pread,5,128,180.12,180.75,178.89,0.64,100.0,2761.35,233.64,2527.71,,,2940.24,2706.60,0.0
A,orig,2e_K500,async,10,128,256.09,3258.00,182.41,1360.74,26.0,976.42,233.50,743.45,,,1273.06,1039.68,0.0
A,orig,2e_K500,async_bulk,5,128,184.48,562.95,180.86,189.83,100.0,1078.60,233.64,753.15,91.81,461.00,1265.83,940.08,0.0
A,orig,2e_K500,async_win,10,128,183.57,189.44,180.86,2.88,100.0,1043.18,233.14,710.95,91.91,461.00,1229.38,897.56,0.0
A,orig,2e_K500,pread,5,128,182.19,183.66,181.88,0.73,100.0,20268.64,233.01,20035.79,,,20450.52,20217.67,0.0
A,orig,2f_slru,async,10,128,98.61,261.11,96.47,68.74,100.0,7295.84,233.91,7022.59,,,7423.06,7194.03,0.0
A,orig,2f_slru,async_bulk,5,128,780.43,887.13,717.69,63.94,1.5,688.56,232.24,79.70,375.88,2.00,1471.31,860.74,0.0
A,orig,2f_slru,async_win,10,128,97.80,100.00,96.18,1.24,91.5,2677.29,233.22,2066.16,374.59,138.00,2775.06,2164.49,0.0
A,orig,2f_slru,pread,5,128,97.64,145.53,96.03,24.17,100.0,18307.61,233.84,18074.63,,,18403.97,18170.99,0.0
