workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,473.32,3982.34,454.77,1622.29,100.0,318.57,229.88,88.55,,,800.33,563.09,0.0
A,1gb,2d,pread,5,128,453.46,470.14,448.94,9.27,100.0,2039.77,230.62,1813.10,,,2493.45,2266.78,0.0
A,1gb,2e_K10,async,10,128,152.14,417.50,149.23,144.40,100.0,335.11,229.66,104.25,,,486.56,257.19,0.0
A,1gb,2e_K10,pread,5,128,153.99,154.45,151.97,0.90,100.0,2861.46,228.19,2613.84,,,3015.45,2767.83,0.0
A,1gb,2e_K500,async,10,128,182.55,594.72,181.05,224.56,100.0,1171.52,228.78,932.92,,,1358.93,1125.50,0.0
A,1gb,2e_K500,pread,5,128,184.87,188.98,179.76,3.47,100.0,23976.47,228.47,23748.19,,,24156.23,23927.95,0.0
A,1gb,2f_slru,async,10,128,100.47,168.21,97.78,35.84,100.0,7274.21,230.17,6980.49,,,7400.90,7080.96,0.0
A,1gb,2f_slru,pread,5,128,98.48,100.23,96.53,1.31,100.0,18956.37,229.53,18726.84,,,19056.75,18827.22,0.0
A,1gb,baseline,baseline,10,128,1267.37,1292.88,1202.24,25.23,0.0,0.00,0.00,0.00,,,1267.37,1267.37,0.0
A,1gb,layers_5,async,10,128,1211.57,1287.19,1141.90,52.73,100.0,298.21,228.85,69.44,,,1515.65,1283.51,0.0
A,1gb,layers_5,pread,5,128,1199.82,1267.36,1049.37,77.07,100.0,705.55,227.69,477.86,,,1905.97,1683.39,0.0
A,1gb,layers_92,async,10,128,819.89,870.33,766.11,30.87,100.0,436.39,228.26,208.03,,,1257.09,1030.91,0.0
A,1gb,layers_92,pread,5,128,818.93,876.27,758.43,43.55,100.0,8157.97,232.59,7920.75,,,8977.74,8743.02,0.0
A,1gb,leaf_freq_K10,async,10,128,986.72,1070.13,861.55,59.14,100.0,305.49,229.56,75.84,,,1292.38,1062.05,0.0
A,1gb,leaf_freq_K10,pread,5,128,1004.53,1632.28,966.68,319.54,100.0,1125.12,227.66,897.57,,,2113.26,1886.53,0.0
A,1gb,leaf_rand_K10,async,10,128,1295.91,1470.31,1142.29,108.80,100.0,305.76,228.89,76.59,,,1601.48,1372.36,0.0
A,1gb,leaf_rand_K10,pread,5,128,1325.53,1383.92,1241.28,56.36,100.0,1150.57,228.94,923.49,,,2476.10,2249.02,0.0
A,ta,2d,async,10,128,575.77,597.23,560.77,13.96,72.1,342.16,228.14,113.79,,,923.41,694.91,0.0
A,ta,2d,pread,5,128,574.35,585.11,553.15,13.36,100.0,1050.74,230.91,821.26,,,1630.19,1399.28,0.0
A,ta,2e_K10,async,10,128,180.58,185.67,178.53,2.52,100.0,354.47,227.80,126.11,,,534.64,306.93,0.0
A,ta,2e_K10,pread,5,128,182.59,184.38,177.99,2.48,100.0,1970.83,226.81,1744.02,,,2155.59,1926.61,0.0
A,ta,2e_K500,async,10,128,191.34,1213.88,179.37,424.21,38.2,1017.19,231.44,786.40,,,1362.63,1127.79,0.0
A,ta,2e_K500,pread,5,128,181.47,186.83,179.25,3.06,100.0,29369.25,228.59,29140.71,,,29556.41,29327.87,0.0
A,ta,2f_slru,async,10,128,98.00,192.96,96.47,47.89,100.0,7228.72,228.57,6999.53,,,7326.20,7097.01,0.0
A,ta,2f_slru,pread,5,128,95.38,97.78,93.52,1.54,100.0,18022.96,228.41,17794.55,,,18120.95,17892.54,0.0
A,ta,baseline,baseline,10,128,764.60,790.63,733.41,18.23,0.0,0.00,0.00,0.00,,,764.60,764.60,0.0
A,ta,layers_5,async,10,128,958.08,985.11,838.00,40.59,100.0,302.67,233.09,68.86,,,1256.62,1027.20,0.0
A,ta,layers_5,pread,5,128,545.45,569.93,538.31,13.67,100.0,446.30,194.94,250.47,,,1003.84,792.92,0.0
A,ta,layers_92,async,10,128,586.99,591.03,561.61,9.23,100.0,398.20,231.29,170.12,,,971.67,755.37,0.0
A,ta,layers_92,pread,5,128,604.13,649.14,596.49,23.43,100.0,1047.31,196.52,850.79,,,1651.44,1454.92,0.0
