workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,413.83,456.36,363.76,28.32,100.0,271.90,183.24,88.46,,,686.11,502.00,0.0
A,1gb,2d,pread,5,128,180.07,183.34,150.27,15.11,100.0,2140.64,182.07,1958.09,,,2315.52,2129.58,0.0
A,1gb,2e_K10,async,10,128,427.88,458.45,390.90,24.60,100.0,282.72,182.31,100.60,,,715.62,532.15,0.0
A,1gb,2e_K10,pread,5,128,157.26,180.71,152.57,12.63,100.0,2914.52,181.84,2731.61,,,3084.73,2902.88,0.0
A,1gb,2e_K500,async,10,128,182.50,760.34,156.62,233.35,100.0,1033.23,182.12,850.02,,,1219.06,1035.18,0.0
A,1gb,2e_K500,pread,5,128,181.18,182.58,180.86,0.73,100.0,22746.44,183.25,22564.01,,,22927.30,22744.87,0.0
A,1gb,2f_slru,async,10,128,99.94,261.64,98.00,87.77,100.0,7308.41,183.39,7125.10,,,7407.53,7224.23,0.0
A,1gb,2f_slru,pread,5,128,99.62,101.52,98.34,1.22,100.0,19189.77,184.07,19004.91,,,19291.74,19106.88,0.0
A,1gb,baseline,baseline,10,128,908.69,974.02,850.29,35.88,0.0,0.00,0.00,0.00,,,908.69,908.69,0.0
A,1gb,layers_5,async,10,128,801.36,856.40,739.22,41.71,100.0,252.89,182.97,69.91,,,1054.07,870.49,0.0
A,1gb,layers_5,pread,5,128,549.44,578.93,544.67,15.31,100.0,685.12,181.90,503.22,,,1237.91,1057.32,0.0
A,1gb,layers_92,async,10,128,779.82,1223.89,728.98,228.08,100.0,374.94,181.78,193.78,,,1161.38,977.39,0.0
A,1gb,layers_92,pread,5,128,510.60,542.77,458.91,30.78,100.0,8151.50,181.62,7973.20,,,8661.81,8478.71,0.0
A,1gb,leaf_freq_K10,async,10,128,923.76,988.35,885.92,35.46,100.0,258.24,182.83,74.86,,,1178.90,997.44,0.0
A,1gb,leaf_freq_K10,pread,5,128,895.57,972.83,889.66,36.70,100.0,1109.01,181.24,925.72,,,2003.75,1820.82,0.0
A,1gb,leaf_rand_K10,async,10,128,946.34,1017.32,865.75,47.10,100.0,272.57,197.03,75.29,,,1218.78,1021.92,0.0
A,1gb,leaf_rand_K10,pread,5,128,953.27,965.65,920.60,15.80,100.0,1085.36,195.70,889.43,,,2041.37,1844.70,0.0
A,ta,2d,async,10,128,445.11,456.09,366.36,25.36,72.1,297.94,184.09,112.07,,,746.93,563.26,0.0
A,ta,2d,pread,5,128,186.95,189.63,185.52,1.54,100.0,1030.86,181.81,849.12,,,1218.51,1036.02,0.0
A,ta,2e_K10,async,10,128,387.81,390.96,368.39,6.22,77.4,308.12,183.28,125.42,,,696.11,512.22,0.0
A,ta,2e_K10,pread,5,128,189.28,191.00,187.85,1.29,100.0,2033.13,183.66,1847.38,,,2221.06,2035.31,0.0
A,ta,2e_K500,async,10,128,639.87,7616.49,186.65,2838.25,24.8,952.83,183.00,767.69,,,1604.98,1422.14,0.0
