workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,542.74,1259.46,524.03,297.37,100.0,285.00,196.53,88.83,,,828.66,630.75,0.0
A,1gb,2d,pread,5,128,525.52,526.72,525.11,0.65,100.0,2051.47,197.61,1847.93,,,2576.58,2373.04,0.0
A,1gb,2e_K10,async,10,128,526.20,556.07,522.15,12.28,100.0,305.56,199.50,105.89,,,833.68,632.56,0.0
A,1gb,2e_K10,pread,5,128,526.50,554.23,524.06,13.97,100.0,3002.70,198.95,2803.74,,,3529.20,3330.24,0.0
A,1gb,2e_K500,async,10,128,550.20,613.20,543.56,29.41,100.0,1100.19,198.10,901.69,,,1665.06,1463.87,0.0
A,1gb,2e_K500,pread,5,128,549.01,619.35,545.77,33.75,100.0,32655.93,203.21,32194.61,,,33266.30,32804.98,0.0
A,1gb,2f_slru,async,10,128,99.86,183.61,96.30,45.47,100.0,7237.19,197.91,7038.56,,,7336.85,7138.22,0.0
A,1gb,2f_slru,pread,5,128,99.01,101.65,96.13,1.94,100.0,18907.76,198.25,18711.05,,,19006.48,18809.77,0.0
A,1gb,baseline,baseline,10,128,1257.18,1342.77,1197.93,47.90,0.0,0.00,0.00,0.00,,,1257.18,1257.18,0.0
A,1gb,layers_5,async,10,128,872.65,1499.40,801.75,326.12,100.0,267.61,197.66,69.85,,,1142.88,943.53,0.0
A,1gb,layers_5,pread,5,128,937.90,959.11,865.73,35.19,100.0,704.09,198.43,505.46,,,1607.68,1410.84,0.0
A,1gb,layers_92,async,10,128,888.55,1568.52,769.64,360.40,100.0,395.65,199.17,198.61,,,1294.49,1095.86,0.0
A,1gb,layers_92,pread,5,128,946.44,1485.07,829.13,277.20,100.0,8153.70,198.53,7956.66,,,9274.44,9077.23,0.0
A,1gb,leaf_freq_K10,async,10,128,1262.90,1377.35,1150.80,69.39,100.0,273.77,198.53,75.38,,,1535.57,1337.55,0.0
A,1gb,leaf_freq_K10,pread,5,128,1302.07,1329.37,1262.67,23.30,100.0,1096.45,198.67,897.97,,,2389.83,2189.06,0.0
A,1gb,leaf_rand_K10,async,10,128,1333.94,1397.79,1213.77,59.14,100.0,276.46,198.53,76.41,,,1610.64,1412.15,0.0
A,1gb,leaf_rand_K10,pread,5,128,1333.45,1403.41,1235.25,58.85,100.0,1098.86,199.47,898.14,,,2422.44,2223.09,0.0
A,ta,2d,async,10,128,555.69,577.51,552.96,10.02,67.4,311.37,196.22,114.64,,,869.81,672.31,0.0
A,ta,2d,pread,5,128,533.61,538.05,529.20,3.33,100.0,1053.80,197.45,854.50,,,1584.24,1387.10,0.0
A,ta,2e_K10,async,10,128,555.18,565.39,548.28,6.10,71.4,327.55,197.14,129.50,,,884.87,684.32,0.0
A,ta,2e_K10,pread,5,128,554.18,555.33,549.68,2.53,100.0,2035.09,197.22,1837.01,,,2584.94,2386.86,0.0
A,ta,2e_K500,async,10,128,594.67,941.36,511.44,161.14,33.7,958.94,196.95,758.89,,,1561.51,1364.63,0.0
A,ta,2e_K500,pread,5,128,545.51,605.43,530.27,29.51,100.0,32425.36,201.50,32227.70,,,33037.16,32839.50,0.0
A,ta,2f_slru,async,10,128,97.67,99.98,95.22,1.34,100.0,7207.03,198.22,7007.88,,,7304.97,7105.81,0.0
A,ta,2f_slru,pread,5,128,95.00,95.70,93.03,0.96,100.0,17308.27,195.84,17123.20,,,17403.76,17218.69,0.0
A,ta,baseline,baseline,10,128,777.80,780.82,695.77,25.04,0.0,0.00,0.00,0.00,,,777.80,777.80,0.0
A,ta,layers_5,async,10,128,573.42,578.32,552.74,9.67,100.0,266.44,196.67,68.80,,,837.18,642.13,0.0
A,ta,layers_5,pread,5,128,553.18,553.92,492.31,24.35,100.0,444.41,196.36,248.03,,,998.22,800.19,0.0
A,ta,layers_92,async,10,128,551.41,558.22,492.94,18.15,71.2,371.95,198.22,175.81,,,923.41,726.21,0.0
A,ta,layers_92,pread,5,128,568.48,648.60,562.97,40.40,100.0,1050.24,197.91,853.62,,,1623.41,1426.79,0.0
A,ta,leaf_freq_K10,async,10,128,758.26,765.31,696.66,19.19,100.0,273.50,197.41,76.33,,,1031.93,833.70,0.0
A,ta,leaf_freq_K10,pread,5,128,759.54,764.38,725.42,14.57,100.0,1097.41,195.88,901.53,,,1856.95,1661.07,0.0
A,ta,leaf_rand_K10,async,10,128,757.65,767.13,696.11,20.78,100.0,273.60,196.93,76.38,,,1029.84,833.67,0.0
A,ta,leaf_rand_K10,pread,5,128,768.61,792.19,752.64,16.01,100.0,1068.01,198.28,869.73,,,1839.58,1641.30,0.0
A,vacuum,2d,async,10,128,408.02,432.22,387.04,19.02,100.0,274.31,197.69,77.15,,,686.90,485.07,0.0
A,vacuum,2d,pread,5,128,399.26,424.35,386.97,14.13,100.0,1350.27,195.77,1155.16,,,1777.17,1578.57,0.0
A,vacuum,2e_K10,async,10,128,412.10,571.41,390.31,77.91,100.0,287.18,198.24,89.50,,,699.08,502.38,0.0
A,vacuum,2e_K10,pread,5,128,458.87,8255.82,397.88,3908.85,100.0,2233.91,197.51,2036.48,,,2690.71,2499.70,0.0
A,vacuum,2e_K500,async,10,128,572.40,830.55,443.28,148.36,13.6,892.72,197.81,695.53,,,1437.74,1238.77,0.0
A,vacuum,2e_K500,pread,5,128,484.75,511.84,455.06,21.17,100.0,13574.47,194.16,13377.00,,,14042.63,13845.16,0.0
A,vacuum,2f_slru,async,10,128,98.62,100.92,94.29,2.17,100.0,5620.37,198.13,5407.65,,,5718.67,5505.94,0.0
A,vacuum,2f_slru,pread,5,128,97.66,99.10,96.46,1.03,100.0,14113.48,197.42,13919.93,,,14210.24,14016.69,0.0
A,vacuum,baseline,baseline,10,128,901.44,972.85,895.32,31.17,0.0,0.00,0.00,0.00,,,901.44,901.44,0.0
A,vacuum,layers_5,async,10,128,417.78,879.59,391.25,250.61,100.0,267.10,198.34,68.84,,,684.47,486.63,0.0
A,vacuum,layers_5,pread,5,128,392.78,413.40,387.53,11.09,100.0,779.71,196.61,583.10,,,1173.87,977.30,0.0
A,vacuum,layers_92,async,10,128,425.31,785.46,416.28,185.47,100.0,387.69,198.64,189.66,,,811.67,612.27,0.0
A,vacuum,layers_92,pread,5,128,464.44,465.47,417.08,23.20,100.0,7740.30,198.41,7541.89,,,8187.53,7990.17,0.0
A,vacuum,leaf_freq_K10,async,10,128,887.24,902.84,809.32,28.42,100.0,272.73,196.88,74.97,,,1160.33,962.56,0.0
A,vacuum,leaf_freq_K10,pread,5,128,927.56,965.39,889.09,27.99,100.0,1124.48,197.68,926.50,,,2052.90,1854.03,0.0
A,vacuum,leaf_rand_K10,async,10,128,905.01,1473.32,876.27,298.38,100.0,273.17,197.58,75.51,,,1180.39,982.50,0.0
A,vacuum,leaf_rand_K10,pread,5,128,893.95,1911.42,883.73,506.36,100.0,1085.78,196.88,894.96,,,1983.68,1789.48,0.0
B,1gb,2d,async,10,128,576.39,582.61,511.75,28.92,100.0,287.63,197.38,89.60,,,862.36,665.40,0.0
B,1gb,2d,pread,5,128,570.30,574.86,507.68,25.40,100.0,2039.93,195.24,1848.67,,,2615.88,2424.62,0.0
B,1gb,2e_K10,async,10,128,574.27,580.84,502.65,22.08,100.0,300.26,197.29,104.13,,,875.23,682.19,0.0
B,1gb,2e_K10,pread,5,128,571.11,574.64,510.47,24.81,100.0,2940.33,199.50,2740.69,,,3511.44,3311.80,0.0
B,1gb,2e_K500,async,10,128,526.10,528.20,524.03,1.34,100.0,1070.28,197.56,866.75,,,1597.53,1393.97,0.0
B,1gb,2e_K500,pread,5,128,517.91,548.90,514.21,15.28,100.0,23978.33,195.66,23781.55,,,24528.88,24332.10,0.0
B,1gb,2f_slru,async,10,128,99.94,104.87,99.02,2.26,100.0,7307.06,197.78,7110.22,,,7407.41,7210.57,0.0
B,1gb,2f_slru,pread,5,128,99.48,104.41,97.84,2.77,100.0,18688.60,198.38,18486.65,,,18788.11,18586.16,0.0
B,1gb,baseline,baseline,10,128,1292.16,1381.13,1147.23,67.47,0.0,0.00,0.00,0.00,,,1292.16,1292.16,0.0
B,1gb,layers_5,async,10,128,916.50,962.83,815.99,42.12,100.0,268.27,198.33,70.11,,,1184.02,987.11,0.0
B,1gb,layers_5,pread,5,128,935.74,974.93,880.13,34.16,100.0,674.54,197.24,477.30,,,1573.74,1370.95,0.0
