workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YCu,orig,2d,async,10,128,629.57,665.26,595.39,33.18,100.0,374.32,174.91,199.10,1003.90,830.20,0.0
YCu,orig,2d,pread,10,128,660.85,665.86,591.95,31.90,100.0,8183.32,174.73,8007.51,8813.79,8640.28,0.0
YCu,orig,2e_K10,async,10,128,593.57,664.98,561.78,38.39,100.0,393.00,174.56,214.99,1026.83,852.97,0.0
YCu,orig,2e_K10,pread,10,128,661.00,665.97,593.82,32.35,100.0,9002.76,174.50,8828.26,9635.39,9462.34,0.0
YCu,orig,2e_K500,async,10,128,659.59,716.30,593.06,45.92,100.0,1187.01,174.81,1012.92,1845.65,1672.59,0.0
YCu,orig,2e_K500,pread,10,128,661.85,664.30,591.45,26.61,100.0,52363.30,174.23,52188.69,52990.04,52815.44,0.0
YCu,orig,2f_slru,async,10,128,102.26,104.31,100.10,1.42,100.0,42251.21,174.22,42071.42,42353.07,42173.29,0.0
YCu,orig,2f_slru,pread,10,128,108.22,114.06,103.09,3.25,100.0,102200.89,174.52,102026.61,102313.34,102139.05,0.0
YCu,orig,2f_top14,async,10,128,887.84,920.20,827.20,28.12,100.0,259.38,174.78,84.04,1144.64,972.06,0.0
YCu,orig,2f_top14,pread,10,128,868.69,906.88,819.38,33.84,100.0,1460.13,175.95,1283.18,2315.18,2138.05,0.0
YCu,orig,2f_top28,async,10,128,631.91,664.59,567.88,33.05,100.0,277.88,174.24,103.63,911.26,735.97,0.0
YCu,orig,2f_top28,pread,10,128,645.43,668.56,562.53,41.01,100.0,2633.32,176.51,2457.30,3270.15,3090.01,0.0
YCu,orig,baseline,baseline,10,128,902.70,930.94,769.34,53.12,0.0,0.00,0.00,0.00,902.70,902.70,0.0
YCu,orig,layers_5,async,10,128,850.02,935.32,795.86,49.98,100.0,244.74,174.71,70.09,1095.34,921.09,0.0
YCu,orig,layers_5,pread,10,128,862.98,923.63,791.91,43.37,100.0,619.59,175.26,443.98,1482.32,1307.66,0.0
YCu,orig,layers_92,async,10,128,657.82,665.09,591.60,27.36,100.0,377.21,175.09,200.06,1034.03,858.39,0.0
YCu,orig,layers_92,pread,10,128,641.54,668.80,593.96,32.29,100.0,8170.32,174.41,7993.57,8801.86,8628.22,0.0
