workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,lp_sorted,pread,128,1,1,0.00,100.00,97.63,17471.55,154.47,17317.08,,,17569.18,17414.71,1.53,0.00,278.00,1.03,42917564,2026-09-23T05:01:35Z
A,orig,lp_sorted,async,128,1,1,0.00,100.00,96.98,7257.41,152.66,7104.76,,,7354.39,7201.74,1.62,0.00,278.00,1.03,42915496,2026-09-23T05:01:36Z
A,orig,lp_shuf,pread,128,1,1,0.00,100.00,99.04,271023.89,182.79,270841.10,,,271122.93,270940.14,1.55,0.00,278.00,1.03,42917936,2026-09-23T05:01:36Z
A,orig,lp_shuf,async,128,1,1,0.00,100.00,97.41,7084.77,181.16,6903.61,,,7182.18,7001.02,1.58,0.00,278.00,1.03,42914216,2026-09-23T05:01:36Z
B,orig,lp_sorted,pread,128,1,1,0.00,100.00,96.81,18078.66,179.47,17899.19,,,18175.47,17996.00,1.58,0.00,278.00,1.03,42917528,2026-09-23T05:01:37Z
B,orig,lp_sorted,async,128,1,1,0.00,100.00,97.21,7322.45,185.17,7137.28,,,7419.66,7234.49,1.61,0.00,278.00,1.03,42914536,2026-09-23T05:01:37Z
B,orig,lp_shuf,pread,128,1,1,0.00,100.00,98.53,258160.55,182.73,257977.82,,,258259.08,258076.35,1.58,0.00,278.00,1.03,42918084,2026-09-23T05:01:38Z
B,orig,lp_shuf,async,128,1,1,0.00,100.00,97.41,7128.13,179.30,6948.83,,,7225.54,7046.24,1.62,0.00,278.00,1.03,42918808,2026-09-23T05:01:38Z
C,orig,lp_sorted,pread,128,1,1,0.00,100.00,91.49,2877.31,184.01,2693.30,,,2968.80,2784.79,1.51,0.00,37.00,1.03,42921108,2026-09-23T05:01:38Z
C,orig,lp_sorted,async,128,1,1,0.00,100.00,92.91,893.10,184.78,708.32,,,986.01,801.23,1.53,0.00,37.00,1.03,42907120,2026-09-23T05:01:38Z
C,orig,lp_shuf,pread,128,1,1,0.00,100.00,94.18,29000.11,181.71,28818.39,,,29094.29,28912.57,1.51,0.00,37.00,1.03,42921500,2026-09-23T05:01:39Z
C,orig,lp_shuf,async,128,1,1,0.00,100.00,95.52,871.60,182.15,689.45,,,967.12,784.97,1.52,0.00,37.00,1.03,42921768,2026-09-23T05:01:39Z
