workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2e_K10,async,8,128,566.72,569.87,562.04,2.87,100.0,272.56,176.62,96.26,840.00,662.88,0.0
A,orig,2e_K10,pread,5,128,566.71,569.18,486.14,37.60,100.0,2650.92,176.65,2473.33,3192.15,3014.77,0.0
A,orig,2f_slru,async,8,128,97.80,98.59,95.93,0.85,100.0,7233.45,177.34,7057.20,7330.80,7154.55,0.0
A,orig,2f_slru,pread,5,128,95.86,98.37,94.88,1.38,100.0,19283.03,176.65,18934.78,19377.91,19030.64,0.0
A,orig,2f_top100,async,8,128,568.64,583.76,561.16,8.15,100.0,370.20,176.58,194.95,936.42,759.12,0.0
A,orig,2f_top100,pread,5,128,570.26,574.49,498.03,29.25,100.0,9147.50,178.03,8969.05,9717.76,9539.31,0.0
A,orig,2f_top14,async,8,128,568.09,573.22,556.03,5.42,100.0,259.65,177.83,81.04,826.99,649.14,0.0
A,orig,2f_top14,pread,5,128,568.40,569.25,559.53,3.73,100.0,1456.57,179.70,1276.91,2019.30,1842.23,0.0
A,orig,2f_top28,async,8,128,569.15,575.99,563.45,3.91,100.0,280.79,178.95,101.11,852.39,670.76,0.0
A,orig,2f_top28,pread,5,128,569.06,583.76,561.36,8.97,100.0,2611.19,177.68,2431.10,3172.55,2992.46,0.0
A,orig,2f_top500,async,8,128,551.69,691.50,543.72,63.75,59.6,929.76,177.24,752.51,1542.62,1362.30,0.0
A,orig,2f_top500,pread,5,128,549.43,553.14,501.39,19.52,100.0,20653.83,177.28,20476.63,21191.61,21014.41,0.0
A,orig,baseline,baseline,8,128,888.64,896.35,872.50,7.19,0.0,0.00,0.00,0.00,888.64,888.64,0.0
B,orig,2e_K10,async,8,128,594.45,629.16,538.62,35.95,100.0,275.63,177.08,98.55,871.06,693.49,0.0
B,orig,2e_K10,pread,5,128,643.14,657.20,562.87,34.33,100.0,2717.30,177.61,2536.97,3352.79,3172.80,0.0
B,orig,2f_slru,async,8,128,97.00,98.35,96.14,0.76,100.0,7232.91,177.00,7055.73,7330.41,7153.23,0.0
B,orig,2f_slru,pread,5,128,96.40,99.80,93.19,2.38,100.0,18358.61,179.05,18179.57,18458.89,18279.85,0.0
B,orig,2f_top100,async,8,128,530.60,567.61,462.03,33.15,100.0,378.06,176.99,200.01,907.02,731.07,0.0
B,orig,2f_top100,pread,5,128,564.14,1154.37,530.78,287.41,100.0,8772.45,177.73,8595.52,9397.12,9218.44,0.0
B,orig,2f_top14,async,8,128,567.41,1038.83,531.40,235.75,100.0,258.10,177.21,80.88,832.34,649.10,0.0
B,orig,2f_top14,pread,5,128,569.10,646.76,536.45,41.81,100.0,1427.15,177.79,1248.02,2015.51,1838.99,0.0
B,orig,2f_top28,async,8,128,531.36,560.13,455.52,32.05,100.0,277.82,177.19,100.38,811.38,632.47,0.0
B,orig,2f_top28,pread,5,128,560.72,5643.05,527.16,2547.69,100.0,2579.76,176.85,2403.87,3107.26,2931.37,0.0
B,orig,2f_top500,async,8,128,182.36,438.50,180.19,130.15,100.0,996.40,176.87,819.54,1178.79,1001.92,0.0
B,orig,2f_top500,pread,5,128,183.56,190.12,180.07,3.79,100.0,22066.95,177.56,21890.41,22253.19,22076.65,0.0
B,orig,baseline,baseline,8,128,551.04,558.25,510.95,14.41,0.0,0.00,0.00,0.00,551.04,551.04,0.0
C,orig,2e_K10,async,8,128,178.24,181.53,177.37,1.52,100.0,256.38,176.34,80.11,435.52,258.32,0.0
C,orig,2e_K10,pread,5,128,179.49,180.92,177.53,1.40,100.0,1473.79,175.73,1297.11,1651.32,1474.77,0.0
C,orig,2f_slru,async,8,128,92.92,94.91,87.09,2.46,100.0,930.01,175.64,756.11,1020.93,846.81,0.0
C,orig,2f_slru,pread,5,128,93.31,93.79,90.87,1.10,100.0,3043.39,176.33,2867.06,3134.26,2957.93,0.0
C,orig,2f_top100,async,8,128,180.03,181.88,174.84,2.51,100.0,350.84,176.28,174.23,528.83,352.67,0.0
C,orig,2f_top100,pread,5,128,179.89,181.85,172.88,3.36,100.0,1347.45,175.48,1170.03,1527.34,1349.92,0.0
C,orig,2f_top14,async,8,128,178.28,180.83,174.87,1.93,100.0,255.96,176.97,79.19,433.73,257.71,0.0
C,orig,2f_top14,pread,5,128,177.62,179.58,175.17,1.74,100.0,1256.71,175.71,1080.52,1432.47,1256.12,0.0
C,orig,2f_top28,async,8,128,177.00,181.75,175.94,2.17,100.0,271.50,176.00,95.16,448.86,272.66,0.0
C,orig,2f_top28,pread,5,128,178.46,180.90,175.81,1.84,100.0,1275.67,176.74,1098.92,1456.89,1280.14,0.0
C,orig,2f_top500,async,8,128,91.70,95.50,91.00,1.98,100.0,902.54,177.06,725.20,994.08,816.57,0.0
C,orig,2f_top500,pread,5,128,91.60,93.77,84.14,3.48,100.0,3020.64,174.79,2845.65,3112.24,2937.25,0.0
C,orig,baseline,baseline,8,128,847.70,880.86,749.82,45.01,0.0,0.00,0.00,0.00,847.70,847.70,0.0
