seed,workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb
1,YCu,orig,2e_K10,pread,128,6,0,0.00,100.00,598.01,8916.06,174.42,8741.64,9514.07,9339.65,6.14,1114.00,1557.00,0.78,56919052
1,YCu,orig,2e_K10,async,128,6,0,0.00,100.00,593.10,394.31,179.62,214.69,987.41,807.79,6.03,1114.00,1554.00,0.78,56919424
1,YCu,orig,2e_K500,pread,128,6,0,0.00,100.00,660.59,52149.80,174.90,51974.90,52810.39,52635.49,6.17,1104.00,1672.00,0.78,56927392
1,YCu,orig,2e_K500,async,128,6,0,0.00,100.00,757.92,1187.73,175.26,1012.47,1945.65,1770.39,6.21,1110.00,1647.00,0.78,56928092
1,YCu,orig,2f_slru,pread,128,6,0,0.00,100.00,114.39,101796.59,173.06,101623.52,101910.98,101737.91,1.82,0.00,1653.00,0.78,56927692
1,YCu,orig,2f_slru,async,128,6,0,0.00,100.00,104.65,42170.69,174.44,41996.25,42275.34,42100.90,1.85,0.00,1653.00,0.78,56924260
1,YCu,orig,2f_top14,pread,128,6,0,0.00,100.00,839.71,1467.50,175.81,1291.69,2307.21,2131.40,6.28,1120.00,1503.00,0.78,56928192
1,YCu,orig,2f_top14,async,128,6,0,0.00,100.00,871.54,266.13,180.73,85.40,1137.67,956.94,6.27,1120.00,1503.00,0.78,56929184
1,YCu,orig,2f_top28,pread,128,6,0,0.00,100.00,664.36,2645.33,176.56,2468.77,3309.69,3133.13,6.27,1120.00,1521.00,0.78,56929564
1,YCu,orig,2f_top28,async,128,6,0,0.00,100.00,660.33,274.23,174.96,99.27,934.56,759.60,6.22,1120.00,1521.00,0.80,56929380
1,YCu,orig,layers_5,pread,128,6,0,0.00,100.00,893.13,623.19,176.78,446.41,1516.32,1339.54,6.27,1125.00,1488.00,0.80,56929596
1,YCu,orig,layers_5,async,128,6,0,0.00,100.00,938.18,244.32,174.10,70.22,1182.50,1008.40,6.34,1125.00,1488.00,0.80,56918524
1,YCu,orig,layers_92,pread,128,6,0,0.00,100.00,661.34,8157.63,172.94,7984.69,8818.97,8646.03,6.11,1114.00,1548.00,0.80,56919364
1,YCu,orig,layers_92,async,128,6,0,0.00,100.00,661.40,377.24,175.39,201.85,1038.64,863.25,6.15,1114.00,1547.00,0.80,56920152
1,YCu,orig,baseline,baseline,128,7,0,0.00,0.00,911.85,0.00,0.00,0.00,911.85,911.85,6.14,1124.00,1487.00,0.80,56920484
1,YCu,orig,2d,pread,128,7,0,0.00,100.00,666.26,8206.44,175.33,8031.11,8872.70,8697.37,6.24,1114.00,1549.00,0.80,56921044
1,YCu,orig,2d,async,128,7,0,0.00,100.00,659.83,372.44,173.74,198.70,1032.27,858.53,6.16,1114.00,1547.00,0.80,56918376
1,YCu,orig,2e_K10,pread,128,7,0,0.00,100.00,662.96,8952.49,175.01,8777.48,9615.45,9440.44,6.25,1114.00,1558.00,0.82,56919400
1,YCu,orig,2e_K10,async,128,7,0,0.00,100.00,561.78,385.50,172.93,212.58,947.28,774.36,5.83,1114.00,1554.00,0.82,56919536
1,YCu,orig,2e_K500,pread,128,7,0,0.00,100.00,591.45,52396.81,174.34,52222.47,52988.26,52813.92,6.14,1104.00,1672.00,0.82,56918852
1,YCu,orig,2e_K500,async,128,7,0,0.00,100.00,654.80,1186.28,169.24,1017.04,1841.08,1671.84,6.21,1110.00,1645.00,0.82,56923984
1,YCu,orig,2f_slru,pread,128,7,0,0.00,100.00,106.22,98491.00,174.55,98316.45,98597.22,98422.67,1.81,0.00,1653.00,0.82,56924068
1,YCu,orig,2f_slru,async,128,7,0,0.00,100.00,102.02,42276.01,174.79,42101.22,42378.03,42203.24,1.87,0.00,1653.00,0.82,56920856
1,YCu,orig,2f_top14,pread,128,7,0,0.00,100.00,900.46,1431.46,174.29,1257.17,2331.92,2157.63,6.25,1120.00,1503.00,0.82,56925948
1,YCu,orig,2f_top14,async,128,7,0,0.00,100.00,886.41,266.81,181.75,85.06,1153.22,971.47,6.28,1120.00,1503.00,0.82,56947208
