workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2e_K10,async,10,128,188.25,280.78,178.80,46.94,100.0,250.78,149.07,101.37,438.65,289.94,0.0
A,orig,2e_K10,pread,10,128,192.19,213.34,181.50,11.54,100.0,2685.03,149.75,2539.27,2869.40,2723.63,0.0
A,orig,2f_top14,async,10,128,191.19,212.63,180.92,10.72,100.0,232.11,148.51,83.78,423.41,274.44,0.0
A,orig,2f_top14,pread,10,128,186.21,204.67,180.11,9.29,100.0,1416.38,148.71,1271.26,1607.93,1459.01,0.0
A,orig,2f_top28,async,10,128,192.41,213.62,178.73,11.34,100.0,250.70,148.33,102.78,438.11,293.11,0.0
A,orig,2f_top28,pread,10,128,187.54,207.76,180.76,9.55,100.0,2603.45,148.27,2448.68,2800.74,2652.79,0.0
A,orig,baseline,baseline,10,128,988.14,1046.56,926.06,35.93,0.0,0.00,0.00,0.00,988.14,988.14,0.0
A,orig,learned_markov_14,async,10,128,547.74,570.92,536.00,12.02,100.0,228.57,145.72,83.36,778.53,632.62,0.0
A,orig,learned_markov_14,pread,10,128,552.64,569.31,532.59,11.83,100.0,1382.16,148.44,1233.58,1937.55,1792.10,0.0
A,orig,learned_markov_28,async,10,128,552.24,589.81,544.18,18.09,100.0,251.03,147.98,103.50,804.57,657.28,0.0
A,orig,learned_markov_28,pread,10,128,553.55,595.56,543.40,19.71,100.0,2551.90,148.16,2404.91,3109.95,2962.97,0.0
B,orig,2e_K10,async,10,128,556.61,576.65,489.38,23.43,100.0,249.10,145.38,105.38,804.17,660.73,0.0
B,orig,2e_K10,pread,10,128,559.04,583.12,548.50,11.64,100.0,2858.57,144.88,2713.76,3412.07,3267.27,0.0
B,orig,2f_top14,async,10,128,564.40,591.65,551.07,13.77,100.0,233.14,148.88,86.35,797.99,649.02,0.0
B,orig,2f_top14,pread,10,128,567.32,585.94,549.13,12.48,100.0,1436.30,148.73,1288.61,1998.51,1851.47,0.0
B,orig,2f_top28,async,10,128,553.19,619.95,539.34,29.54,100.0,251.16,146.17,105.72,801.78,658.91,0.0
B,orig,2f_top28,pread,10,128,554.29,603.17,543.34,24.10,100.0,2664.28,149.01,2515.22,3224.43,3076.23,0.0
B,orig,baseline,baseline,10,128,987.28,1038.33,977.36,22.10,0.0,0.00,0.00,0.00,987.28,987.28,0.0
B,orig,learned_markov_14,async,10,128,554.93,2222.03,496.07,900.60,100.0,230.29,147.66,82.84,785.42,637.68,0.0
B,orig,learned_markov_14,pread,10,128,559.23,592.13,504.38,23.17,100.0,1383.47,147.25,1238.26,1949.52,1804.12,0.0
B,orig,learned_markov_28,async,10,128,558.56,591.89,549.09,15.38,100.0,251.03,147.65,103.38,807.00,661.49,0.0
B,orig,learned_markov_28,pread,10,128,559.81,782.37,551.85,112.33,100.0,2577.38,147.92,2430.38,3164.62,3013.70,0.0
C,orig,2e_K10,async,10,128,183.84,202.12,177.72,8.92,100.0,222.29,143.30,79.62,408.59,263.47,0.0
C,orig,2e_K10,pread,10,128,188.88,292.79,178.53,42.65,100.0,1332.36,142.39,1186.52,1552.14,1410.22,0.0
C,orig,2f_top14,async,10,128,186.93,205.24,178.83,9.29,100.0,228.66,147.93,80.88,411.60,267.21,0.0
C,orig,2f_top14,pread,10,128,187.30,214.50,180.96,11.81,100.0,1218.49,142.95,1072.38,1408.85,1261.03,0.0
C,orig,2f_top28,async,10,128,184.65,204.28,177.76,9.03,100.0,245.41,148.05,97.81,429.68,281.33,0.0
C,orig,2f_top28,pread,10,128,184.47,199.67,179.95,7.54,100.0,1226.85,143.65,1080.72,1410.61,1266.82,0.0
C,orig,baseline,baseline,10,128,885.65,919.36,858.96,20.06,0.0,0.00,0.00,0.00,885.65,885.65,0.0
C,orig,learned_markov_14,async,10,128,186.19,279.60,179.25,44.92,100.0,227.65,147.78,80.90,413.48,266.59,0.0
C,orig,learned_markov_14,pread,10,128,183.92,203.69,177.97,9.34,100.0,1194.78,147.92,1052.78,1394.86,1247.82,0.0
C,orig,learned_markov_28,async,10,128,183.88,200.01,177.41,8.28,100.0,247.25,145.53,99.40,433.55,284.49,0.0
C,orig,learned_markov_28,pread,10,128,184.25,200.15,177.40,8.24,100.0,1213.72,147.86,1071.31,1402.28,1256.33,0.0
