workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,1gb,2d,async,e2e_us,10,-33.77,-35.2,-36.27,-30.95,-38.68,-24.49,10/10,robust,seed01=-24.5;seed02=-34.1;seed03=-38.7;seed04=-37.5;seed05=-36.9;seed06=-30.2;seed07=-37.3;seed08=-36.3;seed09=-29.4;seed10=-32.8
A,1gb,2d,async,e2e_warm_us,10,-51.58,-51.96,-53.77,-49.28,-57.28,-44.76,10/10,robust,seed01=-44.8;seed02=-49.8;seed03=-53.3;seed04=-50.3;seed05=-55.6;seed06=-46.4;seed07=-51.5;seed08=-57.3;seed09=-52.4;seed10=-54.4
A,1gb,2d,async,first_query_us,10,-59.19,-58.99,-61.37,-57.08,-65.25,-54.24,10/10,robust,seed01=-54.5;seed02=-56.8;seed03=-59.8;seed04=-57.2;seed05=-62.7;seed06=-54.2;seed07=-58.2;seed08=-65.2;seed09=-59.8;seed10=-63.4
A,1gb,2d,pread,e2e_us,10,129.8,103.01,101.08,173.96,86.23,306.06,10/10,robust,seed01=154.8;seed02=104.9;seed03=99.2;seed04=86.2;seed05=96.7;seed06=114.2;seed07=101.1;seed08=134.7;seed09=306.1;seed10=100.0
A,1gb,2d,pread,e2e_warm_us,10,108.7,87.66,85.27,143.74,73.43,246.36,10/10,robust,seed01=134.4;seed02=88.8;seed03=84.8;seed04=73.4;seed05=78.9;seed06=98.1;seed07=86.6;seed08=113.2;seed09=246.4;seed10=82.6
A,1gb,2d,pread,first_query_us,10,-62.39,-59.76,-66.96,-59.03,-80.18,-56.6,10/10,robust,seed01=-80.2;seed02=-58.2;seed03=-60.6;seed04=-58.1;seed05=-64.2;seed06=-57.3;seed07=-58.9;seed08=-64.7;seed09=-56.6;seed10=-65.1
A,1gb,2e_K10,async,e2e_us,10,-39.74,-36.88,-49.11,-30.64,-61.7,-17.99,10/10,robust,seed01=-21.2;seed02=-33.7;seed03=-38.1;seed04=-38.2;seed05=-61.6;seed06=-61.7;seed07=-35.6;seed08=-32.7;seed09=-18.0;seed10=-56.6
A,1gb,2e_K10,async,e2e_warm_us,10,-57.6,-51.88,-66.95,-49.2,-79.71,-41.44,10/10,robust,seed01=-41.4;seed02=-49.7;seed03=-52.8;seed04=-51.0;seed05=-79.7;seed06=-77.7;seed07=-49.5;seed08=-53.3;seed09=-42.9;seed10=-77.9
A,1gb,2e_K10,async,first_query_us,10,-66.48,-59.32,-75.95,-58.04,-88.56,-51.79,10/10,robust,seed01=-52.9;seed02=-58.1;seed03=-60.5;seed04=-58.1;seed05=-88.0;seed06=-86.7;seed07=-57.4;seed08=-62.6;seed09=-51.8;seed10=-88.6
A,1gb,2e_K10,pread,e2e_us,10,233.75,164.12,156.35,368.42,135.62,808.14,10/10,robust,seed01=239.5;seed02=180.7;seed03=164.7;seed04=151.1;seed05=137.9;seed06=163.5;seed07=161.9;seed08=194.3;seed09=808.1;seed10=135.6
