seed,workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
3,B,vacuum,layers_92,pread,5,128,536.59,605.36,529.46,35.38,100.0,7410.79,197.00,7213.60,,,7940.25,7743.06,0.0
3,B,vacuum,leaf_freq_K10,async,10,128,1040.05,1104.65,990.67,36.34,100.0,273.00,196.19,76.51,,,1313.03,1117.18,0.0
3,B,vacuum,leaf_freq_K10,pread,5,128,1083.21,1152.64,1018.92,50.02,100.0,1069.98,197.74,871.34,,,2122.58,1925.04,0.0
3,B,vacuum,leaf_rand_K10,async,10,128,1047.44,1119.41,963.42,50.17,100.0,273.65,196.90,77.02,,,1323.55,1124.46,0.0
3,B,vacuum,leaf_rand_K10,pread,5,128,1072.37,1811.09,927.97,389.43,100.0,1084.00,195.81,891.44,,,2118.06,1921.42,0.0
3,C,1gb,2d,async,10,128,509.28,557.12,489.23,26.19,100.0,302.72,227.08,74.66,,,811.07,583.56,0.0
3,C,1gb,2d,pread,5,128,520.04,548.62,422.05,44.94,100.0,881.90,226.73,655.60,,,1432.13,1205.40,0.0
3,C,1gb,2e_K10,async,10,128,178.80,552.15,148.90,154.41,100.0,313.02,225.97,86.25,,,489.90,264.65,0.0
3,C,1gb,2e_K10,pread,5,128,177.74,180.99,156.13,9.08,100.0,1649.85,225.29,1425.60,,,1831.53,1607.28,0.0
3,C,1gb,2e_K500,async,10,128,184.94,186.33,180.48,2.17,100.0,962.70,227.27,733.50,,,1145.44,916.24,0.0
3,C,1gb,2e_K500,pread,5,128,182.83,187.72,180.16,2.76,100.0,4456.43,227.88,4228.55,,,4641.47,4413.59,0.0
3,C,1gb,2f_slru,async,10,128,100.66,111.36,95.52,6.24,100.0,1769.08,229.86,1522.54,,,1873.24,1624.57,0.0
3,C,1gb,2f_slru,pread,5,128,96.61,99.43,92.98,2.44,100.0,5316.39,226.50,5089.89,,,5415.64,5189.14,0.0
3,C,1gb,baseline,baseline,10,128,1255.30,1392.01,1152.15,82.85,0.0,0.00,0.00,0.00,,,1255.30,1255.30,0.0
3,C,1gb,layers_5,async,10,128,1179.52,1259.30,1076.65,62.81,100.0,297.31,226.80,69.88,,,1455.95,1249.33,0.0
3,C,1gb,layers_5,pread,5,128,1213.25,1250.84,1130.98,50.81,100.0,704.39,226.39,475.36,,,1895.35,1668.61,0.0
3,C,1gb,layers_92,async,10,128,1126.45,1234.22,1075.50,56.25,100.0,427.91,225.51,202.15,,,1551.18,1324.76,0.0
3,C,1gb,layers_92,pread,5,128,1198.33,1329.86,1164.27,71.88,100.0,8103.85,227.61,7877.33,,,9283.65,9057.13,0.0
3,C,1gb,leaf_freq_K10,async,10,128,940.37,1036.37,870.48,51.89,100.0,301.45,226.05,76.03,,,1240.49,1016.81,0.0
3,C,1gb,leaf_freq_K10,pread,5,128,954.16,993.59,905.20,33.51,100.0,1097.28,225.97,870.57,,,2081.50,1855.08,0.0
3,C,1gb,leaf_rand_K10,async,10,128,1292.67,1400.65,1211.24,63.06,100.0,301.73,226.45,76.12,,,1594.35,1369.16,0.0
3,C,1gb,leaf_rand_K10,pread,5,128,1262.53,1304.88,1221.92,32.92,100.0,1089.86,225.94,862.79,,,2352.39,2122.91,0.0
3,C,ta,2d,async,10,128,447.12,452.80,383.54,19.63,64.6,315.92,197.56,119.20,,,764.50,567.09,0.0
3,C,ta,2d,pread,5,128,421.58,422.86,418.82,1.45,100.0,1053.70,196.30,856.39,,,1473.82,1277.38,0.0
3,C,ta,2e_K10,async,10,128,181.43,189.05,172.49,5.15,100.0,358.18,228.10,129.21,,,541.27,311.33,0.0
3,C,ta,2e_K10,pread,5,128,178.28,185.97,176.33,3.80,100.0,1800.90,231.91,1499.64,,,1980.65,1686.70,0.0
3,C,ta,2e_K500,async,10,128,180.39,184.26,178.71,1.92,100.0,862.08,227.22,639.74,,,1041.74,820.06,0.0
3,C,ta,2e_K500,pread,5,128,181.53,184.97,180.30,2.02,100.0,3571.73,226.76,3345.60,,,3752.03,3525.90,0.0
3,C,ta,2f_slru,async,10,128,93.34,95.16,91.64,1.32,100.0,1059.01,225.84,818.80,,,1152.50,913.06,0.0
3,C,ta,2f_slru,pread,5,128,92.24,95.48,91.57,1.61,100.0,3490.92,225.80,3266.67,,,3583.16,3358.91,0.0
3,C,ta,baseline,baseline,10,128,819.72,1505.91,806.67,374.11,0.0,0.00,0.00,0.00,,,819.72,819.72,0.0
3,C,ta,layers_5,async,10,128,792.51,812.01,771.09,11.44,100.0,265.50,196.49,68.89,,,1058.59,862.09,0.0
3,C,ta,layers_5,pread,5,128,774.73,779.45,699.49,30.81,100.0,449.45,198.13,251.32,,,1223.40,1025.44,0.0
3,C,ta,layers_92,async,10,128,437.60,462.21,379.55,31.52,48.9,363.87,196.82,165.06,,,804.06,605.46,0.0
3,C,ta,layers_92,pread,5,128,457.86,462.69,452.55,3.70,100.0,1045.42,196.50,851.13,,,1504.84,1307.73,0.0
3,C,ta,leaf_freq_K10,async,10,128,905.50,945.64,593.00,99.60,100.0,300.99,227.51,74.24,,,1215.55,986.57,0.0
3,C,ta,leaf_freq_K10,pread,5,128,909.86,935.30,886.26,17.60,100.0,813.04,227.40,584.54,,,1722.90,1495.34,0.0
3,C,ta,leaf_rand_K10,async,10,128,799.25,810.81,792.15,6.61,100.0,302.74,226.20,75.69,,,1099.30,874.82,0.0
3,C,ta,leaf_rand_K10,pread,5,128,792.15,796.91,791.10,2.48,100.0,1087.97,226.06,862.76,,,1884.29,1658.22,0.0
3,C,vacuum,2d,async,10,128,658.52,664.21,527.67,39.49,100.0,265.08,197.57,68.14,,,923.41,726.93,0.0
3,C,vacuum,2d,pread,5,128,633.13,655.00,625.45,12.20,100.0,613.65,196.82,415.89,,,1244.81,1047.54,0.0
3,C,vacuum,2e_K10,async,10,128,179.16,184.42,175.25,2.88,92.9,276.31,197.49,78.48,,,455.34,257.81,0.0
3,C,vacuum,2e_K10,pread,5,128,178.28,180.62,176.02,1.88,100.0,1375.46,196.77,1177.81,,,1554.90,1357.25,0.0
3,C,vacuum,2e_K500,async,10,128,178.41,183.01,176.29,2.30,59.8,667.17,195.46,466.02,,,850.15,647.40,0.0
3,C,vacuum,2e_K500,pread,5,128,179.70,182.02,178.71,1.39,100.0,2421.56,197.41,2228.37,,,2600.27,2407.08,0.0
3,C,vacuum,2f_slru,async,10,128,94.50,295.35,91.12,109.17,100.0,815.98,196.75,616.67,,,917.76,708.42,0.0
3,C,vacuum,2f_slru,pread,5,128,93.11,93.98,91.00,1.27,100.0,3041.16,197.91,2845.06,,,3134.49,2938.39,0.0
3,C,vacuum,baseline,baseline,10,128,1159.34,1172.79,1124.00,18.95,0.0,0.00,0.00,0.00,,,1159.34,1159.34,0.0
3,C,vacuum,layers_5,async,10,128,1051.85,1062.16,989.03,20.24,100.0,266.49,197.12,69.30,,,1318.09,1121.27,0.0
3,C,vacuum,layers_5,pread,5,128,1053.89,1060.81,1025.06,12.93,100.0,785.88,198.03,587.85,,,1836.93,1641.89,0.0
3,C,vacuum,layers_92,async,10,128,646.25,664.37,593.51,21.39,100.0,383.51,198.57,185.75,,,1036.40,834.70,0.0
3,C,vacuum,layers_92,pread,5,128,657.59,664.78,628.12,16.23,100.0,7452.52,198.68,7253.62,,,8110.11,7911.21,0.0
3,C,vacuum,leaf_freq_K10,async,10,128,726.18,1067.98,656.35,181.18,100.0,272.71,197.31,74.59,,,1057.77,803.71,0.0
3,C,vacuum,leaf_freq_K10,pread,5,128,794.26,796.54,787.26,3.91,100.0,752.18,195.35,557.37,,,1549.10,1352.61,0.0
3,C,vacuum,leaf_rand_K10,async,10,128,1128.80,1817.67,1083.64,373.24,100.0,272.91,196.61,75.85,,,1418.61,1223.97,0.0
3,C,vacuum,leaf_rand_K10,pread,5,128,1144.36,1149.41,1069.64,35.21,100.0,1058.34,198.13,864.38,,,2185.32,1984.48,0.0
4,A,orig,2d,async,10,128,594.37,601.23,589.51,3.87,100.0,313.87,227.28,86.02,,,908.18,680.76,0.0
4,A,orig,2d,async_bulk,5,128,591.93,1021.56,588.80,214.72,100.0,310.69,226.21,23.08,61.92,13.00,904.83,615.88,0.0
4,A,orig,2d,async_win,10,128,596.12,1149.32,526.62,302.79,100.0,311.77,226.00,22.38,62.34,13.00,906.65,618.11,0.0
4,A,orig,2d,pread,5,128,594.92,595.92,531.54,25.23,100.0,1944.60,226.00,1717.24,,,2537.08,2311.15,0.0
4,A,orig,2e_K10,async,10,128,596.17,598.66,536.94,17.81,100.0,328.02,226.58,102.14,,,921.32,694.29,0.0
4,A,orig,2e_K10,async_bulk,5,128,525.72,593.05,524.49,33.09,100.0,328.25,226.01,40.05,62.37,23.00,855.22,566.97,0.0
4,A,orig,2e_K10,async_win,10,128,593.95,602.92,590.77,4.67,100.0,326.35,226.49,36.26,63.05,23.00,919.04,629.89,0.0
4,A,orig,2e_K10,pread,5,128,594.67,652.70,589.76,29.50,100.0,2726.79,224.87,2499.29,,,3321.46,3093.96,0.0
4,A,orig,2e_K500,async,10,128,638.75,800.15,567.45,95.52,100.0,1088.39,225.34,862.91,,,1731.53,1506.05,0.0
4,A,orig,2e_K500,async_bulk,5,128,638.10,641.26,635.38,2.14,100.0,1021.65,227.19,701.81,92.07,471.00,1660.15,1339.91,0.0
4,A,orig,2e_K500,async_win,10,128,639.00,641.50,634.02,2.23,100.0,1070.94,226.20,752.40,91.25,471.00,1708.66,1391.08,0.0
4,A,orig,2e_K500,pread,5,128,186.73,282.73,181.71,47.83,100.0,19280.76,225.33,19051.25,,,19467.49,19237.98,0.0
4,A,orig,2f_slru,async,10,128,99.08,102.02,96.50,2.03,100.0,7353.68,226.11,7124.32,,,7453.22,7223.85,0.0
4,A,orig,2f_slru,async_bulk,5,128,907.24,1479.75,780.50,315.67,1.4,714.15,227.07,84.04,404.95,2.00,1620.03,991.28,0.0
4,A,orig,2f_slru,async_win,10,128,97.81,99.89,96.56,1.16,84.4,2585.61,225.47,1947.81,404.25,138.00,2683.70,2045.90,0.0
4,A,orig,2f_slru,pread,5,128,98.78,100.39,97.09,1.37,100.0,18070.33,225.52,17845.19,,,18170.77,17945.63,0.0
4,A,orig,2f_top100,async,10,128,593.76,1159.54,563.19,303.16,100.0,442.37,226.32,210.13,,,1035.20,807.30,0.0
4,A,orig,2f_top100,async_bulk,5,128,596.83,600.65,592.13,2.99,100.0,427.04,226.50,134.64,65.97,98.00,1027.00,732.24,0.0
4,A,orig,2f_top100,async_win,10,128,596.16,600.38,535.75,18.36,100.0,423.69,226.38,127.64,66.62,98.00,1017.22,722.98,0.0
4,A,orig,2f_top100,pread,5,128,588.58,595.11,584.25,4.11,100.0,8795.57,227.31,8570.37,,,9388.41,9163.21,0.0
4,A,orig,2f_top14,async,10,128,597.82,1046.93,592.28,242.61,100.0,309.97,227.90,81.91,,,910.64,680.07,0.0
4,A,orig,2f_top14,async_bulk,5,128,592.05,600.33,525.76,27.90,100.0,307.15,225.69,19.56,61.92,13.00,899.20,611.97,0.0
4,A,orig,2f_top14,async_win,10,128,594.34,607.55,528.17,21.57,100.0,308.45,225.95,19.91,61.70,13.00,904.29,614.19,0.0
4,A,orig,2f_top14,pread,5,128,592.18,602.40,528.84,27.27,100.0,1414.58,226.52,1188.18,,,2012.84,1786.32,0.0
4,A,orig,2f_top28,async,10,128,593.47,601.01,529.42,20.08,100.0,328.27,225.82,102.48,,,922.10,695.54,0.0
4,A,orig,2f_top28,async_bulk,5,128,535.16,596.60,525.73,32.42,100.0,326.04,227.03,36.29,62.67,27.00,864.77,571.06,0.0
4,A,orig,2f_top28,async_win,10,128,593.69,600.90,524.92,27.88,100.0,329.69,228.62,38.19,64.30,27.00,924.63,630.89,0.0
4,A,orig,2f_top28,pread,5,128,594.08,603.72,592.99,4.65,100.0,2624.70,230.06,2399.18,,,3217.69,2992.57,0.0
4,A,orig,2f_top500,async,10,128,642.35,900.74,571.84,112.23,100.0,1089.61,226.09,862.05,,,1738.30,1508.16,0.0
4,A,orig,2f_top500,async_bulk,5,128,637.04,649.64,570.57,31.22,100.0,1032.30,228.73,678.72,129.77,460.00,1669.03,1309.48,0.0
4,A,orig,2f_top500,async_win,10,128,573.62,638.57,568.59,26.43,100.0,1094.38,226.59,738.05,129.06,460.00,1670.93,1313.35,0.0
4,A,orig,2f_top500,pread,5,128,186.28,408.14,183.44,111.20,100.0,18946.13,225.41,18719.58,,,19132.41,18905.86,0.0
4,A,orig,baseline,baseline,10,128,1023.85,1052.61,1012.85,15.76,0.0,0.00,0.00,0.00,,,1023.85,1023.85,0.0
4,A,orig,layers_5,async,10,128,995.70,1001.17,861.05,40.69,100.0,297.44,227.26,70.01,,,1293.16,1066.38,0.0
4,A,orig,layers_5,async_bulk,5,128,1002.25,1011.69,929.18,30.61,100.0,294.66,225.30,7.87,61.49,2.00,1296.91,1010.12,0.0
4,A,orig,layers_5,async_win,10,128,992.94,1009.17,861.51,46.87,100.0,295.06,225.97,7.47,61.53,2.00,1286.77,1000.47,0.0
4,A,orig,layers_5,pread,5,128,996.67,999.67,864.41,53.99,100.0,674.17,225.94,445.48,,,1664.72,1440.22,0.0
4,A,orig,layers_92,async,10,128,592.93,601.60,527.22,32.03,100.0,428.25,225.93,196.87,,,1013.32,781.54,0.0
4,A,orig,layers_92,async_bulk,5,128,598.35,603.05,592.62,4.05,100.0,419.38,226.06,127.23,66.25,87.00,1019.31,724.23,0.0
4,A,orig,layers_92,async_win,10,128,594.34,598.78,591.17,2.30,100.0,412.80,225.13,123.70,66.34,87.00,1006.42,718.53,0.0
4,A,orig,layers_92,pread,5,128,594.98,599.79,532.32,25.96,100.0,8157.75,227.05,7930.60,,,8751.77,8524.62,0.0
4,A,orig,leaf_freq_K10,async,10,128,1007.74,1019.95,936.76,33.75,100.0,300.38,225.21,75.34,,,1307.26,1083.75,0.0
4,A,orig,leaf_freq_K10,async_bulk,5,128,1010.91,1012.95,931.15,32.04,100.0,301.84,225.97,14.87,61.09,10.00,1312.53,1025.63,0.0
4,A,orig,leaf_freq_K10,async_win,10,128,1007.12,1536.16,873.97,300.02,100.0,302.91,226.25,15.00,60.89,10.00,1308.76,1022.69,0.0
4,A,orig,leaf_freq_K10,pread,5,128,1011.22,1018.35,1009.78,3.58,100.0,1157.06,228.54,929.04,,,2167.79,1939.26,0.0
4,A,orig,leaf_rand_K10,async,10,128,1012.44,2053.70,1004.56,425.55,100.0,301.40,224.67,75.50,,,1315.47,1089.00,0.0
4,A,orig,leaf_rand_K10,async_bulk,5,128,1013.14,1015.01,1007.77,2.91,100.0,300.05,223.80,15.45,62.01,10.00,1314.90,1029.68,0.0
4,A,orig,leaf_rand_K10,async_win,10,128,1008.24,1016.28,867.13,42.90,100.0,301.44,224.01,15.86,61.02,10.00,1309.99,1024.47,0.0
4,A,orig,leaf_rand_K10,pread,5,128,1009.75,1016.07,1007.67,3.35,100.0,1122.38,224.77,899.17,,,2130.54,1907.71,0.0
4,A,orig,learned_markov_14,async,10,128,597.03,601.37,590.30,3.61,100.0,306.50,224.58,81.41,,,902.47,677.59,0.0
4,A,orig,learned_markov_14,async_bulk,5,128,594.01,621.57,591.48,13.54,100.0,306.81,224.44,19.57,62.00,13.00,900.82,613.18,0.0
4,A,orig,learned_markov_14,async_win,10,128,592.39,600.73,528.90,25.26,100.0,305.93,225.04,19.68,61.53,13.00,897.27,611.07,0.0
4,A,orig,learned_markov_14,pread,5,128,593.93,605.18,529.82,28.13,100.0,1562.11,229.75,1300.53,,,2167.78,1906.20,0.0
4,A,orig,learned_markov_28,async,10,128,593.76,599.02,526.99,27.23,100.0,325.94,225.36,101.40,,,920.70,696.02,0.0
4,A,orig,learned_markov_28,async_bulk,5,128,594.46,1498.67,530.43,459.28,100.0,329.04,226.55,40.10,62.00,26.00,922.72,634.01,0.0
4,A,orig,learned_markov_28,async_win,10,128,594.40,596.25,526.40,20.40,100.0,322.77,225.47,34.82,62.31,26.00,917.74,629.70,0.0
4,A,orig,learned_markov_28,pread,5,128,591.37,595.64,527.41,26.01,100.0,2623.01,224.06,2398.31,,,3214.08,2989.61,0.0
4,B,orig,2d,async,10,128,527.71,613.45,522.07,37.37,100.0,311.62,225.09,86.39,,,843.88,617.59,0.0
4,B,orig,2d,async_bulk,5,128,528.47,662.94,527.11,67.09,100.0,309.86,226.81,21.53,61.91,13.00,837.99,549.85,0.0
4,B,orig,2d,async_win,10,128,527.00,536.85,524.52,4.65,100.0,311.56,226.60,21.93,62.27,13.00,837.69,550.27,0.0
4,B,orig,2d,pread,5,128,524.24,526.39,523.56,1.16,100.0,1910.76,225.15,1686.71,,,2434.32,2210.27,0.0
4,B,orig,2e_K10,async,10,128,528.81,534.25,525.16,3.17,100.0,327.77,226.00,102.13,,,856.66,630.29,0.0
4,B,orig,2e_K10,async_bulk,5,128,523.62,527.73,462.15,30.43,100.0,320.64,224.31,34.38,62.27,23.00,837.73,558.00,0.0
4,B,orig,2e_K10,async_win,10,128,526.84,540.59,458.81,28.38,100.0,322.79,224.88,35.88,62.28,23.00,849.94,562.36,0.0
4,B,orig,2e_K10,pread,5,128,527.07,893.37,523.58,183.52,100.0,2825.32,225.68,2599.64,,,3357.27,3130.19,0.0
4,B,orig,2e_K500,async,10,128,182.87,184.86,179.71,1.88,100.0,1123.51,225.23,895.63,,,1306.57,1078.39,0.0
4,B,orig,2e_K500,async_bulk,5,128,182.03,183.78,180.85,1.06,100.0,1054.26,224.03,738.65,91.22,461.00,1238.40,922.79,0.0
4,B,orig,2e_K500,async_win,10,128,181.34,184.11,179.46,1.50,100.0,1043.57,225.48,728.12,90.68,461.00,1224.80,909.36,0.0
4,B,orig,2e_K500,pread,5,128,183.75,193.41,180.39,5.05,100.0,18884.13,226.34,18657.35,,,19079.20,18852.42,0.0
4,B,orig,2f_slru,async,10,128,97.66,107.38,94.70,4.72,100.0,7403.77,226.67,7127.41,,,7501.65,7225.28,0.0
4,B,orig,2f_slru,async_bulk,5,128,825.83,850.89,726.76,45.67,2.2,737.50,227.32,105.96,410.02,3.00,1571.31,931.79,0.0
4,B,orig,2f_slru,async_win,10,128,98.40,102.20,96.42,1.99,88.2,2698.52,224.89,2059.27,414.78,139.00,2798.29,2159.03,0.0
4,B,orig,2f_slru,pread,5,128,98.39,99.39,95.87,1.28,100.0,18267.81,223.57,18044.24,,,18367.26,18143.69,0.0
4,B,orig,2f_top100,async,10,128,527.84,533.95,461.32,20.48,100.0,438.73,226.20,211.23,,,966.06,738.57,0.0
4,B,orig,2f_top100,async_bulk,5,128,530.00,1290.78,523.52,380.88,100.0,421.11,225.72,130.58,65.64,97.00,952.65,661.87,0.0
4,B,orig,2f_top100,async_win,10,128,530.40,559.86,464.05,36.72,100.0,422.33,226.02,128.67,66.10,97.00,953.40,659.96,0.0
4,B,orig,2f_top100,pread,5,128,530.10,538.51,524.33,5.46,100.0,8787.96,226.91,8564.22,,,9315.27,9091.53,0.0
4,B,orig,2f_top14,async,10,128,526.66,563.58,467.47,27.46,100.0,303.85,223.39,80.37,,,830.26,606.51,0.0
4,B,orig,2f_top14,async_bulk,5,128,532.44,537.52,463.03,28.55,100.0,308.90,226.47,19.92,62.41,13.00,841.34,552.46,0.0
4,B,orig,2f_top14,async_win,10,128,527.53,531.34,525.73,2.03,100.0,307.27,225.66,19.47,62.00,13.00,835.83,547.56,0.0
4,B,orig,2f_top14,pread,5,128,530.32,553.12,530.00,11.09,100.0,1464.14,222.79,1245.44,,,1994.21,1775.51,0.0
4,B,orig,2f_top28,async,10,128,528.22,732.46,523.85,103.43,100.0,326.37,225.00,101.09,,,854.99,630.91,0.0
4,B,orig,2f_top28,async_bulk,5,128,526.13,532.54,464.32,25.99,100.0,327.72,225.16,39.29,61.73,27.00,853.85,565.87,0.0
4,B,orig,2f_top28,async_win,10,128,526.70,529.58,463.25,28.54,100.0,327.68,225.86,38.82,62.48,27.00,852.32,564.64,0.0
4,B,orig,2f_top28,pread,5,128,528.91,535.31,462.14,33.52,100.0,2655.10,224.73,2432.26,,,3146.50,2921.76,0.0
4,B,orig,2f_top500,async,10,128,184.22,187.20,181.88,1.68,100.0,1095.43,223.87,870.90,,,1280.12,1055.49,0.0
4,B,orig,2f_top500,async_bulk,5,128,185.22,188.40,183.12,1.98,100.0,1027.34,224.90,713.53,89.90,448.00,1212.08,898.27,0.0
4,B,orig,2f_top500,async_win,10,128,184.81,223.13,182.65,19.68,100.0,1041.49,226.56,721.58,90.12,448.00,1228.04,907.58,0.0
4,B,orig,2f_top500,pread,5,128,183.31,189.44,179.81,3.91,100.0,18506.51,224.19,18281.42,,,18690.35,18466.94,0.0
4,B,orig,baseline,baseline,10,128,911.41,952.24,829.04,43.57,0.0,0.00,0.00,0.00,,,911.41,911.41,0.0
4,B,orig,layers_5,async,10,128,912.14,935.28,873.26,16.61,100.0,294.25,224.95,69.72,,,1207.69,981.94,0.0
4,B,orig,layers_5,async_bulk,5,128,913.03,918.35,809.81,41.97,100.0,296.46,225.58,7.24,63.63,2.00,1210.55,921.82,0.0
4,B,orig,layers_5,async_win,10,128,911.56,938.28,780.68,50.94,100.0,297.35,228.74,7.59,61.28,2.00,1208.93,918.75,0.0
4,B,orig,layers_5,pread,5,128,914.92,2095.20,803.81,565.49,100.0,670.44,224.23,444.73,,,2546.40,1977.67,0.0
4,B,orig,layers_92,async,10,128,525.73,531.52,461.69,25.89,100.0,429.12,225.12,204.31,,,955.24,729.86,0.0
4,B,orig,layers_92,async_bulk,5,128,528.44,532.14,526.75,2.05,100.0,423.03,225.27,130.32,65.43,87.00,952.46,661.91,0.0
4,B,orig,layers_92,async_win,10,128,525.57,596.39,463.48,42.75,100.0,422.57,225.25,128.40,65.87,87.00,948.80,656.91,0.0
4,B,orig,layers_92,pread,5,128,524.53,528.91,465.33,24.16,100.0,8207.47,227.89,7979.58,,,8732.00,8504.11,0.0
4,B,orig,leaf_freq_K10,async,10,128,917.84,941.25,812.24,48.94,100.0,304.14,226.80,76.81,,,1219.33,993.31,0.0
4,B,orig,leaf_freq_K10,async_bulk,5,128,878.79,919.35,813.82,45.52,100.0,301.66,224.03,14.99,61.39,10.00,1178.81,893.78,0.0
4,B,orig,leaf_freq_K10,async_win,10,128,905.05,948.66,860.47,30.86,100.0,303.54,225.73,14.89,61.64,10.00,1210.03,919.08,0.0
4,B,orig,leaf_freq_K10,pread,5,128,923.89,947.01,920.43,11.63,100.0,1093.71,224.47,869.99,,,2036.44,1811.96,0.0
4,B,orig,leaf_rand_K10,async,10,128,922.72,952.01,825.80,43.38,100.0,302.05,226.16,75.86,,,1225.49,997.40,0.0
4,B,orig,leaf_rand_K10,async_bulk,5,128,889.42,944.52,793.18,53.15,100.0,302.27,224.02,16.03,61.81,10.00,1191.49,905.29,0.0
4,B,orig,leaf_rand_K10,async_win,10,128,882.21,948.62,812.75,51.81,100.0,304.43,225.19,16.34,61.96,10.00,1184.65,897.15,0.0
4,B,orig,leaf_rand_K10,pread,5,128,928.27,961.84,919.62,16.93,100.0,1066.25,224.62,841.63,,,2030.73,1806.11,0.0
4,B,orig,learned_markov_14,async,10,128,527.75,531.67,462.98,26.33,100.0,306.49,225.28,80.40,,,832.83,608.71,0.0
4,B,orig,learned_markov_14,async_bulk,5,128,532.43,567.94,524.10,19.10,100.0,310.51,226.15,20.06,61.88,13.00,842.94,552.70,0.0
4,B,orig,learned_markov_14,async_win,10,128,529.43,570.73,461.64,37.51,100.0,306.75,224.34,19.20,62.55,13.00,831.69,548.44,0.0
4,B,orig,learned_markov_14,pread,5,128,529.30,535.49,459.68,35.12,100.0,1439.71,224.74,1214.96,,,1950.90,1727.41,0.0
4,B,orig,learned_markov_28,async,10,128,529.44,536.77,523.48,4.11,100.0,325.50,225.69,100.97,,,855.79,630.46,0.0
4,B,orig,learned_markov_28,async_bulk,5,128,531.43,532.62,526.02,2.46,100.0,329.84,227.40,38.28,63.11,27.00,855.86,565.51,0.0
4,B,orig,learned_markov_28,async_win,10,128,528.56,533.45,464.25,24.97,100.0,327.49,225.17,39.48,62.84,27.00,855.17,567.75,0.0
4,B,orig,learned_markov_28,pread,5,128,527.27,530.43,462.36,31.45,100.0,2489.08,225.51,2263.57,,,3020.12,2794.61,0.0
4,C,orig,2d,async,10,128,445.15,475.57,439.96,14.21,100.0,293.62,224.39,68.75,,,741.43,514.65,0.0
4,C,orig,2d,async_bulk,5,128,443.14,469.01,374.22,33.22,100.0,294.95,226.39,7.12,61.51,2.00,737.04,450.26,0.0
4,C,orig,2d,async_win,10,128,442.79,460.59,372.67,26.50,100.0,293.69,223.48,7.46,62.12,2.00,736.23,450.38,0.0
4,C,orig,2d,pread,5,128,441.12,470.55,439.71,14.59,100.0,575.33,224.84,350.07,,,1015.04,791.00,0.0
4,C,orig,2e_K10,async,10,128,179.78,436.28,178.41,139.29,100.0,305.29,224.46,80.05,,,485.56,260.77,0.0
4,C,orig,2e_K10,async_bulk,5,128,177.55,179.53,175.85,1.37,100.0,302.91,223.59,16.94,61.72,8.00,480.75,194.46,0.0
4,C,orig,2e_K10,async_win,10,128,179.52,182.64,176.42,2.01,100.0,303.96,224.85,16.38,62.32,8.00,483.14,195.90,0.0
4,C,orig,2e_K10,pread,5,128,178.06,179.69,177.12,1.05,100.0,1434.87,224.71,1212.26,,,1612.37,1389.76,0.0
4,C,orig,2e_K500,async,10,128,181.69,183.54,178.12,1.89,67.5,700.92,223.75,475.81,,,883.13,657.55,0.0
4,C,orig,2e_K500,async_bulk,5,128,180.14,184.24,178.87,2.22,100.0,539.89,223.06,225.38,82.45,90.00,720.03,404.40,0.0
4,C,orig,2e_K500,async_win,10,128,180.53,182.99,177.85,1.73,45.9,529.91,223.12,224.04,83.82,90.00,711.50,405.33,0.0
4,C,orig,2e_K500,pread,5,128,179.92,180.36,176.97,1.25,100.0,2496.57,224.56,2273.22,,,2676.49,2453.14,0.0
4,C,orig,2f_slru,async,10,128,95.20,178.85,91.72,44.98,100.0,1010.68,223.38,787.64,,,1118.65,895.27,0.0
4,C,orig,2f_slru,async_bulk,5,128,728.57,756.14,630.89,45.49,13.4,352.24,222.92,38.13,89.40,2.00,1081.45,766.70,0.0
4,C,orig,2f_slru,async_win,10,128,93.94,96.63,91.51,1.55,100.0,536.36,223.87,224.06,89.53,15.00,630.45,317.00,0.0
4,C,orig,2f_slru,pread,5,128,91.80,94.67,90.85,1.54,100.0,3086.04,224.67,2862.58,,,3177.80,2954.34,0.0
4,C,orig,2f_top100,async,10,128,180.29,182.98,175.94,2.26,100.0,410.11,224.37,184.66,,,592.21,366.76,0.0
4,C,orig,2f_top100,async_bulk,5,128,178.74,180.30,176.36,1.38,100.0,359.76,222.04,70.84,66.92,32.00,537.88,249.58,0.0
4,C,orig,2f_top100,async_win,10,128,178.79,181.52,174.57,2.42,100.0,363.70,223.51,73.13,66.19,32.00,542.17,251.82,0.0
4,C,orig,2f_top100,pread,5,128,178.04,181.00,177.42,1.49,100.0,1386.47,223.50,1163.63,,,1564.11,1341.27,0.0
4,C,orig,2f_top14,async,10,128,178.99,182.46,176.32,1.98,100.0,305.24,225.35,79.88,,,484.32,259.29,0.0
4,C,orig,2f_top14,async_bulk,5,128,177.30,181.15,176.06,2.04,100.0,304.54,224.82,16.68,62.26,9.00,482.37,195.29,0.0
4,C,orig,2f_top14,async_win,10,128,181.69,187.10,174.78,3.98,100.0,303.34,223.88,16.95,62.06,9.00,484.84,198.75,0.0
4,C,orig,2f_top14,pread,5,128,180.42,186.41,178.68,3.27,100.0,1315.16,224.72,1088.91,,,1503.02,1276.77,0.0
