workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,594.34,597.94,592.24,2.00,100.0,268.15,182.63,85.02,861.46,679.33,0.0
A,orig,2d,pread,5,128,591.58,594.70,591.02,1.56,100.0,1895.22,180.04,1710.15,2486.24,2301.46,0.0
A,orig,2e_K10,async,10,128,594.38,2701.62,591.89,1147.61,100.0,280.81,184.61,96.94,874.73,692.33,0.0
A,orig,2e_K10,pread,5,128,593.27,7212.43,590.37,3309.81,100.0,2786.71,184.60,2603.99,3380.15,3197.26,0.0
A,orig,2e_K500,async,10,128,637.73,641.52,568.65,26.58,100.0,1031.06,182.87,850.09,1662.91,1480.01,0.0
A,orig,2e_K500,pread,5,128,182.70,185.79,181.05,1.75,100.0,19142.65,183.91,18958.74,19329.00,19145.09,0.0
A,orig,2f_slru,async,10,128,99.05,101.24,95.93,1.66,100.0,7288.57,182.78,7106.05,7387.78,7205.26,0.0
A,orig,2f_slru,pread,5,128,94.67,98.19,91.69,2.28,100.0,18576.33,184.75,18392.42,18672.59,18488.68,0.0
A,orig,2f_top100,async,10,128,594.73,596.51,558.85,14.29,94.5,384.35,182.43,199.62,972.82,792.64,0.0
A,orig,2f_top100,pread,5,128,590.63,1153.89,586.79,281.93,100.0,8783.24,183.87,8599.38,9470.00,9290.69,0.0
A,orig,2f_top14,async,10,128,594.81,1094.49,590.60,270.45,100.0,262.74,182.61,80.72,860.84,677.54,0.0
A,orig,2f_top14,pread,5,128,597.56,599.19,593.65,2.00,100.0,1462.74,184.11,1280.20,2059.80,1878.00,0.0
A,orig,2f_top28,async,10,128,594.72,601.30,526.84,20.94,100.0,281.29,182.58,98.67,874.78,693.37,0.0
A,orig,2f_top28,pread,5,128,593.53,595.72,592.16,1.39,100.0,2603.85,179.74,2425.09,3197.18,3018.62,0.0
A,orig,2f_top500,async,10,128,636.50,918.54,568.35,128.57,100.0,999.87,184.80,817.75,1637.59,1451.86,0.0
A,orig,2f_top500,pread,5,128,184.43,196.32,182.61,5.99,100.0,19111.38,183.97,18925.29,19294.41,19108.32,0.0
A,orig,baseline,baseline,10,128,1019.90,1033.51,945.96,23.67,0.0,0.00,0.00,0.00,1019.90,1019.90,0.0
A,orig,layers_5,async,10,128,997.73,1013.20,870.98,42.47,100.0,249.69,180.34,68.78,1248.45,1067.39,0.0
A,orig,layers_5,pread,5,128,993.43,994.90,923.35,28.07,100.0,624.55,179.02,444.63,1616.92,1437.09,0.0
A,orig,leaf_freq_K10,async,10,128,1007.00,1012.76,881.48,38.02,100.0,260.23,184.75,75.37,1267.78,1082.54,0.0
A,orig,leaf_freq_K10,pread,5,128,1010.53,1011.46,872.80,54.87,100.0,1105.74,180.67,925.59,2114.76,1935.32,0.0
A,orig,leaf_rand_K10,async,10,128,1002.82,1405.97,884.51,227.60,100.0,256.42,181.11,75.45,1258.56,1078.26,0.0
A,orig,leaf_rand_K10,pread,5,128,1005.74,1009.62,940.30,26.41,100.0,1073.76,179.14,899.06,2081.96,1902.82,0.0
B,orig,2d,async,10,128,530.32,935.17,462.77,228.47,100.0,268.71,183.13,85.00,797.53,615.65,0.0
B,orig,2d,pread,5,128,527.55,530.37,463.01,25.95,100.0,1908.65,183.51,1725.13,2422.33,2239.68,0.0
B,orig,2e_K10,async,10,128,527.78,530.69,464.22,19.21,100.0,280.55,183.00,98.22,806.91,625.82,0.0
B,orig,2e_K10,pread,5,128,529.63,558.05,528.39,14.34,100.0,2769.71,186.22,2583.49,3299.34,3113.12,0.0
B,orig,2e_K500,async,10,128,182.83,185.16,174.89,2.80,100.0,1075.07,184.94,889.90,1258.72,1072.16,0.0
B,orig,2e_K500,pread,5,128,184.60,184.83,182.86,0.74,100.0,19099.51,185.24,18914.27,19283.28,19098.04,0.0
B,orig,2f_slru,async,10,128,98.01,100.89,96.68,1.41,100.0,7258.24,174.12,7085.68,7355.52,7183.62,0.0
B,orig,2f_slru,pread,5,128,97.95,98.55,95.90,1.13,100.0,17851.39,177.22,17672.62,17949.97,17771.20,0.0
B,orig,2f_top100,async,10,128,528.25,531.63,462.02,26.10,100.0,372.23,175.73,202.12,900.42,728.45,0.0
B,orig,2f_top100,pread,5,128,529.83,5113.08,462.41,2179.73,100.0,9251.42,174.05,9077.38,9781.25,9607.21,0.0
