workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,5,128,357.65,361.74,356.79,2.13,100.0,259.37,173.19,85.69,617.02,442.67,0.0
A,orig,2d,pread,2,128,179.75,,179.61,0.14,100.0,1871.10,171.94,1699.16,2050.85,1878.90,0.0
A,orig,2e_K10,async,5,128,358.79,389.27,354.15,14.83,100.0,270.54,171.69,98.16,626.49,454.80,0.0
A,orig,2e_K10,pread,2,128,181.85,,181.48,0.38,100.0,2666.91,176.34,2490.57,2848.77,2672.43,0.0
A,orig,2e_K500,async,5,128,180.71,183.11,180.36,1.19,100.0,999.85,172.90,826.95,1180.53,1007.63,0.0
A,orig,2e_K500,pread,2,128,181.87,,179.28,2.58,100.0,21731.72,173.15,21558.57,21913.58,21740.43,0.0
A,orig,2f_slru,async,5,128,487.63,490.50,487.10,1.47,26.4,8119.70,173.30,7946.40,8606.80,8433.50,0.0
A,orig,2f_slru,pread,2,128,482.04,,481.38,0.66,30.4,18994.20,172.44,18821.76,19476.25,19303.81,0.0
A,orig,baseline,baseline,3,128,505.10,,501.34,2.45,0.0,0.00,0.00,0.00,505.10,505.10,0.0
A,orig,layers_5,async,5,128,390.03,413.07,376.13,13.96,100.0,243.30,173.98,69.62,633.33,459.19,0.0
A,orig,layers_5,pread,2,128,182.08,,180.89,1.20,100.0,612.25,174.36,437.90,794.34,619.99,0.0
A,orig,layers_92,async,5,128,365.36,407.19,355.12,22.62,100.0,365.88,172.69,194.26,731.24,558.53,0.0
A,orig,layers_92,pread,2,128,180.13,,179.07,1.06,100.0,8260.15,173.25,8086.90,8440.29,8267.03,0.0
B,orig,2d,async,5,128,417.04,981.36,405.88,282.13,100.0,258.54,172.79,85.21,673.90,501.11,0.0
B,orig,2d,pread,2,128,407.33,,404.67,2.66,100.0,2068.70,339.42,1729.29,2476.03,2136.62,0.0
B,orig,2e_K10,async,5,128,408.35,433.77,402.34,13.71,100.0,273.15,172.66,99.58,677.36,503.39,0.0
B,orig,2e_K10,pread,2,128,429.57,,402.58,26.99,100.0,2803.82,173.12,2630.69,3233.39,3060.26,0.0
B,orig,2e_K500,async,5,128,454.32,456.73,453.44,1.28,100.0,1014.52,173.86,841.08,1468.63,1294.52,0.0
B,orig,2e_K500,pread,2,128,429.07,,406.03,23.05,100.0,19656.96,173.12,19483.82,20086.03,19912.90,0.0
B,orig,2f_slru,async,5,128,721.35,728.76,711.97,5.90,32.2,7851.21,172.13,7678.11,8572.56,8399.46,0.0
B,orig,2f_slru,pread,2,128,738.81,,738.74,0.07,30.9,19094.35,170.70,18923.65,19833.16,19662.46,0.0
B,orig,baseline,baseline,3,128,735.90,,735.30,0.53,0.0,0.00,0.00,0.00,735.90,735.90,0.0
B,orig,layers_5,async,5,128,404.39,413.58,402.81,4.80,100.0,242.55,173.48,69.26,647.66,473.97,0.0
B,orig,layers_5,pread,2,128,407.31,,402.27,5.05,100.0,617.89,175.56,442.33,1025.20,849.64,0.0
B,orig,layers_92,async,5,128,403.32,669.10,397.12,133.09,100.0,365.99,172.29,193.69,771.53,598.44,0.0
B,orig,layers_92,pread,2,128,408.04,,405.72,2.31,100.0,8308.69,172.23,8136.47,8716.72,8544.51,0.0
