workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,2f_slru,pread,128,1,1,0.00,100.00,93.25,18322.15,8.30,18313.85,,,18415.40,18407.10,1.54,0.00,278.00,0.27,19608432,2026-09-18T04:24:03Z
A,orig,2f_slru,async,128,1,1,0.00,100.00,99.85,7164.74,9.77,7154.97,,,7264.59,7254.82,1.55,0.00,278.00,0.27,19600072,2026-09-18T04:24:03Z
A,orig,2f_slru,async_win,128,1,1,0.00,100.00,99.46,2314.63,10.60,2074.50,229.53,138.00,2414.09,2173.96,1.56,0.00,278.00,0.27,19598668,2026-09-18T04:24:03Z
B,orig,2f_slru,pread,128,1,1,0.00,100.00,98.79,17630.04,7.91,17622.13,,,17728.83,17720.92,1.60,0.00,278.00,0.27,19598804,2026-09-18T04:24:03Z
B,orig,2f_slru,async,128,1,1,0.00,100.00,100.30,7187.08,9.94,7177.14,,,7287.38,7277.44,1.60,0.00,278.00,0.27,19591196,2026-09-18T04:24:04Z
B,orig,2f_slru,async_win,128,1,1,0.00,100.00,98.09,2223.49,10.43,1981.47,231.59,139.00,2321.58,2079.56,1.59,0.00,278.00,0.27,19590800,2026-09-18T04:24:04Z
A,orig,2f_slru,async,128,2,0,0.00,100.00,97.47,6800.10,10.09,6790.02,,,6897.57,6887.49,1.57,0.00,278.00,0.27,19606300,2026-09-18T04:24:04Z
A,orig,2f_slru,async_win,128,2,0,0.00,100.00,97.35,2379.99,10.84,2140.60,228.54,138.00,2477.34,2237.95,1.57,0.00,278.00,0.27,19603012,2026-09-18T04:24:04Z
B,orig,2f_slru,async,128,2,0,0.00,100.00,100.98,6836.55,10.76,6825.79,,,6937.53,6926.77,1.60,0.00,278.00,0.27,19600528,2026-09-18T04:24:05Z
B,orig,2f_slru,async_win,128,2,0,0.00,100.00,102.39,2247.97,9.55,2006.84,231.58,139.00,2350.36,2109.23,1.61,0.00,278.00,0.27,19598060,2026-09-18T04:24:05Z
A,orig,2f_slru,async,128,3,0,0.00,100.00,98.62,6806.55,9.42,6797.13,,,6905.17,6895.75,1.57,0.00,278.00,0.27,19594092,2026-09-18T04:24:05Z
A,orig,2f_slru,async_win,128,3,0,0.00,100.00,97.63,2228.42,9.94,1979.40,239.08,138.00,2326.05,2077.03,1.58,0.00,278.00,0.27,19591500,2026-09-18T04:24:06Z
B,orig,2f_slru,async,128,3,0,0.00,100.00,100.07,6869.15,9.95,6859.21,,,6969.22,6959.28,1.61,0.00,278.00,0.27,19588352,2026-09-18T04:24:06Z
B,orig,2f_slru,async_win,128,3,0,0.00,100.00,97.21,2242.01,9.73,1987.27,245.01,139.00,2339.22,2084.48,1.60,0.00,278.00,0.27,19585168,2026-09-18T04:24:06Z
A,orig,2f_slru,async,128,4,0,0.00,100.00,97.84,6807.43,9.94,6797.49,,,6905.27,6895.33,1.55,0.00,278.00,0.27,19582236,2026-09-18T04:24:06Z
A,orig,2f_slru,async_win,128,4,0,0.00,100.00,98.62,2226.87,10.56,1985.67,230.63,138.00,2325.49,2084.29,1.60,0.00,278.00,0.33,19579980,2026-09-18T04:24:07Z
B,orig,2f_slru,async,128,4,0,0.00,100.00,99.73,6826.10,9.65,6816.45,,,6925.83,6916.18,1.60,0.00,278.00,0.33,19576972,2026-09-18T04:24:07Z
B,orig,2f_slru,async_win,128,4,0,0.00,100.00,97.23,2228.39,9.74,1990.17,228.48,139.00,2325.62,2087.40,1.62,0.00,278.00,0.33,19574100,2026-09-18T04:24:07Z
