seed,workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
7,YC,orig,2e_K500,pread,10,128,532.09,571.72,437.93,56.05,100.0,51752.17,173.07,51579.72,52228.69,52055.88,0.0
7,YC,orig,2f_slru,async,10,128,102.14,107.86,100.47,2.95,100.0,42093.36,171.25,41922.78,42195.37,42024.79,0.0
7,YC,orig,2f_slru,pread,10,128,106.63,111.06,104.82,2.01,100.0,103547.79,172.69,103375.40,103653.82,103481.44,0.0
7,YC,orig,2f_top14,async,10,128,966.12,994.90,891.49,34.78,100.0,256.52,172.16,82.78,1222.96,1048.62,0.0
7,YC,orig,2f_top14,pread,10,128,995.07,1059.46,884.08,46.20,100.0,1444.53,172.75,1271.22,2428.71,2255.81,0.0
7,YC,orig,2f_top28,async,10,128,962.23,994.64,821.31,46.38,100.0,276.18,171.88,103.60,1235.46,1063.97,0.0
7,YC,orig,2f_top28,pread,10,128,966.82,1004.79,921.92,32.94,100.0,2576.68,172.02,2403.32,3544.14,3373.49,0.0
7,YC,orig,baseline,baseline,10,128,1035.86,1062.87,982.59,28.90,0.0,0.00,0.00,0.00,1035.86,1035.86,0.0
7,YC,orig,layers_5,async,10,128,961.19,1023.91,924.59,33.69,100.0,244.01,172.65,70.50,1205.06,1031.98,0.0
7,YC,orig,layers_5,pread,10,128,955.21,995.40,886.59,31.07,100.0,609.66,171.75,438.34,1567.49,1394.03,0.0
7,YC,orig,layers_92,async,10,128,505.68,546.05,495.46,20.35,100.0,373.09,173.15,199.57,882.95,711.09,0.0
7,YC,orig,layers_92,pread,10,128,505.36,550.31,467.96,29.87,100.0,8108.86,172.69,7939.74,8617.69,8446.68,0.0
7,YC,orig,lp_shuf,pread,10,128,119.93,125.26,111.68,4.53,100.0,1566345.07,86.02,1566262.96,1566459.91,1566377.79,0.0
7,YC,orig,lp_sorted,pread,10,128,107.16,110.49,100.17,3.56,100.0,102382.49,82.56,102297.56,102488.48,102403.65,0.0
7,YC,orig,learned_markov_14,async,10,128,960.73,997.10,916.21,23.24,100.0,167.12,84.19,82.73,1127.84,1044.42,0.0
7,YC,orig,learned_markov_14,pread,10,128,960.25,1030.32,850.87,50.64,100.0,1306.64,84.50,1221.65,2278.70,2194.15,0.0
7,YC,orig,learned_markov_28,async,10,128,983.77,1107.33,854.73,81.82,100.0,188.03,83.59,104.13,1175.06,1090.95,0.0
7,YC,orig,learned_markov_28,pread,10,128,953.38,962.19,891.08,21.82,100.0,2527.35,83.73,2442.56,3455.32,3375.07,0.0
8,YC,orig,2d,async,10,128,656.98,664.08,564.56,28.80,100.0,376.00,175.07,198.96,1031.44,855.31,0.0
8,YC,orig,2d,pread,10,128,635.33,665.31,553.73,35.83,100.0,8224.06,175.03,8049.16,8879.10,8703.29,0.0
8,YC,orig,2e_K10,async,10,128,612.39,647.27,562.79,29.61,100.0,391.97,175.18,215.88,1003.97,828.71,0.0
8,YC,orig,2e_K10,pread,10,128,644.80,664.63,566.97,39.67,100.0,8939.31,175.16,8764.21,9587.22,9412.12,0.0
8,YC,orig,2e_K500,async,10,128,663.83,715.91,595.60,41.22,100.0,1188.82,174.47,1015.60,1849.58,1676.42,0.0
8,YC,orig,2e_K500,pread,10,128,663.40,668.38,591.98,28.26,100.0,52042.65,175.20,51866.59,52678.93,52503.62,0.0
8,YC,orig,2f_slru,async,10,128,101.70,103.98,99.31,1.52,100.0,42165.35,174.34,41990.52,42265.86,42091.04,0.0
8,YC,orig,2f_slru,pread,10,128,106.83,110.65,97.47,3.79,100.0,102170.70,174.68,101996.65,102279.64,102105.60,0.0
8,YC,orig,2f_top14,async,10,128,984.79,989.08,916.50,27.41,100.0,259.12,174.78,84.43,1243.42,1067.91,0.0
8,YC,orig,2f_top14,pread,10,128,982.12,1025.25,827.06,53.78,100.0,1438.74,174.84,1263.03,2417.02,2240.23,0.0
8,YC,orig,2f_top28,async,10,128,970.14,989.33,911.80,28.68,100.0,280.06,174.52,104.94,1248.38,1075.55,0.0
8,YC,orig,2f_top28,pread,10,128,969.65,984.96,923.34,22.23,100.0,2636.44,175.06,2461.00,3604.18,3429.81,0.0
8,YC,orig,baseline,baseline,10,128,996.22,1042.92,975.18,23.63,0.0,0.00,0.00,0.00,996.22,996.22,0.0
8,YC,orig,layers_5,async,10,128,973.34,1072.12,914.12,62.76,100.0,245.06,174.63,70.23,1219.02,1044.21,0.0
8,YC,orig,layers_5,pread,10,128,956.64,983.20,883.94,35.21,100.0,613.39,174.96,438.14,1570.34,1394.79,0.0
8,YC,orig,layers_92,async,10,128,645.51,663.18,561.62,29.73,100.0,376.18,175.46,200.19,1020.85,845.15,0.0
8,YC,orig,layers_92,pread,10,128,643.15,678.13,561.25,45.43,100.0,8195.73,174.63,8021.93,8788.14,8613.39,0.0
8,YC,orig,lp_shuf,pread,10,128,118.03,123.28,109.51,4.06,100.0,1566540.58,84.77,1566455.42,1566653.90,1566568.74,0.0
8,YC,orig,lp_sorted,pread,10,128,104.72,111.00,101.25,3.49,100.0,102567.07,86.33,102481.46,102673.10,102587.49,0.0
8,YC,orig,learned_markov_14,async,10,128,960.94,991.33,916.37,25.69,100.0,163.37,78.97,84.97,1128.05,1046.73,0.0
8,YC,orig,learned_markov_14,pread,10,128,959.08,988.81,901.73,30.60,100.0,1365.86,79.77,1279.26,2323.91,2235.44,0.0
8,YC,orig,learned_markov_28,async,10,128,956.38,1190.32,915.98,123.05,100.0,184.22,79.19,104.70,1144.61,1061.73,0.0
8,YC,orig,learned_markov_28,pread,10,128,970.89,1041.43,914.21,44.78,100.0,2538.34,79.72,2454.36,3499.77,3418.22,0.0
9,YC,orig,2d,async,10,128,406.18,408.68,402.63,2.22,100.0,330.36,130.00,199.99,735.77,606.82,0.0
9,YC,orig,2d,pread,10,128,388.20,444.83,369.61,29.97,100.0,8038.48,128.96,7910.19,8438.69,8310.41,0.0
9,YC,orig,2e_K10,async,10,128,180.26,184.87,177.97,2.39,100.0,350.28,130.03,219.09,530.51,398.28,0.0
9,YC,orig,2e_K10,pread,10,128,180.26,182.68,175.70,1.96,100.0,8973.97,129.67,8845.40,9153.77,9025.21,0.0
9,YC,orig,2e_K500,async,10,128,181.59,219.77,180.08,20.16,100.0,1134.40,129.69,1004.72,1316.19,1186.08,0.0
9,YC,orig,2e_K500,pread,10,128,183.25,185.17,178.91,1.75,100.0,51695.54,132.21,51561.12,51876.65,51742.23,0.0
9,YC,orig,2f_slru,async,10,128,101.00,102.82,98.44,1.58,100.0,42118.56,129.83,41988.11,42219.82,42089.04,0.0
9,YC,orig,2f_slru,pread,10,128,105.50,112.83,100.34,4.33,100.0,101962.30,129.36,101835.98,102064.01,101937.67,0.0
9,YC,orig,2f_top14,async,10,128,403.79,408.77,367.11,15.24,100.0,214.94,130.13,84.26,616.95,488.57,0.0
9,YC,orig,2f_top14,pread,10,128,404.13,407.39,393.30,4.34,100.0,1383.63,129.92,1250.87,1790.93,1656.37,0.0
9,YC,orig,2f_top28,async,10,128,405.19,408.17,400.05,2.79,100.0,234.39,129.40,104.28,638.23,508.61,0.0
9,YC,orig,2f_top28,pread,10,128,403.40,407.70,393.33,4.85,100.0,2549.62,129.85,2422.22,2946.36,2818.84,0.0
9,YC,orig,baseline,baseline,10,128,624.64,670.22,598.84,26.26,0.0,0.00,0.00,0.00,624.64,624.64,0.0
9,YC,orig,layers_5,async,10,128,576.25,603.10,526.86,26.63,100.0,199.99,129.91,69.79,779.88,646.73,0.0
9,YC,orig,layers_5,pread,10,128,572.50,602.29,532.07,24.77,100.0,566.11,128.93,437.26,1141.03,1010.99,0.0
9,YC,orig,layers_92,async,10,128,405.38,412.00,395.51,4.87,100.0,332.09,129.87,200.57,736.21,606.59,0.0
9,YC,orig,layers_92,pread,10,128,402.81,414.48,392.66,7.32,100.0,8019.39,129.39,7890.25,8421.89,8292.74,0.0
