seed,workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb
1,YC,orig,2e_K10,async,128,6,0,0.00,100.00,601.10,359.52,140.94,218.57,960.62,819.67,6.04,1126.00,1526.00,0.61,56971756
1,YC,orig,2e_K500,pread,128,6,0,0.00,100.00,607.98,51904.53,139.42,51765.11,52512.51,52373.09,5.94,1126.00,1694.00,0.61,56951800
1,YC,orig,2e_K500,async,128,6,0,0.00,100.00,642.10,1151.01,141.73,1009.29,1793.11,1651.39,6.09,1131.00,1675.00,0.61,56978920
1,YC,orig,2f_slru,pread,128,6,0,0.00,100.00,114.47,104575.13,141.78,104433.35,104689.60,104547.82,1.72,0.00,1652.00,0.61,56979356
1,YC,orig,2f_slru,async,128,6,0,0.00,100.00,99.99,42175.40,141.03,42034.36,42275.39,42134.35,1.75,0.00,1652.00,0.61,56976612
1,YC,orig,2f_top14,pread,128,6,0,0.00,100.00,663.89,1393.07,141.60,1251.47,2056.96,1915.36,6.03,1121.00,1475.00,0.61,56980116
1,YC,orig,2f_top14,async,128,6,0,0.00,100.00,667.76,224.12,140.94,83.19,891.88,750.95,6.19,1121.00,1475.00,0.61,56980592
1,YC,orig,2f_top28,pread,128,6,0,0.00,100.00,640.97,2630.72,142.46,2488.27,3271.69,3129.24,6.24,1123.00,1490.00,0.61,56980184
1,YC,orig,2f_top28,async,128,6,0,0.00,100.00,635.33,244.04,140.85,103.18,879.37,738.51,6.25,1123.00,1489.00,0.61,56981592
1,YC,orig,layers_5,pread,128,6,0,0.00,100.00,1027.02,578.14,141.77,436.37,1605.16,1463.39,6.09,1121.00,1464.00,0.64,56981688
1,YC,orig,layers_5,async,128,6,0,0.00,100.00,996.08,206.67,138.97,67.70,1202.75,1063.78,5.96,1122.00,1463.00,0.64,56982564
1,YC,orig,layers_92,pread,128,6,0,0.00,100.00,668.01,8190.36,143.53,8046.83,8858.37,8714.84,6.17,1126.00,1514.00,0.64,56982912
1,YC,orig,layers_92,async,128,6,0,0.00,100.00,528.12,338.89,139.78,199.10,867.01,727.22,5.82,1127.00,1515.00,0.64,56967124
1,YC,orig,baseline,baseline,128,7,0,0.00,0.00,1047.47,0.00,0.00,0.00,1047.47,1047.47,6.14,1122.00,1462.00,0.64,56968252
1,YC,orig,2d,pread,128,7,0,0.00,100.00,640.52,8064.15,144.00,7920.15,8704.67,8560.67,6.08,1126.00,1514.00,0.64,56968800
1,YC,orig,2d,async,128,7,0,0.00,100.00,663.99,343.37,142.04,201.33,1007.36,865.32,6.15,1127.00,1512.00,0.64,56962512
1,YC,orig,2e_K10,pread,128,7,0,0.00,100.00,633.71,8906.20,142.12,8764.08,9539.91,9397.79,6.24,1125.00,1527.00,0.64,56964508
1,YC,orig,2e_K10,async,128,7,0,0.00,100.00,634.20,364.68,143.73,220.94,998.88,855.14,6.14,1126.00,1526.00,0.67,56964972
1,YC,orig,2e_K500,pread,128,7,0,0.00,100.00,672.33,51748.60,148.96,51599.64,52420.93,52271.97,6.03,1126.00,1693.00,0.67,56964696
1,YC,orig,2e_K500,async,128,7,0,0.00,100.00,671.37,1161.07,144.21,1016.86,1832.44,1688.23,6.13,1131.00,1674.00,0.67,56964540
1,YC,orig,2f_slru,pread,128,7,0,0.00,100.00,114.92,101286.00,141.95,101144.05,101400.92,101258.97,1.75,0.00,1652.00,0.67,56965156
1,YC,orig,2f_slru,async,128,7,0,0.00,100.00,97.61,42331.34,141.76,42189.59,42428.95,42287.20,1.80,0.00,1652.00,0.67,56958452
1,YC,orig,2f_top14,pread,128,7,0,0.00,100.00,633.51,1392.64,149.02,1243.62,2026.15,1877.13,5.82,1121.00,1476.00,0.67,56962236
1,YC,orig,2f_top14,async,128,7,0,0.00,100.00,663.59,226.65,142.78,83.87,890.24,747.46,6.20,1121.00,1475.00,0.67,56962548
1,YC,orig,2f_top28,pread,128,7,0,0.00,100.00,664.49,2566.08,141.61,2424.48,3230.57,3088.97,5.97,1123.00,1489.00,0.67,56963344
1,YC,orig,2f_top28,async,128,7,0,0.00,100.00,531.16,245.16,142.64,102.52,776.32,633.68,5.89,1123.00,1489.00,0.67,56964860
