workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2e_K500,async,8,128,181.59,183.22,179.80,1.17,100.0,970.87,138.36,829.79,1152.27,1011.02,0.0
A,orig,2e_K500,pread,5,128,180.71,184.60,178.85,2.26,100.0,19480.42,139.13,19341.54,19662.40,19523.52,0.0
A,orig,baseline,baseline,8,128,1019.41,1030.83,989.47,12.64,0.0,0.00,0.00,0.00,1019.41,1019.41,0.0
A,orig,leaf_freq_K500,async,8,128,407.01,423.61,385.20,13.99,100.0,943.56,138.22,804.12,1349.76,1211.43,0.0
A,orig,leaf_freq_K500,pread,5,128,452.48,473.53,448.11,10.59,100.0,18598.12,137.04,18460.41,19046.23,18908.52,0.0
A,orig,leaf_rand_K500,async,8,128,1001.86,1006.40,995.89,3.45,100.0,1001.39,138.70,863.62,2001.72,1864.28,0.0
A,orig,leaf_rand_K500,pread,5,128,1006.06,1009.47,1005.34,1.70,100.0,44151.05,139.47,44012.36,45161.04,45022.35,0.0
A,ta,2e_K500,async,8,128,203.62,306.45,187.05,48.29,13.2,860.65,138.55,720.97,1063.72,924.25,0.0
A,ta,2e_K500,pread,5,128,178.76,181.24,177.27,1.47,100.0,17678.50,138.47,17538.90,17860.00,17720.40,0.0
A,ta,baseline,baseline,8,128,948.95,994.30,835.62,46.16,0.0,0.00,0.00,0.00,948.95,948.95,0.0
A,ta,leaf_freq_K500,async,8,128,678.21,726.11,585.96,58.42,100.0,950.84,137.93,811.94,1620.56,1482.72,0.0
A,ta,leaf_freq_K500,pread,5,128,575.05,830.17,574.00,124.72,100.0,18497.83,137.61,18349.21,19171.42,19034.69,0.0
A,ta,leaf_rand_K500,async,8,128,955.94,961.56,951.36,3.44,100.0,1024.80,139.36,884.62,1978.91,1839.64,0.0
A,ta,leaf_rand_K500,pread,5,128,920.86,933.76,917.50,6.66,100.0,44729.90,139.21,44589.95,45659.56,45519.61,0.0
