workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YCu,orig,2d,async,10,128,601.75,608.02,596.09,3.64,100.0,158.52,10.41,147.80,762.89,752.38,0.0
YCu,orig,2d,pread,5,128,596.23,608.60,541.50,24.58,100.0,7870.36,10.56,7859.49,8455.53,8445.02,0.0
YCu,orig,2e_K10,async,10,128,601.29,630.95,506.10,38.06,100.0,164.75,10.04,154.63,765.66,755.63,0.0
YCu,orig,2e_K10,pread,5,128,599.00,606.42,537.67,31.16,100.0,8670.90,9.59,8660.58,9260.09,9251.35,0.0
YCu,orig,baseline,baseline,10,128,875.24,885.36,793.29,31.93,0.0,0.00,0.00,0.00,875.24,875.24,0.0
YCu,orig,leaf_freq_K10,async,10,128,814.26,849.40,768.99,34.04,100.0,37.19,10.38,27.08,852.73,842.15,0.0
YCu,orig,leaf_freq_K10,pread,5,128,842.02,845.85,774.10,27.68,100.0,852.05,9.59,842.71,1671.53,1661.94,0.0
YCu,orig,leaf_rand_K10,async,10,128,811.39,847.09,777.75,30.18,100.0,36.39,10.26,26.08,847.76,837.82,0.0
YCu,orig,leaf_rand_K10,pread,5,128,835.77,838.88,782.70,21.26,100.0,816.67,9.64,807.82,1639.06,1629.42,0.0
