workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YCh01,orig,2d,async,10,128,521.75,560.44,486.58,31.65,100.0,158.12,9.85,148.50,681.15,670.77,0.0
YCh01,orig,2d,pread,5,128,553.63,556.76,488.67,31.43,100.0,7907.71,9.90,7897.90,8455.71,8445.67,0.0
YCh01,orig,2e_K10,async,10,128,554.45,578.14,488.28,32.47,100.0,176.84,9.98,167.37,728.52,718.54,0.0
YCh01,orig,2e_K10,pread,5,128,556.22,557.48,487.91,31.93,100.0,8773.63,10.05,8763.58,9283.27,9273.07,0.0
YCh01,orig,baseline,baseline,10,128,966.22,1056.66,904.41,48.34,0.0,0.00,0.00,0.00,966.22,966.22,0.0
YCh01,orig,leaf_freq_K10,async,10,128,975.58,1018.76,917.58,37.40,100.0,36.64,10.61,25.77,1012.07,1001.41,0.0
YCh01,orig,leaf_freq_K10,pread,5,128,922.50,987.90,913.12,32.35,100.0,883.76,9.58,873.92,1809.09,1799.51,0.0
YCh01,orig,leaf_rand_K10,async,10,128,965.49,1046.02,913.12,42.81,100.0,34.62,10.13,24.38,1000.89,990.37,0.0
YCh01,orig,leaf_rand_K10,pread,5,128,942.66,987.15,921.71,27.31,100.0,851.51,9.96,841.39,1795.75,1785.86,0.0
