workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YCu,ta,2d,async,10,128,411.86,417.76,314.70,29.52,100.0,124.44,10.10,114.11,534.38,524.54,0.0
YCu,ta,2d,pread,5,128,419.88,423.21,313.43,41.92,100.0,450.51,10.33,441.20,873.13,862.79,0.0
YCu,ta,2e_K10,async,10,128,321.00,328.59,316.94,4.30,100.0,139.82,10.03,129.40,460.31,450.39,0.0
YCu,ta,2e_K10,pread,5,128,314.77,318.26,312.61,2.31,100.0,1111.76,9.53,1102.15,1427.52,1417.74,0.0
YCu,ta,baseline,baseline,10,128,580.59,596.60,554.54,13.34,0.0,0.00,0.00,0.00,580.59,580.59,0.0
YCu,ta,leaf_freq_K10,async,10,128,540.37,550.86,534.19,5.77,100.0,36.19,10.12,25.83,574.83,564.65,0.0
YCu,ta,leaf_freq_K10,pread,5,128,546.79,551.90,534.52,6.31,100.0,560.80,9.97,550.70,1105.37,1096.04,0.0
YCu,ta,leaf_rand_K10,async,10,128,542.64,560.11,527.12,10.14,100.0,36.36,9.88,26.40,578.67,568.89,0.0
YCu,ta,leaf_rand_K10,pread,5,128,541.99,545.37,541.02,1.80,100.0,561.91,10.14,551.74,1103.46,1093.51,0.0
