workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YCu,orig,2d,async,10,128,553.04,588.81,517.95,33.15,100.0,156.64,9.82,146.63,705.55,695.72,0.0
YCu,orig,2d,pread,5,128,523.17,568.70,513.36,23.76,100.0,8012.56,9.70,8002.47,8546.66,8536.96,0.0
YCu,orig,2e_K10,async,10,128,581.41,586.91,519.81,29.70,100.0,167.84,10.64,157.29,751.24,741.44,0.0
YCu,orig,2e_K10,pread,5,128,584.87,589.84,518.80,33.45,100.0,8822.34,9.60,8813.29,9355.33,9344.03,0.0
YCu,orig,baseline,baseline,10,128,985.17,1104.73,903.85,64.20,0.0,0.00,0.00,0.00,985.17,985.17,0.0
YCu,orig,leaf_freq_K10,async,10,128,1071.03,1076.85,887.29,62.84,100.0,35.33,9.86,25.57,1104.89,1095.12,0.0
YCu,orig,leaf_freq_K10,pread,5,128,1023.09,1083.42,1009.84,31.45,100.0,882.26,9.93,872.62,1904.03,1893.73,0.0
YCu,orig,leaf_rand_K10,async,10,128,1070.49,1133.07,1017.13,40.74,100.0,34.51,10.07,24.54,1104.99,1095.55,0.0
YCu,orig,leaf_rand_K10,pread,5,128,949.89,1075.97,882.16,77.16,100.0,852.23,8.82,843.41,1824.53,1815.93,0.0
