workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YC,orig,2d,async,10,128,664.37,697.41,652.82,18.17,100.0,169.02,9.98,158.67,831.36,820.86,0.0
YC,orig,2d,pread,5,128,660.73,668.10,649.88,6.45,100.0,7834.45,10.22,7824.09,8498.33,8488.12,0.0
YC,orig,2e_K10,async,10,128,660.32,664.40,654.79,2.85,100.0,189.86,10.20,179.39,850.79,840.15,0.0
YC,orig,2e_K10,pread,5,128,658.65,663.64,647.84,5.49,100.0,8708.60,10.46,8698.14,9367.25,9356.79,0.0
YC,orig,baseline,baseline,10,128,1076.47,1106.01,916.42,55.16,0.0,0.00,0.00,0.00,1076.47,1076.47,0.0
YC,orig,leaf_freq_K10,async,10,128,1014.09,1070.34,890.35,52.70,100.0,38.03,10.41,27.52,1050.75,1041.18,0.0
YC,orig,leaf_freq_K10,pread,5,128,1057.81,1072.02,996.11,33.38,100.0,859.31,10.26,846.34,1919.16,1909.56,0.0
YC,orig,leaf_rand_K10,async,10,128,966.82,1048.68,876.36,54.52,100.0,37.68,9.88,27.68,1005.22,995.14,0.0
YC,orig,leaf_rand_K10,pread,5,128,1003.19,1057.85,908.23,52.12,100.0,830.30,10.36,819.71,1832.24,1822.12,0.0
