workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,orig,2d,async,e2e_us,10,-8.09,-11.37,-13.5,0.01,-20.0,24.79,9/10,directional,seed01=24.8;seed02=-8.3;seed03=-12.0;seed04=-15.5;seed05=-11.9;seed06=-20.0;seed07=-11.6;seed08=-7.0;seed09=-11.2;seed10=-8.2
A,orig,2d,async,e2e_warm_us,10,-27.33,-28.08,-30.91,-22.96,-36.18,-10.82,10/10,robust,seed01=-10.8;seed02=-26.4;seed03=-30.3;seed04=-33.4;seed05=-30.3;seed06=-36.2;seed07=-28.0;seed08=-26.7;seed09=-28.2;seed10=-23.0
A,orig,2d,async,first_query_us,10,-37.71,-38.24,-40.6,-34.6,-45.99,-27.76,10/10,robust,seed01=-27.8;seed02=-36.9;seed03=-40.7;seed04=-41.7;seed05=-39.5;seed06=-46.0;seed07=-37.7;seed08=-36.3;seed09=-38.7;seed10=-31.8
A,orig,2d,pread,e2e_us,10,184.08,170.18,162.41,215.92,143.77,314.41,10/10,robust,seed01=314.4;seed02=192.9;seed03=181.8;seed04=143.8;seed05=158.9;seed06=161.7;seed07=169.5;seed08=170.9;seed09=190.3;seed10=156.6
A,orig,2d,pread,e2e_warm_us,10,164.79,152.2,145.07,192.93,125.65,278.29,10/10,robust,seed01=278.3;seed02=174.8;seed03=164.9;seed04=125.7;seed05=140.4;seed06=145.0;seed07=153.4;seed08=151.0;seed09=172.6;seed10=141.8
A,orig,2d,pread,first_query_us,10,-41.28,-38.88,-47.07,-36.8,-63.83,-31.68,10/10,robust,seed01=-63.8;seed02=-36.5;seed03=-43.0;seed04=-42.0;seed05=-39.3;seed06=-46.3;seed07=-35.7;seed08=-36.1;seed09=-38.4;seed10=-31.7
A,orig,2e_K10,async,e2e_us,10,-18.27,-9.71,-34.89,-2.24,-56.3,27.04,9/10,robust,seed01=27.0;seed02=-3.3;seed03=-9.9;seed04=-14.2;seed05=-51.6;seed06=-52.2;seed07=-7.6;seed08=-5.0;seed09=-9.5;seed10=-56.3
A,orig,2e_K10,async,e2e_warm_us,10,-37.52,-27.08,-52.19,-24.3,-71.43,-8.77,10/10,robust,seed01=-8.8;seed02=-20.4;seed03=-27.3;seed04=-32.1;seed05=-70.2;seed06=-68.7;seed07=-24.1;seed08=-25.4;seed09=-26.8;seed10=-71.4
A,orig,2e_K10,async,first_query_us,10,-49.44,-39.05,-63.13,-36.98,-81.5,-28.45,10/10,robust,seed01=-28.4;seed02=-32.6;seed03=-39.2;seed04=-41.7;seed05=-80.7;seed06=-79.6;seed07=-35.5;seed08=-36.2;seed09=-38.9;seed10=-81.5
A,orig,2e_K10,pread,e2e_us,10,273.1,266.75,234.12,324.41,195.85,469.79,10/10,robust,seed01=469.8;seed02=294.9;seed03=284.6;seed04=231.4;seed05=208.4;seed06=219.2;seed07=269.7;seed08=263.8;seed09=293.4;seed10=195.8
A,orig,2e_K10,pread,e2e_warm_us,10,253.77,248.51,216.78,301.29,181.09,434.29,10/10,robust,seed01=434.3;seed02=276.6;seed03=266.4;seed04=213.5;seed05=190.0;seed06=202.7;seed07=253.6;seed08=243.4;seed09=276.0;seed10=181.1
A,orig,2e_K10,pread,first_query_us,10,-53.4,-42.52,-65.97,-41.77,-81.33,-32.28,10/10,robust,seed01=-63.9;seed02=-32.3;seed03=-43.2;seed04=-41.8;seed05=-80.5;seed06=-79.8;seed07=-36.0;seed08=-36.3;seed09=-38.8;seed10=-81.3
A,orig,2e_K500,async,e2e_us,10,105.84,84.14,55.06,179.89,19.39,413.28,10/10,robust,seed01=140.1;seed02=96.5;seed03=91.6;seed04=63.0;seed05=26.4;seed06=413.3;seed07=93.4;seed08=76.7;seed09=38.1;seed10=19.4
A,orig,2e_K500,async,e2e_warm_us,10,86.87,65.76,37.28,161.06,4.8,396.5,10/10,robust,seed01=105.8;seed02=78.4;seed03=74.9;seed04=45.1;seed05=8.0;seed06=396.5;seed07=77.5;seed08=56.7;seed09=21.1;seed10=4.8
A,orig,2e_K500,async,first_query_us,10,-13.61,-37.99,-61.6,64.98,-81.28,320.39,9/10,directional,seed01=-63.6;seed02=-25.7;seed03=-32.8;seed04=-37.5;seed05=-80.5;seed06=320.4;seed07=-19.1;seed08=-38.5;seed09=-77.4;seed10=-81.3
A,orig,2e_K500,pread,e2e_us,10,2528.22,2273.43,2134.82,3019.77,1795.18,4273.17,10/10,robust,seed01=4273.2;seed02=3501.6;seed03=2219.4;seed04=1795.2;seed05=2284.9;seed06=2157.3;seed07=2565.3;seed08=2262.0;seed09=2324.7;seed10=1898.6
A,orig,2e_K500,pread,e2e_warm_us,10,2509.11,2254.32,2117.59,2998.58,1777.14,4237.89,10/10,robust,seed01=4237.9;seed02=3483.9;seed03=2202.6;seed04=1777.1;seed05=2266.5;seed06=2141.6;seed07=2548.9;seed08=2242.1;seed09=2306.9;seed10=1883.5
A,orig,2e_K500,pread,first_query_us,10,-59.49,-70.62,-73.0,-44.43,-82.09,-18.2,10/10,robust,seed01=-63.6;seed02=-36.7;seed03=-36.7;seed04=-82.1;seed05=-80.7;seed06=-79.4;seed07=-18.2;seed08=-38.6;seed09=-77.6;seed10=-81.3
A,orig,2f_slru,async,e2e_us,10,786.21,725.83,693.62,925.96,624.36,1365.5,10/10,robust,seed01=1365.5;seed02=791.8;seed03=790.4;seed04=624.4;seed05=679.3;seed06=717.1;seed07=734.6;seed08=716.7;seed09=796.0;seed10=646.4
A,orig,2f_slru,async,e2e_warm_us,10,766.93,709.19,676.53,903.1,606.46,1330.12,10/10,robust,seed01=1330.1;seed02=773.7;seed03=773.5;seed04=606.5;seed05=661.1;seed06=700.6;seed07=717.8;seed08=696.4;seed09=777.9;seed10=631.7
A,orig,2f_slru,async,first_query_us,10,-88.03,-88.82,-89.28,-86.15,-90.29,-80.2,10/10,robust,seed01=-80.2;seed02=-88.0;seed03=-87.9;seed04=-90.3;seed05=-89.6;seed06=-88.9;seed07=-88.8;seed08=-88.9;seed09=-88.0;seed10=-89.8
A,orig,2f_slru,pread,e2e_us,10,2178.75,2080.43,1941.63,2528.47,1730.82,3609.18,10/10,robust,seed01=3609.2;seed02=2158.3;seed03=2142.6;seed04=1730.8;seed05=2200.8;seed06=2011.9;seed07=2018.2;seed08=1958.0;seed09=2177.1;seed10=1780.5
A,orig,2f_slru,pread,e2e_warm_us,10,2159.25,2063.61,1923.79,2505.76,1712.78,3575.08,10/10,robust,seed01=3575.1;seed02=2140.2;seed03=2125.9;seed04=1712.8;seed05=2182.5;seed06=1995.5;seed07=2001.3;seed08=1938.3;seed09=2154.7;seed10=1766.1
A,orig,2f_slru,pread,first_query_us,10,-88.38,-89.12,-89.59,-86.58,-90.72,-81.06,10/10,robust,seed01=-81.1;seed02=-88.0;seed03=-88.4;seed04=-90.7;seed05=-89.8;seed06=-89.1;seed07=-89.2;seed08=-89.1;seed09=-88.1;seed10=-90.2
A,orig,2f_top100,async,e2e_us,10,-11.41,-0.45,-26.61,3.52,-45.93,23.73,5/10,tie,seed01=23.7;seed02=9.5;seed03=3.7;seed04=-4.6;seed05=-40.7;seed06=-40.6;seed07=7.0;seed08=5.9;seed09=-32.1;seed10=-45.9
A,orig,2f_top100,async,e2e_warm_us,10,-30.92,-18.23,-44.77,-17.29,-60.76,-7.96,10/10,robust,seed01=-11.0;seed02=-8.0;seed03=-13.6;seed04=-22.3;seed05=-59.3;seed06=-57.3;seed07=-9.4;seed08=-14.2;seed09=-53.5;seed10=-60.8
A,orig,2f_top100,async,first_query_us,10,-54.95,-45.98,-67.91,-42.17,-81.21,-32.1,10/10,robust,seed01=-50.3;seed02=-32.3;seed03=-38.0;seed04=-41.7;seed05=-80.5;seed06=-79.5;seed07=-32.1;seed08=-36.2;seed09=-77.8;seed10=-81.2
A,orig,2f_top100,pread,e2e_us,10,1019.88,982.19,907.48,1183.19,828.52,1685.41,10/10,robust,seed01=1685.4;seed02=1056.0;seed03=1045.9;seed04=828.5;seed05=871.0;seed06=919.0;seed07=987.2;seed08=977.2;seed09=993.5;seed10=835.0
A,orig,2f_top100,pread,e2e_warm_us,10,1000.29,963.64,889.97,1160.05,810.94,1650.15,10/10,robust,seed01=1650.1;seed02=1037.8;seed03=1028.2;seed04=810.9;seed05=852.8;seed06=902.6;seed07=970.3;seed08=957.0;seed09=973.4;seed10=819.7
A,orig,2f_top100,pread,first_query_us,10,-55.11,-46.16,-68.03,-42.34,-81.31,-32.17,10/10,robust,seed01=-50.2;seed02=-32.5;seed03=-38.6;seed04=-42.1;seed05=-80.7;seed06=-79.6;seed07=-32.2;seed08=-36.1;seed09=-77.8;seed10=-81.3
A,orig,2f_top14,async,e2e_us,10,-11.98,-11.75,-25.46,0.51,-58.3,29.64,9/10,directional,seed01=29.6;seed02=-3.1;seed03=-12.4;seed04=-15.6;seed05=-12.2;seed06=-20.6;seed07=-8.4;seed08=-7.6;seed09=-11.3;seed10=-58.3
A,orig,2f_top14,async,e2e_warm_us,10,-31.09,-28.81,-42.48,-22.09,-73.23,-5.32,10/10,robust,seed01=-5.3;seed02=-20.8;seed03=-28.9;seed04=-33.6;seed05=-30.6;seed06=-37.2;seed07=-24.7;seed08=-27.8;seed09=-28.7;seed10=-73.2
A,orig,2f_top14,async,first_query_us,10,-40.92,-38.91,-51.54,-33.17,-81.52,-21.39,10/10,robust,seed01=-21.4;seed02=-30.6;seed03=-39.3;seed04=-41.7;seed05=-39.3;seed06=-46.0;seed07=-34.0;seed08=-36.8;seed09=-38.5;seed10=-81.5
A,orig,2f_top14,pread,e2e_us,10,130.14,123.92,104.49,163.82,60.04,259.58,10/10,robust,seed01=259.6;seed02=142.4;seed03=129.0;seed04=102.0;seed05=116.5;seed06=110.5;seed07=125.5;seed08=122.3;seed09=133.7;seed10=60.0
A,orig,2f_top14,pread,e2e_warm_us,10,110.84,106.01,87.56,140.33,45.59,222.71,10/10,robust,seed01=222.7;seed02=124.2;seed03=111.6;seed04=84.1;seed05=97.7;seed06=93.9;seed07=109.3;seed08=102.7;seed09=116.6;seed10=45.6
A,orig,2f_top14,pread,first_query_us,10,-41.0,-38.72,-51.45,-33.72,-81.59,-27.1,10/10,robust,seed01=-27.1;seed02=-28.2;seed03=-38.8;seed04=-41.4;seed05=-39.2;seed06=-46.2;seed07=-32.6;seed08=-36.2;seed09=-38.6;seed10=-81.6
A,orig,2f_top28,async,e2e_us,10,-18.14,-9.63,-34.87,-2.2,-56.03,27.36,9/10,robust,seed01=27.4;seed02=-4.7;seed03=-10.0;seed04=-14.2;seed05=-51.6;seed06=-52.0;seed07=-5.3;seed08=-5.6;seed09=-9.3;seed10=-56.0
A,orig,2f_top28,async,e2e_warm_us,10,-37.31,-27.07,-52.07,-23.99,-71.34,-7.87,10/10,robust,seed01=-7.9;seed02=-22.1;seed03=-27.2;seed04=-32.0;seed05=-70.1;seed06=-68.5;seed07=-21.7;seed08=-25.4;seed09=-27.0;seed10=-71.3
A,orig,2f_top28,async,first_query_us,10,-49.21,-39.01,-62.94,-36.65,-81.32,-27.65,10/10,robust,seed01=-27.6;seed02=-34.2;seed03=-39.1;seed04=-41.7;seed05=-80.6;seed06=-79.6;seed07=-32.8;seed08=-36.2;seed09=-38.9;seed10=-81.3
A,orig,2f_top28,pread,e2e_us,10,263.97,262.12,220.27,323.29,178.01,492.27,10/10,robust,seed01=492.3;seed02=280.8;seed03=272.9;seed04=213.5;seed05=193.1;seed06=208.3;seed07=271.6;seed08=252.7;seed09=276.7;seed10=178.0
A,orig,2f_top28,pread,e2e_warm_us,10,244.99,243.91,203.26,300.53,163.5,458.15,10/10,robust,seed01=458.1;seed02=262.6;seed03=256.0;seed04=196.0;seed05=174.6;seed06=191.8;seed07=255.4;seed08=232.5;seed09=259.5;seed10=163.5
