workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,lp_sorted,pread,128,1,1,0.00,100.00,94.21,17813.34,136.06,17677.28,,,17907.55,17771.49,1.54,0.00,278.00,1.13,42952136,2026-09-23T04:22:56Z
A,orig,lp_sorted,async,128,1,1,0.00,100.00,97.48,7227.97,138.13,7089.84,,,7325.45,7187.32,1.57,0.00,278.00,1.13,42949416,2026-09-23T04:22:57Z
A,orig,lp_shuf,pread,128,1,1,0.00,100.00,98.90,258355.18,186.39,258168.79,,,258454.08,258267.69,1.55,0.00,278.00,1.13,42946060,2026-09-23T04:22:57Z
A,orig,lp_shuf,async,128,1,1,0.00,100.00,98.56,7080.57,180.67,6899.90,,,7179.13,6998.46,1.57,0.00,278.00,1.13,42944260,2026-09-23T04:22:57Z
B,orig,lp_sorted,pread,128,1,1,0.00,100.00,96.12,17172.40,181.70,16990.70,,,17268.52,17086.82,1.59,0.00,278.00,1.13,42947364,2026-09-23T04:22:58Z
B,orig,lp_sorted,async,128,1,1,0.00,100.00,98.46,7294.11,180.88,7113.23,,,7392.57,7211.69,1.64,0.00,278.00,1.13,42945048,2026-09-23T04:22:58Z
B,orig,lp_shuf,pread,128,1,1,0.00,100.00,100.80,266746.33,182.21,266564.12,,,266847.13,266664.92,1.59,0.00,278.00,1.13,42947016,2026-09-23T04:22:58Z
B,orig,lp_shuf,async,128,1,1,0.00,100.00,100.57,7154.31,173.92,6980.39,,,7254.88,7080.96,1.62,0.00,278.00,1.13,42945180,2026-09-23T04:22:59Z
C,orig,lp_sorted,pread,128,1,1,0.00,100.00,91.69,3032.58,140.34,2892.24,,,3124.27,2983.93,1.56,0.00,37.00,1.13,42947184,2026-09-23T04:22:59Z
C,orig,lp_sorted,async,128,1,1,0.00,100.00,94.76,892.74,142.23,750.51,,,987.50,845.27,1.54,0.00,37.00,1.12,42947896,2026-09-23T04:22:59Z
C,orig,lp_shuf,pread,128,1,1,0.00,100.00,95.80,27939.19,183.63,27755.56,,,28034.99,27851.36,1.53,0.00,37.00,1.12,42948704,2026-09-23T04:22:59Z
C,orig,lp_shuf,async,128,1,1,0.00,100.00,94.39,857.89,183.13,674.76,,,952.28,769.15,1.54,0.00,37.00,1.12,42950244,2026-09-23T04:23:00Z
C_hit,orig,lp_sorted,pread,128,1,1,0.00,100.00,92.29,4718.71,180.89,4537.82,,,4811.00,4630.11,1.54,0.00,62.00,1.12,42949916,2026-09-23T04:23:00Z
C_hit,orig,lp_sorted,async,128,1,1,0.00,100.00,92.03,1585.71,183.22,1402.49,,,1677.74,1494.52,1.56,0.00,62.00,1.12,42950068,2026-09-23T04:23:00Z
C_hit,orig,lp_shuf,pread,128,1,1,0.00,100.00,91.44,53456.08,180.94,53275.14,,,53547.52,53366.58,1.54,0.00,62.00,1.12,42951336,2026-09-23T04:23:01Z
C_hit,orig,lp_shuf,async,128,1,1,0.00,99.60,92.31,1589.27,180.54,1408.73,,,1681.58,1501.04,1.56,0.00,62.00,1.12,42951752,2026-09-23T04:23:01Z
A,orig,lp_sorted,pread,128,2,0,0.00,100.00,93.84,18081.85,173.51,17908.35,,,18175.69,18002.19,1.54,0.00,278.00,1.12,42951892,2026-09-23T04:23:01Z
A,orig,lp_shuf,pread,128,2,0,0.00,100.00,96.96,256647.76,170.12,256477.64,,,256744.72,256574.60,1.54,0.00,278.00,1.12,42952216,2026-09-23T04:23:02Z
B,orig,lp_sorted,pread,128,2,0,0.00,100.00,97.40,18564.34,170.59,18393.75,,,18661.74,18491.15,1.59,0.00,278.00,1.12,42947424,2026-09-23T04:23:02Z
B,orig,lp_shuf,pread,128,2,0,0.00,100.00,98.53,267540.92,172.81,267368.12,,,267639.45,267466.65,1.60,0.00,278.00,1.12,42946864,2026-09-23T04:23:02Z
C,orig,lp_sorted,pread,128,2,0,0.00,100.00,100.22,3023.15,172.66,2850.50,,,3123.37,2950.72,1.54,0.00,37.00,1.12,42947512,2026-09-23T04:23:03Z
C,orig,lp_shuf,pread,128,2,0,0.00,100.00,92.24,28017.40,172.42,27844.97,,,28109.64,27937.21,1.53,0.00,37.00,1.12,42947808,2026-09-23T04:23:03Z
C_hit,orig,lp_sorted,pread,128,2,0,0.00,100.00,94.83,4622.11,171.99,4450.12,,,4716.94,4544.95,1.53,0.00,62.00,1.12,42948632,2026-09-23T04:23:03Z
C_hit,orig,lp_shuf,pread,128,2,0,0.00,100.00,98.61,53255.16,166.63,53088.53,,,53353.77,53187.14,1.56,0.00,62.00,1.12,42968876,2026-09-23T04:23:04Z
A,orig,lp_sorted,pread,128,3,0,0.00,100.00,94.40,18010.18,168.30,17841.88,,,18104.58,17936.28,1.55,0.00,278.00,1.12,42968576,2026-09-23T04:23:04Z
A,orig,lp_shuf,pread,128,3,0,0.00,100.00,98.33,258026.83,172.36,257854.46,,,258125.16,257952.79,1.56,0.00,278.00,1.11,42969008,2026-09-23T04:23:04Z
B,orig,lp_sorted,pread,128,3,0,0.00,100.00,98.55,18625.54,172.57,18452.97,,,18724.09,18551.52,1.59,0.00,278.00,1.11,42969484,2026-09-23T04:23:05Z
B,orig,lp_shuf,pread,128,3,0,0.00,100.00,99.09,267318.74,174.22,267144.53,,,267417.83,267243.62,1.58,0.00,278.00,1.11,42969828,2026-09-23T04:23:05Z
C,orig,lp_sorted,pread,128,3,0,0.00,100.00,95.09,3013.36,172.02,2841.33,,,3108.45,2936.42,1.52,0.00,37.00,1.11,42969436,2026-09-23T04:23:05Z
C,orig,lp_shuf,pread,128,3,0,0.00,100.00,92.53,27941.97,171.64,27770.32,,,28034.50,27862.85,1.52,0.00,37.00,1.11,42969948,2026-09-23T04:23:06Z
C_hit,orig,lp_sorted,pread,128,3,0,0.00,100.00,95.10,5162.70,170.55,4992.15,,,5257.80,5087.25,1.55,0.00,62.00,1.11,42969920,2026-09-23T04:23:06Z
C_hit,orig,lp_shuf,pread,128,3,0,0.00,100.00,95.27,53260.06,170.24,53089.82,,,53355.33,53185.09,1.55,0.00,62.00,1.11,42969800,2026-09-23T04:23:06Z
A,orig,lp_sorted,pread,128,4,0,0.00,100.00,93.68,18627.08,171.32,18455.76,,,18720.76,18549.44,1.56,0.00,278.00,1.11,42969252,2026-09-23T04:23:06Z
A,orig,lp_shuf,pread,128,4,0,0.00,100.00,98.52,256984.40,171.94,256812.45,,,257082.92,256910.97,1.57,0.00,278.00,1.11,42969060,2026-09-23T04:23:07Z
B,orig,lp_sorted,pread,128,4,0,0.00,100.00,92.98,18514.72,170.34,18344.38,,,18607.70,18437.36,1.59,0.00,278.00,1.11,42956836,2026-09-23T04:23:07Z
B,orig,lp_shuf,pread,128,4,0,0.00,100.00,99.73,266590.24,170.62,266419.62,,,266689.97,266519.35,1.60,0.00,278.00,1.11,42957772,2026-09-23T04:23:08Z
C,orig,lp_sorted,pread,128,4,0,0.00,100.00,94.06,3010.88,172.50,2838.38,,,3104.94,2932.44,1.50,0.00,37.00,1.11,42958956,2026-09-23T04:23:08Z
C,orig,lp_shuf,pread,128,4,0,0.00,100.00,93.95,28036.96,170.64,27866.31,,,28130.91,27960.26,1.52,0.00,37.00,1.11,42958824,2026-09-23T04:23:08Z
C_hit,orig,lp_sorted,pread,128,4,0,0.00,100.00,93.39,4457.42,170.38,4287.04,,,4550.81,4380.43,1.53,0.00,62.00,1.11,42959732,2026-09-23T04:23:09Z
C_hit,orig,lp_shuf,pread,128,4,0,0.00,100.00,94.14,53202.23,170.35,53031.88,,,53296.37,53126.02,1.55,0.00,62.00,1.11,42952704,2026-09-23T04:23:09Z
A,orig,lp_sorted,pread,128,5,0,0.00,100.00,95.81,18838.48,171.97,18666.51,,,18934.29,18762.32,1.54,0.00,278.00,1.10,42952772,2026-09-23T04:23:09Z
A,orig,lp_shuf,pread,128,5,0,0.00,100.00,97.05,257837.74,169.50,257668.24,,,257934.79,257765.29,1.55,0.00,278.00,1.10,42953564,2026-09-23T04:23:10Z
B,orig,lp_sorted,pread,128,5,0,0.00,100.00,95.92,18128.17,175.90,17952.27,,,18224.09,18048.19,1.56,0.00,278.00,1.10,42953600,2026-09-23T04:23:10Z
B,orig,lp_shuf,pread,128,5,0,0.00,100.00,100.90,266813.31,171.04,266642.27,,,266914.21,266743.17,1.57,0.00,278.00,1.10,42953984,2026-09-23T04:23:10Z
C,orig,lp_sorted,pread,128,5,0,0.00,100.00,95.64,2876.24,170.03,2706.21,,,2971.88,2801.85,1.51,0.00,37.00,1.10,42953912,2026-09-23T04:23:11Z
C,orig,lp_shuf,pread,128,5,0,0.00,100.00,96.11,28007.14,172.59,27834.56,,,28103.25,27930.67,1.51,0.00,37.00,1.10,42953304,2026-09-23T04:23:11Z
C_hit,orig,lp_sorted,pread,128,5,0,0.00,100.00,95.27,4677.55,172.88,4504.67,,,4772.82,4599.94,1.52,0.00,62.00,1.10,42954288,2026-09-23T04:23:11Z
C_hit,orig,lp_shuf,pread,128,5,0,0.00,100.00,95.70,53260.35,171.03,53089.32,,,53356.05,53185.02,1.55,0.00,62.00,1.10,42954208,2026-09-23T04:23:12Z
