workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
C_hit,orig,2d,async,10,128,537.62,543.47,506.54,14.23,100.0,194.06,125.42,68.30,731.63,605.91,0.0
C_hit,orig,2d,pread,10,128,507.44,540.36,432.91,27.79,100.0,554.42,124.56,430.03,1063.59,938.31,0.0
C_hit,orig,2e_K10,async,10,128,512.52,545.41,437.55,29.76,100.0,206.30,125.41,80.26,716.65,591.60,0.0
C_hit,orig,2e_K10,pread,10,128,477.55,543.68,441.61,33.80,100.0,1105.24,125.56,980.90,1580.95,1456.62,0.0
C_hit,orig,2e_K500,async,10,128,553.35,571.42,501.85,30.78,45.7,817.19,125.22,691.94,1356.81,1231.79,0.0
C_hit,orig,2e_K500,pread,10,128,578.55,584.51,502.56,24.09,100.0,3263.95,124.91,3138.02,3839.94,3714.34,0.0
C_hit,orig,2f_slru,async,10,128,85.11,88.86,81.52,2.41,100.0,1563.03,166.72,1397.09,1648.66,1482.18,0.0
C_hit,orig,2f_slru,pread,10,128,82.06,88.31,80.54,3.08,100.0,4609.55,165.50,4443.83,4691.63,4525.92,0.0
C_hit,orig,2f_top14,async,10,128,460.20,526.85,443.94,31.32,100.0,244.77,166.08,78.45,707.02,542.16,0.0
C_hit,orig,2f_top14,pread,10,128,480.26,539.90,442.21,34.65,100.0,1048.65,166.06,880.55,1532.00,1365.79,0.0
C_hit,orig,2f_top28,async,10,128,509.93,540.39,435.45,29.36,100.0,263.41,165.79,96.53,773.97,607.27,0.0
C_hit,orig,2f_top28,pread,10,128,484.12,516.96,477.48,15.56,100.0,1052.72,165.82,884.68,1541.23,1374.91,0.0
C_hit,orig,baseline,baseline,10,128,910.24,943.31,829.78,30.42,0.0,0.00,0.00,0.00,910.24,910.24,0.0
C_hit,orig,layers_92,async,10,128,500.77,540.10,499.29,15.63,100.0,370.77,166.09,204.30,873.32,707.21,0.0
C_hit,orig,layers_92,pread,10,128,539.81,545.05,501.40,15.69,100.0,7979.23,166.66,7813.03,8521.12,8354.93,0.0
