op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
21171,read,60020,1,100,2555,0,0
21172,read,72056,1,100,2524,0,0
21173,read,80075,1,100,2565,0,0
21174,read,21122,1,100,2585,0,0
21175,read,96739,1,100,2565,0,0
21176,read,89604,1,100,2625,0,0
21177,read,56833,1,100,2725,0,0
21178,read,65070,1,100,2575,0,0
21179,read,28346,1,100,2535,0,0
21180,read,66858,1,100,2554,0,0
21181,read,48127,1,100,2635,0,0
21182,read,62710,1,100,2545,0,0
21183,read,46488,1,100,2816,0,0
21184,read,86262,1,100,2525,0,0
21185,read,82266,1,100,2555,0,0
21186,read,25168,1,100,2655,0,0
21187,read,97855,1,100,2595,0,0
21188,read,27063,1,100,2565,0,0
21189,read,86072,1,100,2625,0,0
21190,read,8432,1,100,2565,0,0
21191,read,97447,1,100,2585,0,0
21192,read,13175,1,100,2555,0,0
21193,read,70084,1,100,2594,0,0
21194,read,82913,1,100,2565,0,0
21195,read,6127,1,100,2595,0,0
21196,read,7579,1,100,2555,0,0
21197,read,2844,1,100,2525,0,0
21198,read,50591,1,100,2534,0,0
21199,read,92150,1,100,2565,0,0
21200,read,93389,1,100,2534,0,0
21201,read,9133,1,100,2555,0,0
21202,read,86579,1,100,2555,0,0
21203,read,19045,1,100,2535,0,0
21204,read,50070,1,100,2565,0,0
21205,read,36040,1,100,2575,0,0
21206,read,1872,1,100,2555,0,0
21207,read,65296,1,100,2565,0,0
21208,read,26871,1,100,2545,0,0
21209,read,73510,1,100,2534,0,0
21210,read,33652,1,100,2545,0,0
21211,read,4787,1,100,2635,0,0
21212,read,60362,1,100,2575,0,0
21213,read,75910,1,100,2575,0,0
21214,read,11765,1,100,2525,0,0
21215,read,45143,1,100,2525,0,0
21216,read,13288,1,100,2505,0,0
21217,read,83681,1,100,2545,0,0
21218,read,14737,1,100,2535,0,0
21219,read,14263,1,100,2575,0,0
21220,read,71879,1,100,2726,0,0
21221,read,4017,1,100,2535,0,0
21222,read,37105,1,100,2555,0,0
21223,read,38500,1,100,2505,0,0
21224,read,93360,1,100,2535,0,0
21225,read,11615,1,100,2585,0,0
21226,read,75053,1,100,2545,0,0
21227,read,38647,1,100,2535,0,0
21228,read,24180,1,100,2525,0,0
21229,read,81057,1,100,2575,0,0
21230,read,3427,1,100,2535,0,0
21231,read,10323,1,100,2554,0,0
21232,read,10130,1,100,2535,0,0
21233,read,17792,1,100,2584,0,0
21234,read,47665,1,100,2525,0,0
21235,read,97927,1,100,2565,0,0
21236,read,39134,1,100,2525,0,0
21237,read,24665,1,100,2565,0,0
21238,read,32970,1,100,2535,0,0
21239,read,55324,1,100,2555,0,0
21240,read,38446,1,100,2525,0,0
21241,read,52030,1,100,2525,0,0
21242,read,21109,1,100,2555,0,0
21243,read,24762,1,100,2535,0,0
21244,read,61416,1,100,2555,0,0
21245,read,615,1,100,2545,0,0
21246,read,82294,1,100,2565,0,0
21247,read,10801,1,100,2525,0,0
21248,read,1342,1,100,2494,0,0
21249,read,93022,1,100,2535,0,0
21250,read,25369,1,100,2524,0,0
21251,read,91256,1,100,2635,0,0
21252,read,19299,1,100,2535,0,0
21253,read,77179,1,100,2565,0,0
21254,read,82209,1,100,2555,0,0
21255,read,86782,1,100,2574,0,0
21256,read,85818,1,100,2565,0,0
21257,read,75920,1,100,2534,0,0
21258,read,13394,1,100,2535,0,0
21259,read,49119,1,100,2514,0,0
21260,read,59020,1,100,2685,0,0
21261,read,50697,1,100,2555,0,0
21262,read,69782,1,100,2524,0,0
21263,read,92449,1,100,2565,0,0
21264,read,60939,1,100,2504,0,0
21265,read,51944,1,100,2545,0,0
21266,read,10488,1,100,2524,0,0
21267,read,63617,1,100,2595,0,0
21268,read,50369,1,100,2524,0,0
21269,read,55428,1,100,2515,0,0
21270,read,54453,1,100,2574,0,0
21271,read,34534,1,100,2545,0,0
21272,read,30959,1,100,2544,0,0
21273,read,35469,1,100,2545,0,0
21274,read,19836,1,100,2555,0,0
21275,read,1437,1,100,2515,0,0
21276,read,41432,1,100,2505,0,0
21277,read,19391,1,100,2545,0,0
21278,read,84091,1,100,2565,0,0
21279,read,53066,1,100,2665,0,0
21280,read,65594,1,100,2525,0,0
21281,read,10754,1,100,2594,0,0
21282,read,17208,1,100,2545,0,0
21283,read,55319,1,100,2474,0,0
21284,read,11752,1,100,2505,0,0
21285,read,35407,1,100,3005,0,0
21286,read,87717,1,100,2565,0,0
21287,read,4355,1,100,2564,0,0
21288,read,79513,1,100,16211,0,0
21289,read,46175,1,100,2685,0,0
21290,read,92624,1,100,2555,0,0
21291,read,26097,1,100,2534,0,0
21292,read,31798,1,100,2555,0,0
21293,read,91432,1,100,2524,0,0
21294,read,51254,1,100,2605,0,0
21295,read,61979,1,100,2555,0,0
21296,read,10065,1,100,2545,0,0
21297,read,67844,1,100,2525,0,0
21298,read,38127,1,100,2545,0,0
21299,read,20158,1,100,2605,0,0
21300,read,26678,1,100,2524,0,0
21301,read,29287,1,100,2605,0,0
21302,read,54981,1,100,2544,0,0
21303,read,43879,1,100,2545,0,0
21304,read,26147,1,100,2524,0,0
21305,read,94267,1,100,2565,0,0
21306,read,32815,1,100,2575,0,0
21307,read,34011,1,100,2565,0,0
21308,read,69881,1,100,2675,0,0
21309,read,14558,1,100,2575,0,0
21310,read,75394,1,100,2525,0,0
21311,read,90,1,100,2605,0,0
21312,read,27813,1,100,2565,0,0
21313,read,6560,1,100,2555,0,0
21314,read,95695,1,100,2564,0,0
21315,read,82984,1,100,2555,0,0
21316,read,22092,1,100,2615,0,0
21317,read,46073,1,100,2525,0,0
21318,read,99400,1,100,2605,0,0
21319,read,32553,1,100,2555,0,0
21320,read,14010,1,100,2575,0,0
21321,read,4310,1,100,2574,0,0
21322,read,62101,1,100,2505,0,0
21323,read,34917,1,100,2605,0,0
21324,read,98188,1,100,2565,0,0
21325,read,85088,1,100,2585,0,0
21326,read,50757,1,100,2524,0,0
21327,read,58957,1,100,2545,0,0
21328,read,47714,1,100,2564,0,0
21329,read,50416,1,100,2535,0,0
21330,read,34069,1,100,2535,0,0
21331,read,38591,1,100,2605,0,0
21332,read,14070,1,100,2565,0,0
21333,read,20097,1,100,2545,0,0
21334,read,91932,1,100,2535,0,0
21335,read,12381,1,100,2535,0,0
21336,read,12073,1,100,2525,0,0
21337,read,558,1,100,2565,0,0
21338,read,78018,1,100,2525,0,0
21339,read,38287,1,100,2494,0,0
21340,read,56574,1,100,2545,0,0
21341,read,41194,1,100,2614,0,0
21342,read,24036,1,100,2505,0,0
21343,read,70346,1,100,2544,0,0
21344,read,51630,1,100,2525,0,0
21345,read,50944,1,100,2514,0,0
21346,read,6526,1,100,2525,0,0
21347,read,93541,1,100,2544,0,0
21348,read,71820,1,100,2515,0,0
21349,read,38442,1,100,2514,0,0
21350,read,67592,1,100,2545,0,0
21351,read,33855,1,100,2534,0,0
21352,read,2775,1,100,2535,0,0
21353,read,33369,1,100,2575,0,0
21354,read,90980,1,100,2575,0,0
21355,read,14675,1,100,2545,0,0
21356,read,19916,1,100,2555,0,0
21357,read,92083,1,100,2525,0,0
21358,read,55656,1,100,2555,0,0
21359,read,14250,1,100,2525,0,0
21360,read,74122,1,100,2565,0,0
21361,read,49380,1,100,2575,0,0
21362,read,33709,1,100,2534,0,0
21363,read,47387,1,100,2535,0,0
21364,read,74933,1,100,2554,0,0
21365,read,98654,1,100,2926,0,0
21366,read,65405,1,100,2565,0,0
21367,read,18664,1,100,2555,0,0
21368,read,54439,1,100,2534,0,0
21369,read,4167,1,100,2585,0,0
21370,read,28023,1,100,2545,0,0
21371,read,65079,1,100,2525,0,0
21372,read,188,1,100,2575,0,0
21373,read,16734,1,100,2545,0,0
21374,read,78329,1,100,2605,0,0
21375,read,87045,1,100,2635,0,0
21376,read,16040,1,100,2605,0,0
21377,read,21450,1,100,2565,0,0
21378,read,15251,1,100,2545,0,0
21379,read,71859,1,100,2525,0,0
21380,read,5165,1,100,2635,0,0
21381,read,12105,1,100,2575,0,0
21382,read,14683,1,100,2534,0,0
21383,read,45489,1,100,2555,0,0
21384,read,32573,1,100,2514,0,0
21385,read,43761,1,100,2585,0,0
21386,read,15825,1,100,2615,0,0
21387,read,35228,1,100,2565,0,0
21388,read,24801,1,100,2555,0,0
21389,read,94211,1,100,2514,0,0
21390,read,79309,1,100,2565,0,0
21391,read,8177,1,100,2564,0,0
21392,read,52172,1,100,2555,0,0
21393,read,26665,1,100,2555,0,0
21394,read,44580,1,100,2525,0,0
21395,read,68490,1,100,2535,0,0
21396,read,36931,1,100,2535,0,0
21397,read,49875,1,100,2555,0,0
21398,read,22443,1,100,2555,0,0
21399,read,63502,1,100,2525,0,0
21400,read,1433,1,100,2525,0,0
21401,read,7649,1,100,2575,0,0
21402,read,18415,1,100,2565,0,0
21403,read,90610,1,100,2665,0,0
21404,read,99239,1,100,2545,0,0
21405,read,59496,1,100,2575,0,0
21406,read,81269,1,100,2525,0,0
21407,read,10622,1,100,2535,0,0
21408,read,79667,1,100,2615,0,0
21409,read,52118,1,100,2494,0,0
21410,read,14347,1,100,2535,0,0
21411,read,90770,1,100,2515,0,0
21412,read,26529,1,100,2495,0,0
21413,read,71396,1,100,2555,0,0
21414,read,38488,1,100,2505,0,0
21415,read,77671,1,100,2545,0,0
21416,read,19973,1,100,2535,0,0
21417,read,83311,1,100,2565,0,0
21418,read,41070,1,100,2515,0,0
21419,read,58818,1,100,2545,0,0
21420,read,54419,1,100,2505,0,0
21421,read,48138,1,100,2545,0,0
21422,read,24335,1,100,2575,0,0
21423,read,4319,1,100,2535,0,0
21424,read,64936,1,100,2655,0,0
21425,read,80724,1,100,2575,0,0
21426,read,75692,1,100,2575,0,0
21427,read,37986,1,100,2535,0,0
21428,read,5377,1,100,2575,0,0
21429,read,64156,1,100,2535,0,0
21430,read,38551,1,100,2525,0,0
21431,read,92076,1,100,2525,0,0
21432,read,24682,1,100,2545,0,0
21433,read,63983,1,100,2565,0,0
21434,read,86970,1,100,2514,0,0
21435,read,70343,1,100,2495,0,0
21436,read,92766,1,100,2555,0,0
21437,read,62156,1,100,2495,0,0
21438,read,77450,1,100,2555,0,0
21439,read,16724,1,100,2525,0,0
21440,read,57841,1,100,2535,0,0
21441,read,95387,1,100,2585,0,0
21442,read,82373,1,100,2534,0,0
21443,read,2551,1,100,2545,0,0
21444,read,45882,1,100,2524,0,0
21445,read,90279,1,100,2575,0,0
21446,read,39514,1,100,2514,0,0
21447,read,63991,1,100,2485,0,0
21448,read,3639,1,100,2514,0,0
21449,read,67623,1,100,2525,0,0
21450,read,4714,1,100,2555,0,0
21451,read,26854,1,100,2515,0,0
21452,read,67820,1,100,2565,0,0
21453,read,78481,1,100,2564,0,0
21454,read,34551,1,100,2515,0,0
21455,read,7369,1,100,2554,0,0
21456,read,19702,1,100,2515,0,0
21457,read,50614,1,100,2504,0,0
21458,read,53547,1,100,2545,0,0
21459,read,32131,1,100,2514,0,0
21460,read,29955,1,100,2635,0,0
21461,read,9969,1,100,2514,0,0
21462,read,26452,1,100,2525,0,0
21463,read,37748,1,100,2524,0,0
21464,read,74758,1,100,2555,0,0
21465,read,23712,1,100,2785,0,0
21466,read,74826,1,100,2524,0,0
21467,read,47740,1,100,2535,0,0
21468,read,57483,1,100,2585,0,0
21469,read,22005,1,100,2535,0,0
21470,read,97762,1,100,2525,0,0
21471,read,64429,1,100,2545,0,0
21472,read,76104,1,100,2545,0,0
21473,read,33222,1,100,2565,0,0
21474,read,56639,1,100,2615,0,0
21475,read,40056,1,100,2544,0,0
21476,read,55652,1,100,2515,0,0
21477,read,19124,1,100,2675,0,0
21478,read,66899,1,100,2555,0,0
21479,read,73434,1,100,2585,0,0
21480,read,70717,1,100,2534,0,0
21481,read,48653,1,100,2595,0,0
21482,read,78317,1,100,2544,0,0
21483,read,49288,1,100,2535,0,0
21484,read,61053,1,100,2504,0,0
21485,read,11549,1,100,2505,0,0
21486,read,74100,1,100,2504,0,0
21487,read,66762,1,100,2605,0,0
21488,read,70820,1,100,2555,0,0
21489,read,59678,1,100,2495,0,0
21490,read,75278,1,100,2534,0,0
21491,read,64046,1,100,2515,0,0
21492,read,77916,1,100,2534,0,0
21493,read,69811,1,100,2525,0,0
21494,read,64197,1,100,2564,0,0
21495,read,4551,1,100,2535,0,0
21496,read,20324,1,100,2565,0,0
21497,read,66649,1,100,2565,0,0
21498,read,27453,1,100,2545,0,0
21499,read,83444,1,100,2565,0,0
21500,read,23049,1,100,2545,0,0
21501,read,95669,1,100,2886,0,0
21502,read,72442,1,100,2544,0,0
21503,read,55344,1,100,2635,0,0
21504,read,98155,1,100,2535,0,0
21505,read,30142,1,100,2555,0,0
21506,read,49059,1,100,2515,0,0
21507,read,65399,1,100,2495,0,0
21508,read,20478,1,100,2635,0,0
21509,read,18078,1,100,2614,0,0
21510,read,25205,1,100,2535,0,0
21511,read,27160,1,100,2585,0,0
21512,read,90255,1,100,2515,0,0
21513,read,44988,1,100,2585,0,0
21514,read,81031,1,100,2585,0,0
21515,read,82293,1,100,2535,0,0
21516,read,8242,1,100,2584,0,0
21517,read,86054,1,100,2615,0,0
21518,read,12420,1,100,2545,0,0
21519,read,96707,1,100,2535,0,0
21520,read,93774,1,100,2515,0,0
21521,read,67813,1,100,2515,0,0
21522,read,20874,1,100,2545,0,0
21523,read,23182,1,100,2545,0,0
21524,read,79231,1,100,2495,0,0
21525,read,81622,1,100,2595,0,0
21526,read,13488,1,100,2505,0,0
21527,read,84023,1,100,2795,0,0
21528,read,88068,1,100,2555,0,0
21529,read,51532,1,100,2595,0,0
21530,read,28398,1,100,2595,0,0
21531,read,73511,1,100,2535,0,0
21532,read,6098,1,100,2535,0,0
21533,read,49194,1,100,2525,0,0
21534,read,5419,1,100,2615,0,0
21535,read,73244,1,100,2525,0,0
21536,read,34911,1,100,2545,0,0
21537,read,61783,1,100,2515,0,0
21538,read,62195,1,100,2535,0,0
21539,read,33835,1,100,2525,0,0
21540,read,51063,1,100,2515,0,0
21541,read,14152,1,100,2515,0,0
21542,read,94072,1,100,2575,0,0
21543,read,54943,1,100,2575,0,0
21544,read,15369,1,100,2585,0,0
21545,read,37931,1,100,2534,0,0
21546,read,23653,1,100,2535,0,0
21547,read,76818,1,100,2554,0,0
21548,read,96646,1,100,2515,0,0
21549,read,53196,1,100,2564,0,0
21550,read,48481,1,100,2555,0,0
21551,read,80184,1,100,2545,0,0
21552,read,53621,1,100,2625,0,0
21553,read,38744,1,100,2515,0,0
21554,read,46993,1,100,2545,0,0
21555,read,87810,1,100,2575,0,0
21556,read,9218,1,100,2544,0,0
21557,read,1223,1,100,2545,0,0
21558,read,42194,1,100,2504,0,0
21559,read,57237,1,100,2575,0,0
21560,read,22650,1,100,2585,0,0
21561,read,37785,1,100,2525,0,0
21562,read,8871,1,100,2565,0,0
21563,read,55855,1,100,2595,0,0
21564,read,96400,1,100,2585,0,0
21565,read,53491,1,100,2544,0,0
21566,read,61908,1,100,2515,0,0
21567,read,62372,1,100,2515,0,0
21568,read,34901,1,100,2525,0,0
21569,read,16804,1,100,2525,0,0
21570,read,85967,1,100,2545,0,0
21571,read,13980,1,100,2545,0,0
21572,read,73523,1,100,2615,0,0
21573,read,58180,1,100,2615,0,0
21574,read,59922,1,100,2605,0,0
21575,read,15009,1,100,2545,0,0
21576,read,41829,1,100,2545,0,0
21577,read,36911,1,100,2545,0,0
21578,read,34630,1,100,2604,0,0
21579,read,22389,1,100,2505,0,0
21580,read,25843,1,100,2545,0,0
21581,read,20959,1,100,2605,0,0
21582,read,67836,1,100,2515,0,0
21583,read,42653,1,100,2575,0,0
21584,read,40445,1,100,2555,0,0
21585,read,74626,1,100,2524,0,0
21586,read,87093,1,100,2545,0,0
21587,read,89360,1,100,2544,0,0
21588,read,93199,1,100,2565,0,0
21589,read,33231,1,100,2645,0,0
21590,read,62820,1,100,2545,0,0
21591,read,40980,1,100,2535,0,0
21592,read,78573,1,100,2655,0,0
21593,read,45118,1,100,2565,0,0
21594,read,79497,1,100,2555,0,0
21595,read,4499,1,100,2555,0,0
21596,read,28705,1,100,2545,0,0
21597,read,30095,1,100,2575,0,0
21598,read,41237,1,100,2625,0,0
21599,read,43790,1,100,2544,0,0
21600,read,72808,1,100,2545,0,0
21601,read,34491,1,100,2504,0,0
21602,read,38234,1,100,2635,0,0
21603,read,26283,1,100,2585,0,0
21604,read,98238,1,100,2585,0,0
21605,read,24870,1,100,2575,0,0
21606,read,28483,1,100,2554,0,0
21607,read,74705,1,100,2575,0,0
21608,read,73184,1,100,2545,0,0
21609,read,30135,1,100,2545,0,0
21610,read,21779,1,100,2635,0,0
21611,read,76731,1,100,2545,0,0
21612,read,57401,1,100,2555,0,0
21613,read,91568,1,100,2534,0,0
21614,read,57438,1,100,2525,0,0
21615,read,45928,1,100,2524,0,0
21616,read,35413,1,100,2515,0,0
21617,read,46325,1,100,2965,0,0
21618,read,25191,1,100,2565,0,0
21619,read,66634,1,100,2545,0,0
21620,read,83067,1,100,4078,0,0
21621,read,47054,1,100,2525,0,0
21622,read,18641,1,100,2575,0,0
21623,read,51261,1,100,2575,0,0
21624,read,66646,1,100,2495,0,0
21625,read,2459,1,100,2555,0,0
21626,read,91622,1,100,2555,0,0
21627,read,11679,1,100,2544,0,0
21628,read,47369,1,100,2555,0,0
21629,read,35743,1,100,2635,0,0
21630,read,936,1,100,2575,0,0
21631,read,58096,1,100,2525,0,0
21632,read,29117,1,100,2635,0,0
21633,read,62209,1,100,2515,0,0
21634,read,5893,1,100,2544,0,0
21635,read,71067,1,100,2545,0,0
21636,read,15978,1,100,2574,0,0
21637,read,21590,1,100,2525,0,0
21638,read,97419,1,100,2645,0,0
21639,read,22880,1,100,2545,0,0
21640,read,8451,1,100,2535,0,0
21641,read,34996,1,100,2565,0,0
21642,read,36075,1,100,2515,0,0
21643,read,78127,1,100,2624,0,0
21644,read,23708,1,100,2505,0,0
21645,read,25732,1,100,2685,0,0
21646,read,47986,1,100,2515,0,0
21647,read,49988,1,100,2545,0,0
21648,read,60852,1,100,2535,0,0
21649,read,1227,1,100,2555,0,0
21650,read,82267,1,100,2544,0,0
21651,read,36468,1,100,2625,0,0
21652,read,44928,1,100,2554,0,0
21653,read,52591,1,100,2565,0,0
21654,read,75499,1,100,2555,0,0
21655,read,31695,1,100,2515,0,0
21656,read,18577,1,100,2525,0,0
21657,read,81700,1,100,2545,0,0
21658,read,24816,1,100,2535,0,0
21659,read,18576,1,100,2535,0,0
21660,read,78097,1,100,2565,0,0
21661,read,81831,1,100,2565,0,0
21662,read,67805,1,100,2495,0,0
21663,read,77921,1,100,2535,0,0
21664,read,28219,1,100,2575,0,0
21665,read,60458,1,100,2534,0,0
21666,read,62221,1,100,2555,0,0
21667,read,48638,1,100,2534,0,0
21668,read,83178,1,100,2515,0,0
21669,read,86327,1,100,2645,0,0
21670,read,96134,1,100,2555,0,0
21671,read,90056,1,100,2535,0,0
21672,read,72365,1,100,2525,0,0
21673,read,58646,1,100,2555,0,0
21674,read,8766,1,100,2545,0,0
21675,read,80672,1,100,2565,0,0
21676,read,72591,1,100,2535,0,0
21677,read,39463,1,100,2555,0,0
21678,read,78416,1,100,2604,0,0
21679,read,98833,1,100,2545,0,0
21680,read,1850,1,100,2555,0,0
21681,read,44438,1,100,2545,0,0
21682,read,43763,1,100,2515,0,0
21683,read,59363,1,100,2535,0,0
21684,read,40650,1,100,2565,0,0
21685,read,55493,1,100,2545,0,0
21686,read,75490,1,100,2535,0,0
21687,read,24655,1,100,2544,0,0
21688,read,59341,1,100,2525,0,0
21689,read,33423,1,100,2584,0,0
21690,read,87724,1,100,2545,0,0
21691,read,46190,1,100,2524,0,0
21692,read,94577,1,100,2555,0,0
21693,read,59211,1,100,2595,0,0
21694,read,85892,1,100,2545,0,0
21695,read,2014,1,100,2525,0,0
21696,read,69726,1,100,2555,0,0
21697,read,83701,1,100,2535,0,0
21698,read,12086,1,100,2565,0,0
21699,read,46843,1,100,2535,0,0
21700,read,30097,1,100,2555,0,0
21701,read,19003,1,100,2575,0,0
21702,read,52748,1,100,2614,0,0
21703,read,92642,1,100,2555,0,0
21704,read,5572,1,100,2535,0,0
21705,read,36275,1,100,2515,0,0
21706,read,27063,1,100,2515,0,0
21707,read,81107,1,100,2535,0,0
21708,read,94427,1,100,2685,0,0
21709,read,90452,1,100,2554,0,0
21710,read,79064,1,100,2565,0,0
21711,read,74512,1,100,2545,0,0
21712,read,46140,1,100,2525,0,0
21713,read,94967,1,100,2514,0,0
21714,read,40905,1,100,2575,0,0
21715,read,79468,1,100,2535,0,0
21716,read,63371,1,100,2555,0,0
21717,read,92885,1,100,2495,0,0
21718,read,13525,1,100,2525,0,0
21719,read,66192,1,100,2645,0,0
21720,read,34840,1,100,2534,0,0
21721,read,69027,1,100,2525,0,0
21722,read,67741,1,100,2525,0,0
21723,read,41019,1,100,2525,0,0
21724,read,71645,1,100,2575,0,0
21725,read,15136,1,100,2595,0,0
21726,read,88472,1,100,2544,0,0
21727,read,63015,1,100,2505,0,0
21728,read,84148,1,100,2585,0,0
21729,read,5334,1,100,2545,0,0
21730,read,12345,1,100,2545,0,0
21731,read,57314,1,100,2525,0,0
21732,read,3985,1,100,2535,0,0
21733,read,18035,1,100,2976,0,0
21734,read,54458,1,100,2534,0,0
21735,read,39271,1,100,2505,0,0
21736,read,21243,1,100,2564,0,0
21737,read,63878,1,100,2535,0,0
21738,read,16322,1,100,2595,0,0
21739,read,68455,1,100,2515,0,0
21740,read,19199,1,100,2565,0,0
21741,read,22609,1,100,2555,0,0
21742,read,51968,1,100,2545,0,0
21743,read,18562,1,100,2544,0,0
21744,read,10053,1,100,2535,0,0
21745,read,50534,1,100,2675,0,0
21746,read,14180,1,100,2575,0,0
21747,read,45537,1,100,2535,0,0
21748,read,29907,1,100,2555,0,0
21749,read,64367,1,100,2515,0,0
21750,read,41779,1,100,2545,0,0
21751,read,72086,1,100,2505,0,0
21752,read,28333,1,100,2655,0,0
21753,read,94508,1,100,2585,0,0
21754,read,89073,1,100,2575,0,0
21755,read,45850,1,100,2585,0,0
21756,read,27736,1,100,2565,0,0
21757,read,61905,1,100,2564,0,0
21758,read,35639,1,100,2715,0,0
21759,read,43787,1,100,2525,0,0
21760,read,93000,1,100,2555,0,0
21761,read,57421,1,100,2495,0,0
21762,read,86482,1,100,2555,0,0
21763,read,98384,1,100,2625,0,0
21764,read,45280,1,100,2514,0,0
21765,read,64839,1,100,2535,0,0
21766,read,2907,1,100,2564,0,0
21767,read,53,1,100,2655,0,0
21768,read,97657,1,100,2565,0,0
21769,read,32154,1,100,2544,0,0
21770,read,57703,1,100,2555,0,0
21771,read,5098,1,100,2544,0,0
21772,read,78923,1,100,2605,0,0
21773,read,73339,1,100,2535,0,0
21774,read,96524,1,100,2505,0,0
21775,read,62071,1,100,2515,0,0
21776,read,1041,1,100,2535,0,0
21777,read,94132,1,100,2545,0,0
21778,read,95119,1,100,2665,0,0
21779,read,21379,1,100,2545,0,0
21780,read,5950,1,100,2544,0,0
21781,read,85745,1,100,2535,0,0
21782,read,82428,1,100,2524,0,0
21783,read,71391,1,100,2535,0,0
21784,read,80130,1,100,2554,0,0
21785,read,96076,1,100,2525,0,0
21786,read,77109,1,100,2555,0,0
21787,read,77194,1,100,2545,0,0
21788,read,34872,1,100,2505,0,0
21789,read,96262,1,100,2535,0,0
21790,read,30468,1,100,2615,0,0
21791,read,74305,1,100,2605,0,0
21792,read,38089,1,100,2515,0,0
21793,read,81117,1,100,2524,0,0
21794,read,25376,1,100,2555,0,0
21795,read,33625,1,100,2544,0,0
21796,read,46476,1,100,2505,0,0
21797,read,31804,1,100,2494,0,0
21798,read,55729,1,100,2525,0,0
21799,read,35910,1,100,2505,0,0
21800,read,22116,1,100,2535,0,0
21801,read,47364,1,100,2575,0,0
21802,read,88711,1,100,2525,0,0
21803,read,21759,1,100,2564,0,0
21804,read,44291,1,100,2565,0,0
21805,read,18940,1,100,2584,0,0
21806,read,44438,1,100,2535,0,0
21807,read,54081,1,100,2565,0,0
21808,read,99824,1,100,2585,0,0
21809,read,5059,1,100,2595,0,0
21810,read,21522,1,100,2574,0,0
21811,read,278,1,100,2505,0,0
21812,read,12218,1,100,2554,0,0
21813,read,38021,1,100,2525,0,0
21814,read,58131,1,100,2534,0,0
21815,read,20310,1,100,2545,0,0
21816,read,89492,1,100,2645,0,0
21817,read,17220,1,100,2645,0,0
21818,read,64990,1,100,2555,0,0
21819,read,97565,1,100,2544,0,0
21820,read,14275,1,100,2535,0,0
21821,read,88118,1,100,2544,0,0
21822,read,28991,1,100,2665,0,0
21823,read,66589,1,100,2595,0,0
21824,read,1033,1,100,2495,0,0
21825,read,2033,1,100,2515,0,0
21826,read,22502,1,100,2565,0,0
21827,read,92756,1,100,2525,0,0
21828,read,15719,1,100,2565,0,0
21829,read,56832,1,100,2515,0,0
21830,read,26930,1,100,2614,0,0
21831,read,57592,1,100,2535,0,0
21832,read,69234,1,100,2534,0,0
21833,read,16346,1,100,2535,0,0
21834,read,52092,1,100,2545,0,0
21835,read,64296,1,100,2525,0,0
21836,read,22082,1,100,2605,0,0
21837,read,27424,1,100,2574,0,0
21838,read,5328,1,100,2555,0,0
21839,read,31281,1,100,2504,0,0
21840,read,7313,1,100,2585,0,0
21841,read,36199,1,100,2665,0,0
21842,read,14319,1,100,2524,0,0
21843,read,1577,1,100,2545,0,0
21844,read,60620,1,100,2554,0,0
21845,read,16447,1,100,2555,0,0
21846,read,26942,1,100,2565,0,0
21847,read,7107,1,100,2575,0,0
21848,read,91447,1,100,2545,0,0
21849,read,30531,1,100,2515,0,0
21850,read,9976,1,100,2525,0,0
21851,read,67702,1,100,2505,0,0
21852,read,30455,1,100,2525,0,0
21853,read,77804,1,100,2575,0,0
21854,read,95212,1,100,2515,0,0
21855,read,76199,1,100,2575,0,0
21856,read,6595,1,100,2585,0,0
21857,read,11791,1,100,2534,0,0
21858,read,31250,1,100,2505,0,0
21859,read,39425,1,100,2514,0,0
21860,read,82612,1,100,2535,0,0
21861,read,30608,1,100,2565,0,0
21862,read,56016,1,100,2525,0,0
21863,read,24302,1,100,2554,0,0
21864,read,40278,1,100,2555,0,0
21865,read,35867,1,100,2584,0,0
21866,read,60775,1,100,2575,0,0
21867,read,82049,1,100,2595,0,0
21868,read,11533,1,100,2495,0,0
21869,read,38183,1,100,2545,0,0
21870,read,75043,1,100,2525,0,0
21871,read,4540,1,100,2525,0,0
21872,read,39512,1,100,2555,0,0
21873,read,8812,1,100,2645,0,0
21874,read,72024,1,100,2564,0,0
21875,read,1043,1,100,2495,0,0
21876,read,83618,1,100,2675,0,0
21877,read,7234,1,100,2595,0,0
21878,read,73743,1,100,2545,0,0
21879,read,69135,1,100,2534,0,0
21880,read,89794,1,100,2645,0,0
21881,read,51308,1,100,2545,0,0
21882,read,18620,1,100,2545,0,0
21883,read,96046,1,100,2545,0,0
21884,read,68491,1,100,2535,0,0
21885,read,31897,1,100,2525,0,0
21886,read,31462,1,100,2535,0,0
21887,read,65749,1,100,2495,0,0
21888,read,12039,1,100,2535,0,0
21889,read,31365,1,100,2525,0,0
21890,read,17798,1,100,2565,0,0
21891,read,48720,1,100,2535,0,0
21892,read,12940,1,100,2535,0,0
21893,read,18067,1,100,2535,0,0
21894,read,78090,1,100,2545,0,0
21895,read,16266,1,100,2525,0,0
21896,read,56498,1,100,2535,0,0
21897,read,58404,1,100,2515,0,0
21898,read,65967,1,100,2575,0,0
21899,read,71875,1,100,2525,0,0
21900,read,40443,1,100,2504,0,0
21901,read,49714,1,100,2515,0,0
21902,read,88368,1,100,2545,0,0
21903,read,57594,1,100,2555,0,0
21904,read,3696,1,100,2574,0,0
