op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
46133,read,14436,1,100,2545,0,0
46134,read,36868,1,100,2504,0,0
46135,read,27877,1,100,2515,0,0
46136,read,71419,1,100,2524,0,0
46137,read,63097,1,100,2525,0,0
46138,read,74510,1,100,2504,0,0
46139,read,60023,1,100,2505,0,0
46140,read,96436,1,100,2515,0,0
46141,read,703,1,100,2565,0,0
46142,read,9214,1,100,2544,0,0
46143,read,70969,1,100,2535,0,0
46144,read,67345,1,100,2554,0,0
46145,read,55224,1,100,2515,0,0
46146,read,86090,1,100,2494,0,0
46147,read,1187,1,100,2555,0,0
46148,read,63315,1,100,2554,0,0
46149,read,44224,1,100,2505,0,0
46150,read,86730,1,100,2534,0,0
46151,read,66048,1,100,2555,0,0
46152,read,63927,1,100,2504,0,0
46153,read,10357,1,100,2525,0,0
46154,read,97170,1,100,2554,0,0
46155,read,81287,1,100,2585,0,0
46156,read,27050,1,100,2504,0,0
46157,read,619,1,100,2815,0,0
46158,read,41146,1,100,2535,0,0
46159,read,55498,1,100,2535,0,0
46160,read,70148,1,100,2495,0,0
46161,read,7678,1,100,2524,0,0
46162,read,29125,1,100,2535,0,0
46163,read,20444,1,100,2565,0,0
46164,read,73804,1,100,2525,0,0
46165,read,8342,1,100,2525,0,0
46166,read,30190,1,100,2565,0,0
46167,read,71976,1,100,2525,0,0
46168,read,96680,1,100,2575,0,0
46169,read,71822,1,100,2515,0,0
46170,read,66950,1,100,2525,0,0
46171,read,74095,1,100,2545,0,0
46172,read,58966,1,100,2575,0,0
46173,read,18283,1,100,2605,0,0
46174,read,55939,1,100,2514,0,0
46175,read,16341,1,100,2565,0,0
46176,read,34229,1,100,2564,0,0
46177,read,27832,1,100,2525,0,0
46178,read,33167,1,100,2524,0,0
46179,read,76581,1,100,2515,0,0
46180,read,59237,1,100,2534,0,0
46181,read,76831,1,100,2515,0,0
46182,read,42630,1,100,2524,0,0
46183,read,48792,1,100,2525,0,0
46184,read,97051,1,100,2514,0,0
46185,read,76455,1,100,2595,0,0
46186,read,57390,1,100,2564,0,0
46187,read,57543,1,100,2575,0,0
46188,read,35734,1,100,2535,0,0
46189,read,65620,1,100,2605,0,0
46190,read,97551,1,100,2535,0,0
46191,read,20211,1,100,2535,0,0
46192,read,68632,1,100,2545,0,0
46193,read,89383,1,100,2565,0,0
46194,read,70580,1,100,2525,0,0
46195,read,23975,1,100,2604,0,0
46196,read,12781,1,100,2555,0,0
46197,read,60384,1,100,2525,0,0
46198,read,63573,1,100,2565,0,0
46199,read,20524,1,100,2535,0,0
46200,read,76148,1,100,2555,0,0
46201,read,86137,1,100,2545,0,0
46202,read,69848,1,100,2535,0,0
46203,read,72038,1,100,2525,0,0
46204,read,82024,1,100,2545,0,0
46205,read,6371,1,100,2535,0,0
46206,read,13333,1,100,2565,0,0
46207,read,91030,1,100,2545,0,0
46208,read,73190,1,100,2525,0,0
46209,read,49665,1,100,2535,0,0
46210,read,44798,1,100,2505,0,0
46211,read,666,1,100,2505,0,0
46212,read,85435,1,100,2565,0,0
46213,read,81877,1,100,2565,0,0
46214,read,36887,1,100,2505,0,0
46215,read,38336,1,100,2515,0,0
46216,read,43705,1,100,2535,0,0
46217,read,83744,1,100,2535,0,0
46218,read,28397,1,100,2535,0,0
46219,read,26027,1,100,2555,0,0
46220,read,93903,1,100,2525,0,0
46221,read,71086,1,100,2555,0,0
46222,read,65259,1,100,2565,0,0
46223,read,70510,1,100,2515,0,0
46224,read,79290,1,100,2565,0,0
46225,read,87144,1,100,2535,0,0
46226,read,70173,1,100,2525,0,0
46227,read,43208,1,100,2545,0,0
46228,read,39496,1,100,2565,0,0
46229,read,98694,1,100,2535,0,0
46230,read,34149,1,100,2564,0,0
46231,read,42271,1,100,2545,0,0
46232,read,54616,1,100,2524,0,0
46233,read,69607,1,100,2505,0,0
46234,read,91670,1,100,2534,0,0
46235,read,90807,1,100,2525,0,0
46236,read,92622,1,100,2514,0,0
46237,read,78514,1,100,2845,0,0
46238,read,11580,1,100,2525,0,0
46239,read,98701,1,100,2494,0,0
46240,read,56517,1,100,2515,0,0
46241,read,31710,1,100,2545,0,0
46242,read,54011,1,100,2915,0,0
46243,read,39958,1,100,2555,0,0
46244,read,54223,1,100,2856,0,0
46245,read,62008,1,100,3898,0,0
46246,read,53229,1,100,2515,0,0
46247,read,45948,1,100,2505,0,0
46248,read,80325,1,100,2535,0,0
46249,read,8369,1,100,2535,0,0
46250,read,49305,1,100,2555,0,0
46251,read,8181,1,100,2575,0,0
46252,read,88010,1,100,2525,0,0
46253,read,92067,1,100,2535,0,0
46254,read,6095,1,100,2565,0,0
46255,read,17301,1,100,2525,0,0
46256,read,8886,1,100,2535,0,0
46257,read,83669,1,100,2535,0,0
46258,read,46550,1,100,2535,0,0
46259,read,35105,1,100,2605,0,0
46260,read,8159,1,100,2514,0,0
46261,read,30305,1,100,2525,0,0
46262,read,31758,1,100,2504,0,0
46263,read,1294,1,100,2625,0,0
46264,read,50143,1,100,2545,0,0
46265,read,27891,1,100,2525,0,0
46266,read,13174,1,100,2534,0,0
46267,read,38758,1,100,2535,0,0
46268,read,61540,1,100,2494,0,0
46269,read,41219,1,100,2495,0,0
46270,read,95643,1,100,2524,0,0
46271,read,19886,1,100,2525,0,0
46272,read,89906,1,100,2514,0,0
46273,read,45522,1,100,2545,0,0
46274,read,34086,1,100,2514,0,0
46275,read,52930,1,100,2555,0,0
46276,read,80106,1,100,2534,0,0
46277,read,12918,1,100,2525,0,0
46278,read,3222,1,100,2564,0,0
46279,read,50848,1,100,2545,0,0
46280,read,31609,1,100,2524,0,0
46281,read,33128,1,100,2555,0,0
46282,read,64999,1,100,2524,0,0
46283,read,68725,1,100,2565,0,0
46284,read,11127,1,100,2554,0,0
46285,read,37922,1,100,2555,0,0
46286,read,7396,1,100,2535,0,0
46287,read,18434,1,100,2525,0,0
46288,read,66372,1,100,2515,0,0
46289,read,37446,1,100,2515,0,0
46290,read,30044,1,100,2524,0,0
46291,read,76944,1,100,2565,0,0
46292,read,27353,1,100,2545,0,0
46293,read,89828,1,100,2525,0,0
46294,read,47275,1,100,2575,0,0
46295,read,96271,1,100,2575,0,0
46296,read,3193,1,100,2515,0,0
46297,read,54827,1,100,2515,0,0
46298,read,10096,1,100,2565,0,0
46299,read,71371,1,100,2565,0,0
46300,read,16901,1,100,2545,0,0
46301,read,35297,1,100,2604,0,0
46302,read,86879,1,100,2545,0,0
46303,read,98654,1,100,2514,0,0
46304,read,53731,1,100,2555,0,0
46305,read,77644,1,100,2534,0,0
46306,read,57820,1,100,2555,0,0
46307,read,49957,1,100,2515,0,0
46308,read,68622,1,100,2525,0,0
46309,read,73594,1,100,2474,0,0
46310,read,74961,1,100,2555,0,0
46311,read,66915,1,100,2484,0,0
46312,read,10685,1,100,2545,0,0
46313,read,29138,1,100,2504,0,0
46314,read,24750,1,100,2535,0,0
46315,read,69675,1,100,2534,0,0
46316,read,98707,1,100,2495,0,0
46317,read,23131,1,100,2564,0,0
46318,read,81082,1,100,2565,0,0
46319,read,58314,1,100,2554,0,0
46320,read,22408,1,100,2545,0,0
46321,read,59169,1,100,2504,0,0
46322,read,98789,1,100,2525,0,0
46323,read,99623,1,100,2564,0,0
46324,read,38826,1,100,2535,0,0
46325,read,76211,1,100,2554,0,0
46326,read,10886,1,100,2575,0,0
46327,read,36313,1,100,2555,0,0
46328,read,44249,1,100,2555,0,0
46329,read,76705,1,100,2545,0,0
46330,read,54754,1,100,2495,0,0
46331,read,59585,1,100,2605,0,0
46332,read,51622,1,100,2485,0,0
46333,read,47969,1,100,2515,0,0
46334,read,52366,1,100,2525,0,0
46335,read,37643,1,100,2484,0,0
46336,read,71171,1,100,2515,0,0
46337,read,60238,1,100,2514,0,0
46338,read,13597,1,100,2515,0,0
46339,read,86018,1,100,2584,0,0
46340,read,65227,1,100,2535,0,0
46341,read,41453,1,100,2514,0,0
46342,read,20700,1,100,2545,0,0
46343,read,47503,1,100,2494,0,0
46344,read,61369,1,100,2535,0,0
46345,read,67664,1,100,2534,0,0
46346,read,12933,1,100,2525,0,0
46347,read,79973,1,100,2534,0,0
46348,read,87788,1,100,2545,0,0
46349,read,53682,1,100,2494,0,0
46350,read,40154,1,100,2525,0,0
46351,read,37682,1,100,2525,0,0
46352,read,29065,1,100,2505,0,0
46353,read,88268,1,100,2485,0,0
46354,read,78162,1,100,2555,0,0
46355,read,58177,1,100,2515,0,0
46356,read,54485,1,100,2495,0,0
46357,read,60819,1,100,2505,0,0
46358,read,21648,1,100,2665,0,0
46359,read,40534,1,100,2535,0,0
46360,read,99548,1,100,2525,0,0
46361,read,18742,1,100,2555,0,0
46362,read,91532,1,100,2545,0,0
46363,read,68097,1,100,2544,0,0
46364,read,14688,1,100,2575,0,0
46365,read,32692,1,100,2555,0,0
46366,read,9576,1,100,2555,0,0
46367,read,63328,1,100,2595,0,0
46368,read,2623,1,100,2555,0,0
46369,read,32151,1,100,2545,0,0
46370,read,96818,1,100,2605,0,0
46371,read,70377,1,100,2565,0,0
46372,read,54930,1,100,2545,0,0
46373,read,57690,1,100,2545,0,0
46374,read,78167,1,100,2535,0,0
46375,read,54401,1,100,2525,0,0
46376,read,61622,1,100,2495,0,0
46377,read,46751,1,100,2575,0,0
46378,read,82232,1,100,2545,0,0
46379,read,69598,1,100,2475,0,0
46380,read,24394,1,100,2575,0,0
46381,read,8647,1,100,2545,0,0
46382,read,69983,1,100,2555,0,0
46383,read,48839,1,100,2525,0,0
46384,read,38528,1,100,2565,0,0
46385,read,44042,1,100,2535,0,0
46386,read,88037,1,100,2535,0,0
46387,read,52333,1,100,2525,0,0
46388,read,98492,1,100,2565,0,0
46389,read,44064,1,100,2535,0,0
46390,read,58314,1,100,2495,0,0
46391,read,67611,1,100,2535,0,0
46392,read,39713,1,100,2515,0,0
46393,read,76168,1,100,2535,0,0
46394,read,99202,1,100,2565,0,0
46395,read,55947,1,100,2485,0,0
46396,read,24978,1,100,2585,0,0
46397,read,15426,1,100,2505,0,0
46398,read,59567,1,100,2555,0,0
46399,read,25679,1,100,2525,0,0
46400,read,89466,1,100,2545,0,0
46401,read,10410,1,100,2545,0,0
46402,read,68342,1,100,2555,0,0
46403,read,93496,1,100,2525,0,0
46404,read,1957,1,100,2515,0,0
46405,read,72680,1,100,2515,0,0
46406,read,11892,1,100,2505,0,0
46407,read,81427,1,100,2495,0,0
46408,read,74565,1,100,2585,0,0
46409,read,69364,1,100,2535,0,0
46410,read,77669,1,100,2555,0,0
46411,read,8170,1,100,2495,0,0
46412,read,24321,1,100,2515,0,0
46413,read,3222,1,100,2505,0,0
46414,read,31084,1,100,2565,0,0
46415,read,28585,1,100,2555,0,0
46416,read,46659,1,100,2595,0,0
46417,read,49289,1,100,2545,0,0
46418,read,15389,1,100,2575,0,0
46419,read,11050,1,100,2534,0,0
46420,read,72885,1,100,2535,0,0
46421,read,67939,1,100,2534,0,0
46422,read,8532,1,100,2535,0,0
46423,read,44012,1,100,2494,0,0
46424,read,6865,1,100,2555,0,0
46425,read,22639,1,100,2564,0,0
46426,read,91466,1,100,2535,0,0
46427,read,45083,1,100,2534,0,0
46428,read,5005,1,100,2545,0,0
46429,read,71699,1,100,2524,0,0
46430,read,98171,1,100,2575,0,0
46431,read,68996,1,100,2494,0,0
46432,read,1103,1,100,2535,0,0
46433,read,38644,1,100,2514,0,0
46434,read,59538,1,100,2525,0,0
46435,read,45385,1,100,2524,0,0
46436,read,28714,1,100,2545,0,0
46437,read,95261,1,100,2534,0,0
46438,read,73909,1,100,2535,0,0
46439,read,34985,1,100,2584,0,0
46440,read,19511,1,100,2545,0,0
46441,read,55144,1,100,2535,0,0
46442,read,14741,1,100,2535,0,0
46443,read,61035,1,100,2545,0,0
46444,read,7859,1,100,2515,0,0
46445,read,40377,1,100,2524,0,0
46446,read,12592,1,100,2545,0,0
46447,read,64331,1,100,2555,0,0
46448,read,63479,1,100,2545,0,0
46449,read,87609,1,100,2515,0,0
46450,read,29630,1,100,2515,0,0
46451,read,75562,1,100,2625,0,0
46452,read,11348,1,100,2575,0,0
46453,read,25976,1,100,2565,0,0
46454,read,5531,1,100,2534,0,0
46455,read,65686,1,100,2535,0,0
46456,read,17216,1,100,2524,0,0
46457,read,74783,1,100,2545,0,0
46458,read,4507,1,100,2564,0,0
46459,read,32064,1,100,2515,0,0
46460,read,85870,1,100,2564,0,0
46461,read,92004,1,100,2505,0,0
46462,read,39225,1,100,2534,0,0
46463,read,48180,1,100,2565,0,0
46464,read,59977,1,100,2584,0,0
46465,read,94488,1,100,2545,0,0
46466,read,97745,1,100,2524,0,0
46467,read,35831,1,100,2545,0,0
46468,read,45473,1,100,2514,0,0
46469,read,7311,1,100,2565,0,0
46470,read,60838,1,100,2565,0,0
46471,read,82579,1,100,2585,0,0
46472,read,31711,1,100,2565,0,0
46473,read,74129,1,100,2544,0,0
46474,read,22272,1,100,2545,0,0
46475,read,33593,1,100,2524,0,0
46476,read,91878,1,100,2605,0,0
46477,read,60568,1,100,2524,0,0
46478,read,53098,1,100,2525,0,0
46479,read,63026,1,100,2534,0,0
46480,read,75098,1,100,2525,0,0
46481,read,59336,1,100,2494,0,0
46482,read,30703,1,100,2555,0,0
46483,read,87295,1,100,2504,0,0
46484,read,51799,1,100,2515,0,0
46485,read,9551,1,100,2504,0,0
46486,read,62776,1,100,2535,0,0
46487,read,52614,1,100,2504,0,0
46488,read,26731,1,100,2535,0,0
46489,read,7343,1,100,2515,0,0
46490,read,65298,1,100,2515,0,0
46491,read,88145,1,100,2525,0,0
46492,read,38462,1,100,2525,0,0
46493,read,42460,1,100,2595,0,0
46494,read,9944,1,100,2505,0,0
46495,read,74979,1,100,2525,0,0
46496,read,37534,1,100,2515,0,0
46497,read,55221,1,100,2495,0,0
46498,read,8360,1,100,2504,0,0
46499,read,38033,1,100,2505,0,0
46500,read,79549,1,100,2595,0,0
46501,read,98351,1,100,2565,0,0
46502,read,17315,1,100,2555,0,0
46503,read,33197,1,100,2525,0,0
46504,read,28543,1,100,2495,0,0
46505,read,30479,1,100,2605,0,0
46506,read,61347,1,100,2515,0,0
46507,read,65154,1,100,2515,0,0
46508,read,66617,1,100,2545,0,0
46509,read,58431,1,100,2525,0,0
46510,read,95326,1,100,2545,0,0
46511,read,38030,1,100,2465,0,0
46512,read,50966,1,100,2615,0,0
46513,read,85744,1,100,2495,0,0
46514,read,4819,1,100,2625,0,0
46515,read,91110,1,100,2544,0,0
46516,read,41216,1,100,2555,0,0
46517,read,5033,1,100,2544,0,0
46518,read,79896,1,100,2535,0,0
46519,read,11933,1,100,2534,0,0
46520,read,78792,1,100,2555,0,0
46521,read,36159,1,100,2534,0,0
46522,read,5687,1,100,2565,0,0
46523,read,60922,1,100,2585,0,0
46524,read,4311,1,100,2555,0,0
46525,read,6112,1,100,2525,0,0
46526,read,66144,1,100,2605,0,0
46527,read,86966,1,100,2475,0,0
46528,read,88455,1,100,2525,0,0
46529,read,22020,1,100,2565,0,0
46530,read,7188,1,100,2525,0,0
46531,read,68587,1,100,2575,0,0
46532,read,2003,1,100,2535,0,0
46533,read,27787,1,100,2575,0,0
46534,read,55343,1,100,2544,0,0
46535,read,21135,1,100,2565,0,0
46536,read,93281,1,100,2635,0,0
46537,read,33876,1,100,2545,0,0
46538,read,40976,1,100,2545,0,0
46539,read,50700,1,100,2525,0,0
46540,read,96058,1,100,2535,0,0
46541,read,43504,1,100,2535,0,0
46542,read,56218,1,100,2535,0,0
46543,read,49848,1,100,2525,0,0
46544,read,83626,1,100,2545,0,0
46545,read,38188,1,100,2545,0,0
46546,read,16872,1,100,2515,0,0
46547,read,48589,1,100,2525,0,0
46548,read,94663,1,100,2575,0,0
46549,read,57211,1,100,2555,0,0
46550,read,84173,1,100,2565,0,0
46551,read,97080,1,100,2554,0,0
46552,read,52512,1,100,2515,0,0
46553,read,34133,1,100,2514,0,0
46554,read,17463,1,100,2575,0,0
46555,read,26311,1,100,2524,0,0
46556,read,14669,1,100,2565,0,0
46557,read,58556,1,100,2595,0,0
46558,read,64646,1,100,2535,0,0
46559,read,19257,1,100,2565,0,0
46560,read,7229,1,100,2525,0,0
46561,read,29139,1,100,2505,0,0
46562,read,37699,1,100,2525,0,0
46563,read,37407,1,100,2504,0,0
46564,read,52719,1,100,2505,0,0
46565,read,19621,1,100,2544,0,0
46566,read,81758,1,100,2565,0,0
46567,read,14444,1,100,2575,0,0
46568,read,84673,1,100,2565,0,0
46569,read,21735,1,100,2535,0,0
46570,read,22973,1,100,2605,0,0
46571,read,2307,1,100,2545,0,0
46572,read,54619,1,100,2544,0,0
46573,read,91959,1,100,2505,0,0
46574,read,30757,1,100,2514,0,0
46575,read,60094,1,100,2555,0,0
46576,read,43557,1,100,2545,0,0
46577,read,6996,1,100,2525,0,0
46578,read,44391,1,100,2534,0,0
46579,read,35096,1,100,2485,0,0
46580,read,65439,1,100,2545,0,0
46581,read,48627,1,100,2936,0,0
46582,read,20760,1,100,2565,0,0
46583,read,86959,1,100,2545,0,0
46584,read,53888,1,100,16481,0,0
46585,read,27224,1,100,2555,0,0
46586,read,50829,1,100,2534,0,0
46587,read,87796,1,100,2565,0,0
46588,read,53440,1,100,2555,0,0
46589,read,26409,1,100,2525,0,0
46590,read,72077,1,100,2565,0,0
46591,read,58115,1,100,2545,0,0
46592,read,10040,1,100,2595,0,0
46593,read,43361,1,100,2524,0,0
46594,read,21697,1,100,2575,0,0
46595,read,96942,1,100,2534,0,0
46596,read,38673,1,100,2545,0,0
46597,read,94501,1,100,2554,0,0
46598,read,73074,1,100,2545,0,0
46599,read,96537,1,100,2514,0,0
46600,read,9480,1,100,2565,0,0
46601,read,36919,1,100,2535,0,0
46602,read,9196,1,100,2545,0,0
46603,read,65864,1,100,2595,0,0
46604,read,39680,1,100,2575,0,0
46605,read,50137,1,100,2565,0,0
46606,read,88625,1,100,2534,0,0
46607,read,56723,1,100,2545,0,0
46608,read,66711,1,100,2564,0,0
46609,read,49963,1,100,2585,0,0
46610,read,9243,1,100,2534,0,0
46611,read,50991,1,100,2525,0,0
46612,read,28544,1,100,2494,0,0
46613,read,76215,1,100,2625,0,0
46614,read,45790,1,100,2545,0,0
46615,read,70358,1,100,2535,0,0
46616,read,77726,1,100,2585,0,0
46617,read,15868,1,100,2555,0,0
46618,read,77354,1,100,2545,0,0
46619,read,60596,1,100,2545,0,0
46620,read,94570,1,100,2525,0,0
46621,read,73415,1,100,2555,0,0
46622,read,86205,1,100,2535,0,0
46623,read,91028,1,100,2505,0,0
46624,read,66810,1,100,2545,0,0
46625,read,25360,1,100,2565,0,0
46626,read,73405,1,100,2495,0,0
46627,read,32882,1,100,2575,0,0
46628,read,27067,1,100,2575,0,0
46629,read,98607,1,100,2575,0,0
46630,read,14688,1,100,2515,0,0
46631,read,65643,1,100,2555,0,0
46632,read,46749,1,100,2535,0,0
46633,read,82518,1,100,2575,0,0
46634,read,4460,1,100,2575,0,0
46635,read,24411,1,100,2525,0,0
46636,read,83713,1,100,2584,0,0
46637,read,51666,1,100,2605,0,0
46638,read,89390,1,100,2625,0,0
46639,read,21241,1,100,2595,0,0
46640,read,56390,1,100,2525,0,0
46641,read,74223,1,100,2514,0,0
46642,read,90480,1,100,2535,0,0
46643,read,89597,1,100,2534,0,0
46644,read,2975,1,100,2565,0,0
46645,read,97836,1,100,2574,0,0
46646,read,83291,1,100,2575,0,0
46647,read,48703,1,100,2585,0,0
46648,read,21531,1,100,2585,0,0
46649,read,33888,1,100,2515,0,0
46650,read,42761,1,100,2565,0,0
46651,read,54558,1,100,2615,0,0
46652,read,91375,1,100,2544,0,0
46653,read,83174,1,100,2575,0,0
46654,read,74844,1,100,2525,0,0
46655,read,46372,1,100,2515,0,0
46656,read,52243,1,100,2555,0,0
46657,read,9256,1,100,2555,0,0
46658,read,55729,1,100,2575,0,0
46659,read,2348,1,100,2565,0,0
46660,read,95426,1,100,2555,0,0
46661,read,91100,1,100,2504,0,0
46662,read,35714,1,100,2515,0,0
46663,read,3942,1,100,2695,0,0
46664,read,3964,1,100,2495,0,0
46665,read,26487,1,100,2565,0,0
46666,read,44431,1,100,2575,0,0
46667,read,96180,1,100,2545,0,0
46668,read,95806,1,100,2525,0,0
46669,read,30060,1,100,2555,0,0
46670,read,41420,1,100,2594,0,0
46671,read,41872,1,100,2515,0,0
46672,read,9751,1,100,2544,0,0
46673,read,72515,1,100,2605,0,0
46674,read,80888,1,100,2565,0,0
46675,read,34601,1,100,2555,0,0
46676,read,56434,1,100,2555,0,0
46677,read,43242,1,100,2584,0,0
46678,read,82275,1,100,2585,0,0
46679,read,32381,1,100,2524,0,0
46680,read,93606,1,100,2525,0,0
46681,read,11540,1,100,2544,0,0
46682,read,96679,1,100,2535,0,0
46683,read,18161,1,100,2504,0,0
46684,read,15124,1,100,2575,0,0
46685,read,10969,1,100,2585,0,0
46686,read,82952,1,100,2595,0,0
46687,read,65166,1,100,2535,0,0
46688,read,43765,1,100,2544,0,0
46689,read,65775,1,100,2525,0,0
46690,read,47496,1,100,2524,0,0
46691,read,8265,1,100,2605,0,0
46692,read,67814,1,100,2544,0,0
46693,read,36357,1,100,2525,0,0
46694,read,50200,1,100,2524,0,0
46695,read,65793,1,100,2515,0,0
46696,read,63810,1,100,2544,0,0
46697,read,88497,1,100,2515,0,0
46698,read,89308,1,100,2514,0,0
46699,read,24224,1,100,2545,0,0
46700,read,71210,1,100,2595,0,0
46701,read,41881,1,100,2475,0,0
46702,read,44489,1,100,2554,0,0
46703,read,5522,1,100,2575,0,0
46704,read,70870,1,100,2545,0,0
46705,read,98998,1,100,2605,0,0
46706,read,9442,1,100,2545,0,0
46707,read,59617,1,100,2544,0,0
46708,read,21341,1,100,2545,0,0
46709,read,27969,1,100,2534,0,0
46710,read,63905,1,100,2605,0,0
46711,read,41211,1,100,2514,0,0
46712,read,13967,1,100,2525,0,0
46713,read,729,1,100,2615,0,0
46714,read,7719,1,100,2565,0,0
46715,read,45299,1,100,2555,0,0
46716,read,56364,1,100,2485,0,0
46717,read,28093,1,100,2595,0,0
46718,read,56309,1,100,2505,0,0
46719,read,29925,1,100,2565,0,0
46720,read,9551,1,100,2545,0,0
46721,read,40511,1,100,2545,0,0
46722,read,11977,1,100,2534,0,0
46723,read,87122,1,100,2525,0,0
46724,read,77262,1,100,2544,0,0
46725,read,27195,1,100,2515,0,0
46726,read,67581,1,100,2554,0,0
46727,read,60697,1,100,2525,0,0
46728,read,38177,1,100,2564,0,0
46729,read,3462,1,100,2525,0,0
46730,read,88860,1,100,2554,0,0
46731,read,9319,1,100,2515,0,0
46732,read,91884,1,100,2534,0,0
46733,read,22131,1,100,2545,0,0
46734,read,25882,1,100,2645,0,0
46735,read,46881,1,100,2535,0,0
46736,read,62700,1,100,2515,0,0
46737,read,86631,1,100,2495,0,0
46738,read,88948,1,100,2555,0,0
46739,read,99106,1,100,2505,0,0
46740,read,67907,1,100,2525,0,0
46741,read,36867,1,100,2495,0,0
46742,read,67135,1,100,2534,0,0
46743,read,61262,1,100,2525,0,0
46744,read,36327,1,100,2805,0,0
46745,read,50333,1,100,2494,0,0
46746,read,45103,1,100,2515,0,0
46747,read,97644,1,100,2534,0,0
46748,read,11803,1,100,2505,0,0
46749,read,83727,1,100,2544,0,0
46750,read,7209,1,100,2505,0,0
46751,read,65417,1,100,2524,0,0
46752,read,2730,1,100,2565,0,0
46753,read,57320,1,100,2534,0,0
46754,read,17530,1,100,2575,0,0
46755,read,32050,1,100,2555,0,0
46756,read,67180,1,100,2495,0,0
46757,read,32249,1,100,2555,0,0
46758,read,91257,1,100,2514,0,0
46759,read,91862,1,100,2505,0,0
46760,read,56349,1,100,2504,0,0
46761,read,31583,1,100,2515,0,0
46762,read,21756,1,100,2544,0,0
46763,read,20377,1,100,2545,0,0
46764,read,1515,1,100,2564,0,0
46765,read,48796,1,100,2555,0,0
46766,read,15155,1,100,2564,0,0
46767,read,32816,1,100,2515,0,0
46768,read,11396,1,100,2534,0,0
46769,read,78335,1,100,2535,0,0
46770,read,72466,1,100,2524,0,0
46771,read,86874,1,100,2505,0,0
46772,read,67004,1,100,2494,0,0
46773,read,36396,1,100,2505,0,0
46774,read,68403,1,100,2524,0,0
46775,read,23208,1,100,2615,0,0
46776,read,44600,1,100,2665,0,0
46777,read,38888,1,100,2555,0,0
46778,read,68464,1,100,2505,0,0
46779,read,2271,1,100,2535,0,0
46780,read,92711,1,100,2525,0,0
46781,read,52884,1,100,2545,0,0
46782,read,44657,1,100,2495,0,0
46783,read,49651,1,100,2555,0,0
46784,read,76691,1,100,2545,0,0
46785,read,4043,1,100,2575,0,0
46786,read,66751,1,100,2545,0,0
46787,read,63126,1,100,2504,0,0
46788,read,38216,1,100,2545,0,0
46789,read,90550,1,100,2535,0,0
46790,read,8070,1,100,2545,0,0
46791,read,66096,1,100,2594,0,0
46792,read,4277,1,100,2585,0,0
46793,read,54735,1,100,2514,0,0
46794,read,20795,1,100,2515,0,0
46795,read,78918,1,100,2524,0,0
46796,read,59386,1,100,2525,0,0
46797,read,42781,1,100,2524,0,0
46798,read,25458,1,100,2565,0,0
46799,read,79590,1,100,2514,0,0
46800,read,92969,1,100,2535,0,0
46801,read,91805,1,100,2494,0,0
46802,read,77264,1,100,2545,0,0
46803,read,22873,1,100,2554,0,0
46804,read,50905,1,100,2495,0,0
46805,read,65252,1,100,2524,0,0
46806,read,95995,1,100,2545,0,0
46807,read,56106,1,100,2514,0,0
46808,read,55161,1,100,2525,0,0
46809,read,67059,1,100,2514,0,0
46810,read,58073,1,100,2535,0,0
46811,read,61977,1,100,2544,0,0
46812,read,69883,1,100,2545,0,0
46813,read,91014,1,100,2534,0,0
46814,read,37404,1,100,2545,0,0
46815,read,19451,1,100,2514,0,0
46816,read,57968,1,100,2555,0,0
46817,read,91754,1,100,2474,0,0
46818,read,34051,1,100,2535,0,0
46819,read,36768,1,100,2554,0,0
46820,read,97983,1,100,2585,0,0
46821,read,96823,1,100,2524,0,0
46822,read,76014,1,100,2555,0,0
46823,read,11293,1,100,2514,0,0
46824,read,29581,1,100,2535,0,0
46825,read,24355,1,100,2575,0,0
46826,read,8753,1,100,2535,0,0
46827,read,69889,1,100,2515,0,0
46828,read,37354,1,100,2515,0,0
46829,read,51487,1,100,2535,0,0
46830,read,85170,1,100,2565,0,0
46831,read,87452,1,100,2525,0,0
46832,read,51862,1,100,2535,0,0
46833,read,92697,1,100,2565,0,0
46834,read,14605,1,100,2565,0,0
46835,read,8228,1,100,2565,0,0
46836,read,65603,1,100,2544,0,0
46837,read,88042,1,100,2535,0,0
46838,read,68664,1,100,2514,0,0
46839,read,66093,1,100,2525,0,0
46840,read,69210,1,100,2534,0,0
46841,read,63530,1,100,2525,0,0
46842,read,94337,1,100,2584,0,0
46843,read,81558,1,100,2565,0,0
46844,read,30699,1,100,2585,0,0
46845,read,43972,1,100,2515,0,0
46846,read,38136,1,100,2535,0,0
46847,read,28746,1,100,2525,0,0
46848,read,83386,1,100,2535,0,0
46849,read,13868,1,100,2595,0,0
46850,read,86761,1,100,2535,0,0
46851,read,41416,1,100,2535,0,0
46852,read,44462,1,100,2565,0,0
46853,read,31425,1,100,2485,0,0
46854,read,75061,1,100,2535,0,0
46855,read,38899,1,100,2535,0,0
46856,read,53598,1,100,2545,0,0
46857,read,31147,1,100,2555,0,0
46858,read,15386,1,100,2595,0,0
46859,read,4183,1,100,2574,0,0
46860,read,27960,1,100,2535,0,0
46861,read,99934,1,100,2565,0,0
46862,read,77585,1,100,2575,0,0
46863,read,77392,1,100,2585,0,0
46864,read,50204,1,100,2505,0,0
46865,read,13424,1,100,2555,0,0
46866,read,98667,1,100,2525,0,0
