workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,621.58,642.99,602.85,14.22,100.0,274.99,186.41,88.61,,,908.47,722.11,0.0
A,1gb,2d,pread,5,128,609.02,635.45,574.46,24.33,100.0,2098.05,186.33,1911.96,,,2707.07,2520.98,0.0
A,1gb,2e_K10,async,10,128,608.45,628.58,569.95,20.34,100.0,291.39,187.00,105.02,,,898.54,712.75,0.0
A,1gb,2e_K10,pread,5,128,638.76,836.08,569.15,111.13,100.0,2999.24,188.32,2804.41,,,3650.12,3464.74,0.0
A,1gb,2e_K500,async,10,128,687.26,1157.36,612.55,254.61,100.0,1062.33,187.57,878.74,,,1760.57,1573.42,0.0
A,1gb,2e_K500,pread,5,128,183.14,184.77,181.68,1.15,100.0,19717.26,187.71,19531.40,,,19900.40,19714.54,0.0
A,1gb,2f_slru,async,10,128,102.33,119.51,94.55,9.21,100.0,7309.40,188.06,7121.34,,,7406.71,7218.65,0.0
A,1gb,2f_slru,pread,5,128,99.62,102.53,98.94,1.43,100.0,18889.56,187.79,18701.76,,,18990.59,18802.79,0.0
A,1gb,baseline,baseline,10,128,1453.61,1574.05,1359.20,72.13,0.0,0.00,0.00,0.00,,,1453.61,1453.61,0.0
A,1gb,layers_5,async,10,128,1381.34,1441.09,1268.81,49.44,100.0,255.42,186.45,68.75,,,1635.10,1449.03,0.0
A,1gb,layers_5,pread,5,128,1422.84,1448.64,1305.24,51.69,100.0,691.51,185.19,506.32,,,2116.36,1943.88,0.0
A,1gb,layers_92,async,10,128,944.39,998.39,851.27,44.56,100.0,390.91,186.94,200.69,,,1334.26,1144.57,0.0
A,1gb,layers_92,pread,5,128,941.09,999.18,911.30,35.90,100.0,8024.01,185.66,7836.34,,,8957.62,8770.81,0.0
A,1gb,leaf_freq_K10,async,10,128,1483.63,1579.97,1394.02,57.29,100.0,263.11,186.28,76.23,,,1746.90,1559.76,0.0
A,1gb,leaf_freq_K10,pread,5,128,1496.26,1533.47,1457.22,27.71,100.0,1111.36,187.13,925.87,,,2599.07,2411.28,0.0
A,1gb,leaf_rand_K10,async,10,128,1420.88,1489.80,1341.30,43.59,100.0,264.36,187.15,76.64,,,1687.20,1500.66,0.0
A,1gb,leaf_rand_K10,pread,5,128,1501.03,1547.57,1427.69,47.90,100.0,1085.43,187.30,898.29,,,2588.30,2400.31,0.0
A,ta,2d,async,10,128,564.32,617.19,554.03,24.59,66.0,315.12,195.56,120.09,,,891.35,696.20,0.0
A,ta,2d,pread,5,128,568.77,1142.39,567.22,275.84,100.0,993.74,196.24,796.80,,,1587.86,1391.81,0.0
A,ta,2e_K10,async,10,128,594.62,5199.74,564.51,2502.22,100.0,325.12,196.03,130.22,,,918.12,724.11,0.0
A,ta,2e_K10,pread,5,128,564.34,589.75,502.80,32.23,100.0,2096.83,195.00,1901.12,,,2661.17,2465.46,0.0
A,ta,2e_K500,async,10,128,638.35,876.39,592.88,133.12,39.5,921.88,186.56,732.39,,,1592.14,1406.30,0.0
A,ta,2e_K500,pread,5,128,583.15,589.79,575.81,5.21,100.0,17747.75,186.74,17561.01,,,18327.09,18140.35,0.0
A,ta,2f_slru,async,10,128,98.38,100.48,95.63,1.62,100.0,7308.91,187.42,7122.64,,,7406.65,7220.38,0.0
A,ta,2f_slru,pread,5,128,96.22,98.19,94.08,1.43,100.0,17353.94,184.34,17166.74,,,17450.16,17262.96,0.0
A,ta,baseline,baseline,10,128,1071.68,1153.70,966.41,69.77,0.0,0.00,0.00,0.00,,,1071.68,1071.68,0.0
A,ta,layers_5,async,10,128,1009.20,1075.30,943.84,46.10,100.0,264.62,195.70,69.16,,,1273.28,1078.05,0.0
A,ta,layers_5,pread,5,128,967.66,1752.18,870.66,405.81,100.0,448.62,196.11,252.54,,,1417.86,1220.75,0.0
A,ta,layers_92,async,10,128,588.13,698.24,528.29,62.88,75.5,371.81,195.67,176.84,,,951.75,759.32,0.0
A,ta,layers_92,pread,5,128,598.49,601.50,564.09,14.14,100.0,1017.14,196.19,819.44,,,1581.23,1383.53,0.0
A,ta,leaf_freq_K10,async,10,128,1058.67,1111.41,950.59,51.44,100.0,261.48,186.96,74.91,,,1323.78,1134.77,0.0
