workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,592.15,596.23,525.36,20.39,100.0,312.94,225.92,86.85,,,905.12,679.15,0.0
A,orig,2d,async_bulk,5,128,587.93,590.75,523.76,26.05,100.0,310.14,225.22,23.16,62.03,13.00,898.07,611.81,0.0
A,orig,2d,async_win,10,128,591.83,604.87,523.33,22.21,100.0,310.75,225.94,22.30,62.14,13.00,902.67,614.18,0.0
A,orig,2d,pread,5,128,591.71,594.68,587.46,3.00,100.0,1941.38,224.92,1714.28,,,2536.22,2309.12,0.0
A,orig,2e_K10,async,10,128,590.88,594.06,522.47,20.70,100.0,323.21,225.00,97.60,,,913.89,688.60,0.0
A,orig,2e_K10,async_bulk,5,128,590.89,592.45,523.24,26.94,100.0,321.08,225.14,34.80,62.52,23.00,912.96,625.30,0.0
A,orig,2e_K10,async_win,10,128,589.61,593.24,522.95,26.37,100.0,321.20,225.52,33.17,62.72,23.00,909.70,621.37,0.0
A,orig,2e_K10,pread,5,128,589.84,590.90,522.55,27.00,100.0,2810.37,224.72,2585.14,,,3397.42,3172.70,0.0
A,orig,2e_K500,async,10,128,632.88,634.72,566.26,32.41,100.0,1101.90,224.66,876.32,,,1723.63,1497.91,0.0
A,orig,2e_K500,async_bulk,5,128,635.49,639.49,567.49,27.78,100.0,1038.15,225.04,682.57,129.26,471.00,1675.01,1322.65,0.0
A,orig,2e_K500,async_win,10,128,635.09,640.54,566.07,34.49,100.0,1043.45,226.01,688.16,128.85,471.00,1674.04,1317.28,0.0
A,orig,2e_K500,pread,5,128,182.01,183.09,176.06,2.54,100.0,19498.99,224.59,19270.38,,,19675.05,19446.44,0.0
A,orig,2f_slru,async,10,128,97.23,241.00,95.67,75.80,100.0,7211.20,224.84,6985.74,,,7313.23,7087.76,0.0
A,orig,2f_slru,async_bulk,5,128,903.20,905.47,844.82,23.71,1.4,700.54,225.94,80.14,393.24,2.00,1605.26,983.38,0.0
A,orig,2f_slru,async_win,10,128,98.54,299.23,96.09,109.37,82.6,2565.51,226.98,1949.17,392.09,138.00,2663.41,2047.08,0.0
A,orig,2f_slru,pread,5,128,96.87,97.49,95.03,1.01,100.0,18534.83,224.76,18310.14,,,18631.88,18407.19,0.0
A,orig,2f_top100,async,10,128,591.35,594.04,585.59,2.77,97.5,422.50,225.68,195.16,,,1011.52,784.78,0.0
A,orig,2f_top100,async_bulk,5,128,593.01,598.18,587.93,3.62,100.0,416.45,225.48,123.35,66.47,98.00,1007.07,715.21,0.0
A,orig,2f_top100,async_win,10,128,594.15,597.53,590.01,2.67,100.0,412.38,225.60,119.73,66.28,98.00,1006.19,713.40,0.0
A,orig,2f_top100,pread,5,128,588.18,595.43,521.78,27.82,100.0,8948.43,226.44,8707.85,,,9522.47,9296.03,0.0
A,orig,2f_top14,async,10,128,593.44,595.83,526.60,20.17,100.0,306.11,225.32,80.41,,,899.82,673.86,0.0
A,orig,2f_top14,async_bulk,5,128,590.07,593.00,526.95,25.70,100.0,309.97,227.04,20.71,62.08,13.00,898.72,610.47,0.0
A,orig,2f_top14,async_win,10,128,592.72,606.40,527.34,21.44,100.0,309.38,226.08,20.07,62.19,13.00,900.11,612.66,0.0
A,orig,2f_top14,pread,5,128,594.86,598.07,590.47,3.03,100.0,1444.17,225.52,1217.24,,,2041.58,1815.47,0.0
A,orig,2f_top28,async,10,128,593.12,601.09,589.41,4.52,100.0,323.68,225.18,98.35,,,917.03,691.70,0.0
A,orig,2f_top28,async_bulk,5,128,595.39,598.22,524.09,28.53,100.0,324.37,227.05,34.73,62.91,27.00,919.68,630.81,0.0
A,orig,2f_top28,async_win,10,128,591.77,609.80,586.50,9.06,100.0,323.26,225.99,33.96,62.77,27.00,916.48,627.59,0.0
A,orig,2f_top28,pread,5,128,591.26,608.35,588.10,8.88,100.0,2661.45,225.16,2433.05,,,3255.83,3030.67,0.0
A,orig,2f_top500,async,10,128,634.51,663.67,564.25,36.85,100.0,1036.27,225.11,810.81,,,1661.34,1437.10,0.0
A,orig,2f_top500,async_bulk,5,128,636.20,637.87,568.16,33.55,100.0,985.45,226.01,669.42,89.73,460.00,1620.69,1303.57,0.0
A,orig,2f_top500,async_win,10,128,635.53,640.86,569.16,26.94,100.0,985.18,224.85,668.86,90.44,460.00,1619.31,1303.49,0.0
A,orig,2f_top500,pread,5,128,184.22,185.79,181.97,1.56,100.0,18815.04,224.13,18594.24,,,18999.26,18778.46,0.0
A,orig,baseline,baseline,10,128,1011.54,1027.53,874.96,42.64,0.0,0.00,0.00,0.00,,,1011.54,1011.54,0.0
A,orig,layers_5,async,10,128,993.49,998.17,924.11,21.13,100.0,295.37,225.39,69.89,,,1289.57,1062.52,0.0
A,orig,layers_5,async_bulk,5,128,996.26,1019.06,991.98,11.47,100.0,296.62,227.01,7.54,61.77,2.00,1294.03,1003.99,0.0
A,orig,layers_5,async_win,10,128,992.65,998.29,863.34,42.39,100.0,295.62,226.84,7.44,61.78,2.00,1288.31,1000.09,0.0
A,orig,layers_5,pread,5,128,999.71,1000.89,990.50,3.89,100.0,667.85,226.06,443.62,,,1667.56,1438.84,0.0
A,orig,layers_92,async,10,128,593.13,937.04,526.38,189.76,100.0,420.98,225.45,194.97,,,1013.88,787.44,0.0
A,orig,layers_92,async_bulk,5,128,593.88,602.13,592.15,4.33,100.0,401.35,224.87,115.36,66.36,87.00,995.23,707.51,0.0
A,orig,layers_92,async_win,10,128,592.98,988.37,589.16,215.07,100.0,404.81,225.75,112.16,66.35,87.00,997.90,705.34,0.0
A,orig,layers_92,pread,5,128,592.70,610.52,527.22,29.67,100.0,8265.45,224.46,8040.99,,,8857.24,8633.43,0.0
A,orig,leaf_freq_K10,async,10,128,1003.43,1012.87,871.26,43.34,100.0,299.69,224.73,74.94,,,1301.97,1078.00,0.0
A,orig,leaf_freq_K10,async_bulk,5,128,1004.72,1011.46,1003.30,3.33,100.0,302.77,225.35,15.10,60.52,10.00,1306.09,1020.44,0.0
A,orig,leaf_freq_K10,async_win,10,128,1006.98,1023.15,869.85,42.62,100.0,302.50,226.01,14.87,61.22,10.00,1309.41,1021.91,0.0
A,orig,leaf_freq_K10,pread,5,128,1002.34,1005.87,875.94,50.57,100.0,1152.10,224.27,927.08,,,2154.37,1929.42,0.0
A,orig,leaf_rand_K10,async,10,128,1005.29,1675.44,936.77,367.19,100.0,302.12,226.69,75.50,,,1307.47,1081.69,0.0
A,orig,leaf_rand_K10,async_bulk,5,128,1008.70,1010.33,999.65,3.97,100.0,300.81,225.03,14.97,60.64,10.00,1309.46,1023.88,0.0
A,orig,leaf_rand_K10,async_win,10,128,1005.13,1773.35,870.91,431.08,100.0,302.07,225.11,15.43,60.89,10.00,1304.28,1020.17,0.0
A,orig,leaf_rand_K10,pread,5,128,1004.50,1007.04,935.98,27.67,100.0,1147.19,225.00,922.93,,,2152.72,1928.41,0.0
A,orig,learned_markov_14,async,10,128,591.14,595.04,525.88,26.52,100.0,305.89,225.25,79.55,,,896.33,670.65,0.0
A,orig,learned_markov_14,async_bulk,5,128,594.17,598.03,524.54,28.18,100.0,307.97,226.57,20.02,61.71,13.00,902.47,615.77,0.0
A,orig,learned_markov_14,async_win,10,128,594.57,596.75,526.63,20.40,100.0,307.00,225.22,19.91,61.08,13.00,901.35,614.91,0.0
A,orig,learned_markov_14,pread,5,128,590.79,591.08,585.78,2.04,100.0,1476.71,225.42,1251.56,,,2067.57,1842.42,0.0
A,orig,learned_markov_28,async,10,128,592.31,1065.65,587.17,258.38,100.0,324.41,226.84,96.96,,,916.78,688.97,0.0
A,orig,learned_markov_28,async_bulk,5,128,589.45,594.47,526.15,26.31,100.0,323.48,225.40,34.20,62.36,26.00,914.63,627.60,0.0
A,orig,learned_markov_28,async_win,10,128,591.55,1246.11,521.89,361.30,100.0,322.88,225.76,33.89,61.89,26.00,915.30,625.36,0.0
A,orig,learned_markov_28,pread,5,128,590.25,594.05,589.67,1.90,100.0,2738.72,226.76,2513.84,,,3328.98,3103.55,0.0
B,orig,2d,async,10,128,523.50,526.18,455.97,30.39,100.0,309.06,224.62,85.02,,,832.88,608.26,0.0
B,orig,2d,async_bulk,5,128,524.25,529.01,523.21,2.43,100.0,309.48,225.12,22.58,61.94,13.00,834.27,546.27,0.0
B,orig,2d,async_win,10,128,524.35,527.64,457.36,20.35,100.0,309.57,225.08,21.79,61.53,13.00,833.72,546.36,0.0
B,orig,2d,pread,5,128,527.62,531.28,463.92,25.75,100.0,1945.98,227.52,1716.70,,,2471.66,2244.04,0.0
B,orig,2e_K10,async,10,128,523.50,1077.38,456.77,309.48,100.0,281.59,184.24,98.21,,,805.14,621.41,0.0
B,orig,2e_K10,async_bulk,5,128,524.12,527.55,459.88,31.99,100.0,279.31,183.22,32.49,62.74,23.00,804.02,556.43,0.0
B,orig,2e_K10,async_win,10,128,525.62,1068.32,457.94,298.35,100.0,281.42,185.06,33.22,62.64,23.00,804.82,559.04,0.0
