workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,baseline,baseline,128,1,1,0.00,0.00,1119.97,0.00,0.00,0.00,,,1119.97,1119.97,2.13,182.00,264.00,1.30,42957008,2026-09-23T03:14:31Z
B,orig,baseline,baseline,128,1,1,0.00,0.00,974.08,0.00,0.00,0.00,,,974.08,974.08,2.23,195.00,262.00,1.30,42956400,2026-09-23T03:14:31Z
C,orig,baseline,baseline,128,1,1,0.00,0.00,935.91,0.00,0.00,0.00,,,935.91,935.91,1.58,18.00,35.00,1.30,42958096,2026-09-23T03:14:31Z
C_hit,orig,baseline,baseline,128,1,1,0.00,0.00,578.82,0.00,0.00,0.00,,,578.82,578.82,1.66,37.00,62.00,1.30,42959896,2026-09-23T03:14:32Z
A,orig,layers_5,pread,128,1,1,0.00,100.00,971.43,586.47,140.25,446.22,,,1557.90,1417.65,2.17,184.00,262.00,1.30,42959192,2026-09-23T03:14:32Z
A,orig,layers_5,async,128,1,1,0.00,100.00,904.70,218.06,146.63,71.43,,,1122.76,976.13,2.16,184.00,262.00,1.30,42959728,2026-09-23T03:14:32Z
A,orig,layers_5,async_win,128,1,1,0.00,100.00,949.25,207.75,138.90,7.16,61.69,2.00,1157.00,956.41,2.15,184.00,262.00,1.30,42960436,2026-09-23T03:14:32Z
A,orig,layers_5,async_bulk,128,1,1,0.00,100.00,967.77,208.67,139.77,7.64,61.26,2.00,1176.44,975.41,2.14,184.00,262.00,1.30,42960664,2026-09-23T03:14:33Z
A,orig,layers_92,pread,128,1,1,0.00,100.00,504.41,8255.88,183.00,8072.88,,,8760.29,8577.29,2.11,181.00,271.00,1.30,42959476,2026-09-23T03:14:33Z
A,orig,layers_92,async,128,1,1,0.00,100.00,568.64,384.19,183.29,200.90,,,952.83,769.54,2.14,181.00,271.00,1.27,42959684,2026-09-23T03:14:33Z
A,orig,layers_92,async_win,128,1,1,0.00,100.00,567.14,367.19,183.38,117.02,66.80,87.00,934.33,684.16,2.13,181.00,271.00,1.27,42960392,2026-09-23T03:14:34Z
A,orig,layers_92,async_bulk,128,1,1,0.00,100.00,573.79,366.30,182.92,116.91,66.47,87.00,940.09,690.70,2.15,181.00,271.00,1.27,42960840,2026-09-23T03:14:34Z
A,orig,2d,pread,128,1,1,0.00,100.00,569.55,1811.01,66.34,1744.66,,,2380.56,2314.21,2.15,181.00,271.00,1.27,42960044,2026-09-23T03:14:34Z
A,orig,2d,async,128,1,1,0.00,100.00,565.97,270.38,182.01,88.37,,,836.35,654.34,2.14,181.00,271.00,1.27,42949688,2026-09-23T03:14:35Z
A,orig,2d,async_win,128,1,1,0.00,100.00,568.27,271.53,186.23,22.82,62.48,13.00,839.80,591.09,2.14,181.00,271.00,1.27,42950820,2026-09-23T03:14:35Z
A,orig,2d,async_bulk,128,1,1,0.00,100.00,570.76,264.12,181.75,20.07,62.30,13.00,834.88,590.83,2.14,181.00,271.00,1.27,42952784,2026-09-23T03:14:35Z
A,orig,2e_K10,pread,128,1,1,0.00,100.00,179.08,2607.41,101.86,2505.55,,,2786.49,2684.63,2.11,181.00,287.00,1.27,42953040,2026-09-23T03:14:36Z
A,orig,2e_K10,async,128,1,1,0.00,100.00,179.30,281.53,178.44,103.08,,,460.83,282.38,2.14,181.00,287.00,1.27,42953396,2026-09-23T03:14:36Z
A,orig,2e_K10,async_win,128,1,1,0.00,100.00,180.90,277.26,182.76,31.50,63.00,23.00,458.16,212.40,2.15,181.00,287.00,1.27,42953316,2026-09-23T03:14:36Z
A,orig,2e_K10,async_bulk,128,1,1,0.00,100.00,180.72,278.64,182.00,33.77,62.87,23.00,459.36,214.49,2.11,181.00,287.00,1.27,42954536,2026-09-23T03:14:37Z
A,orig,2e_K500,pread,128,1,1,0.00,100.00,181.68,21873.84,64.58,21809.26,,,22055.52,21990.94,2.05,170.00,443.00,1.27,42955040,2026-09-23T03:14:37Z
A,orig,2e_K500,async,128,1,1,0.00,100.00,182.69,1053.76,183.74,870.03,,,1236.45,1052.72,2.10,189.00,385.00,1.27,42955676,2026-09-23T03:14:37Z
A,orig,2e_K500,async_win,128,1,1,0.00,100.00,181.35,1004.06,178.64,694.84,130.59,467.00,1185.41,876.19,2.12,189.00,385.00,1.27,42955544,2026-09-23T03:14:38Z
A,orig,2e_K500,async_bulk,128,1,1,0.00,100.00,180.72,986.36,171.79,686.43,128.14,467.00,1167.08,867.15,2.11,189.00,384.00,1.27,42956260,2026-09-23T03:14:38Z
A,orig,2f_top14,pread,128,1,1,0.00,100.00,568.59,1348.36,101.84,1246.51,,,1916.95,1815.10,2.16,183.00,277.00,1.27,42956520,2026-09-23T03:14:38Z
A,orig,2f_top14,async,128,1,1,0.00,100.00,569.86,234.58,155.18,79.40,,,804.44,649.26,2.16,183.00,277.00,1.25,42956604,2026-09-23T03:14:38Z
A,orig,2f_top14,async_win,128,1,1,0.00,100.00,567.81,226.52,146.97,18.11,61.44,13.00,794.33,585.92,2.09,183.00,277.00,1.25,42957256,2026-09-23T03:14:39Z
A,orig,2f_top14,async_bulk,128,1,1,0.00,100.00,574.30,227.40,146.12,18.80,62.48,13.00,801.70,593.10,2.18,183.00,277.00,1.25,42957244,2026-09-23T03:14:39Z
A,orig,2f_top28,pread,128,1,1,0.00,100.00,180.26,2480.29,146.22,2334.08,,,2660.55,2514.34,2.15,182.00,288.00,1.25,42957284,2026-09-23T03:14:39Z
A,orig,2f_top28,async,128,1,1,0.00,100.00,179.73,238.87,141.38,97.49,,,418.60,277.22,2.16,182.00,288.00,1.25,42938468,2026-09-23T03:14:40Z
A,orig,2f_top28,async_win,128,1,1,0.00,100.00,182.80,237.40,138.98,36.26,62.16,27.00,420.20,219.06,2.09,182.00,288.00,1.25,42948196,2026-09-23T03:14:40Z
A,orig,2f_top28,async_bulk,128,1,1,0.00,100.00,178.70,238.19,136.81,38.30,63.08,27.00,416.89,217.00,2.20,182.00,288.00,1.25,42949312,2026-09-23T03:14:40Z
A,orig,2f_top100,pread,128,1,1,0.00,100.00,180.68,8914.57,65.15,8849.42,,,9095.25,9030.10,2.15,185.00,318.00,1.25,42949500,2026-09-23T03:14:41Z
A,orig,2f_top100,async,128,1,1,0.00,100.00,182.65,387.91,187.93,199.98,,,570.56,382.63,2.14,185.00,318.00,1.25,42949752,2026-09-23T03:14:41Z
A,orig,2f_top100,async_win,128,1,1,0.00,100.00,181.66,372.04,190.14,115.50,66.41,98.00,553.70,297.16,2.15,185.00,318.00,1.25,42949548,2026-09-23T03:14:41Z
A,orig,2f_top100,async_bulk,128,1,1,0.00,100.00,182.63,370.63,188.63,115.30,66.69,98.00,553.26,297.93,2.16,185.00,321.00,1.25,42949788,2026-09-23T03:14:42Z
A,orig,2f_top500,pread,128,1,1,0.00,100.00,179.62,26836.81,63.51,26773.30,,,27016.43,26952.92,2.04,170.00,442.00,1.25,42949816,2026-09-23T03:14:42Z
A,orig,2f_top500,async,128,1,1,0.00,100.00,184.49,987.51,182.63,804.87,,,1172.00,989.36,2.10,189.00,385.00,1.25,42950016,2026-09-23T03:14:42Z
A,orig,2f_top500,async_win,128,1,1,0.00,100.00,182.07,926.79,183.85,651.31,91.62,455.00,1108.86,833.38,2.13,189.00,386.00,1.25,42950128,2026-09-23T03:14:43Z
A,orig,2f_top500,async_bulk,128,1,1,0.00,100.00,190.21,932.07,182.64,658.48,90.95,455.00,1122.28,848.69,2.15,189.00,387.00,1.25,42950572,2026-09-23T03:14:43Z
A,orig,2f_slru,pread,128,1,1,0.00,100.00,96.74,17780.87,66.27,17714.60,,,17877.61,17811.34,1.54,0.00,278.00,1.25,42951144,2026-09-23T03:14:43Z
A,orig,2f_slru,async,128,1,1,0.00,100.00,97.52,7165.93,145.92,7020.01,,,7263.45,7117.53,1.60,0.00,278.00,1.31,42948852,2026-09-23T03:14:43Z
A,orig,2f_slru,async_win,128,1,1,0.00,78.80,97.48,2396.47,146.65,1895.26,354.56,138.00,2493.95,1992.74,1.57,0.00,278.00,1.31,42950196,2026-09-23T03:14:44Z
A,orig,2f_slru,async_bulk,128,1,1,0.00,1.50,808.95,569.24,139.75,79.11,350.38,2.00,1378.19,888.06,2.10,181.00,261.00,1.31,42952148,2026-09-23T03:14:44Z
A,orig,leaf_freq_K10,pread,128,1,1,0.00,100.00,532.99,935.65,67.25,868.40,,,1468.64,1401.39,2.15,182.00,280.00,1.31,42953308,2026-09-23T03:14:44Z
A,orig,leaf_freq_K10,async,128,1,1,0.00,100.00,562.05,258.72,183.96,74.76,,,820.77,636.81,2.17,182.00,280.00,1.31,42953976,2026-09-23T03:14:45Z
A,orig,leaf_freq_K10,async_win,128,1,1,0.00,100.00,560.39,260.46,184.87,14.43,61.16,10.00,820.85,574.82,2.16,182.00,280.00,1.31,42933816,2026-09-23T03:14:45Z
A,orig,leaf_freq_K10,async_bulk,128,1,1,0.00,100.00,533.66,264.13,187.29,15.48,61.35,10.00,797.79,549.14,2.16,182.00,280.00,1.31,42945248,2026-09-23T03:14:45Z
A,orig,leaf_rand_K10,pread,128,1,1,0.00,100.00,855.69,989.41,65.74,923.67,,,1845.10,1779.36,2.11,182.00,264.00,1.31,42949124,2026-09-23T03:14:46Z
A,orig,leaf_rand_K10,async,128,1,1,0.00,100.00,919.13,258.45,182.82,75.62,,,1177.58,994.75,2.14,182.00,264.00,1.31,42949888,2026-09-23T03:14:46Z
A,orig,leaf_rand_K10,async_win,128,1,1,0.00,100.00,912.16,256.95,178.00,17.88,61.06,10.00,1169.11,930.04,2.14,182.00,264.00,1.31,42971028,2026-09-23T03:14:46Z
A,orig,leaf_rand_K10,async_bulk,128,1,1,0.00,100.00,883.38,251.36,176.21,14.64,60.51,10.00,1134.74,898.02,2.10,182.00,264.00,1.31,42972156,2026-09-23T03:14:46Z
A,orig,learned_markov_14,pread,128,1,1,0.00,100.00,569.29,1353.48,66.92,1286.57,,,1922.77,1855.86,2.15,181.00,273.00,1.31,42972280,2026-09-23T03:14:47Z
A,orig,learned_markov_14,async,128,1,1,0.00,100.00,573.23,270.32,186.81,83.51,,,843.55,656.74,2.13,181.00,272.00,1.31,42972436,2026-09-23T03:14:47Z
A,orig,learned_markov_14,async_win,128,1,1,0.00,100.00,572.84,268.85,187.39,19.60,61.86,13.00,841.69,592.44,2.15,181.00,272.00,1.31,42973364,2026-09-23T03:14:47Z
