workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,lp_sorted,pread,128,1,1,0.00,100.00,96.34,18370.16,147.32,18222.84,,,18466.50,18319.18,1.54,0.00,278.00,1.09,19634672,2026-09-18T03:12:30Z
A,orig,lp_sorted,async,128,1,1,0.00,100.00,97.04,7325.50,149.35,7176.15,,,7422.54,7273.19,1.56,0.00,278.00,1.09,19632900,2026-09-18T03:12:30Z
A,orig,lp_shuf,pread,128,1,1,0.00,100.00,114.07,291867.86,148.40,291719.46,,,291981.93,291833.53,1.55,0.00,278.00,1.09,19634236,2026-09-18T03:12:31Z
A,orig,lp_shuf,async,128,1,1,0.00,100.00,98.68,7173.40,138.41,7034.99,,,7272.08,7133.67,1.58,0.00,278.00,1.08,19632952,2026-09-18T03:12:31Z
B,orig,lp_sorted,pread,128,1,1,0.00,100.00,98.06,18157.30,173.49,17983.81,,,18255.36,18081.87,1.57,0.00,278.00,1.08,19635392,2026-09-18T03:12:31Z
B,orig,lp_sorted,async,128,1,1,0.00,100.00,100.28,7319.40,177.61,7141.79,,,7419.68,7242.07,1.64,0.00,278.00,1.08,19634708,2026-09-18T03:12:31Z
B,orig,lp_shuf,pread,128,1,1,0.00,100.00,99.49,275316.71,175.56,275141.15,,,275416.20,275240.64,1.60,0.00,278.00,1.08,19637000,2026-09-18T03:12:32Z
B,orig,lp_shuf,async,128,1,1,0.00,100.00,99.29,7112.53,168.42,6944.12,,,7211.82,7043.41,1.63,0.00,278.00,1.08,19633744,2026-09-18T03:12:32Z
C,orig,lp_sorted,pread,128,1,1,0.00,100.00,95.28,2877.59,175.77,2701.82,,,2972.87,2797.10,1.54,0.00,37.00,1.08,19637764,2026-09-18T03:12:32Z
C,orig,lp_sorted,async,128,1,1,0.00,100.00,98.09,953.67,176.39,777.28,,,1051.76,875.37,1.54,0.00,37.00,1.08,19624172,2026-09-18T03:12:33Z
C,orig,lp_shuf,pread,128,1,1,0.00,100.00,96.75,29163.11,132.59,29030.52,,,29259.86,29127.27,1.53,0.00,37.00,1.08,19622932,2026-09-18T03:12:33Z
C,orig,lp_shuf,async,128,1,1,0.00,100.00,94.79,830.57,126.38,704.19,,,925.36,798.98,1.54,0.00,37.00,1.08,19624800,2026-09-18T03:12:33Z
C_hit,orig,lp_sorted,pread,128,1,1,0.00,100.00,91.24,4341.05,133.44,4207.61,,,4432.29,4298.85,1.54,0.00,62.00,1.08,19625980,2026-09-18T03:12:33Z
C_hit,orig,lp_sorted,async,128,1,1,0.00,100.00,95.00,1530.04,135.29,1394.74,,,1625.04,1489.74,1.56,0.00,62.00,1.08,19626024,2026-09-18T03:12:34Z
C_hit,orig,lp_shuf,pread,128,1,1,0.00,100.00,93.55,53804.67,171.74,53632.93,,,53898.22,53726.48,1.53,0.00,62.00,1.08,19626204,2026-09-18T03:12:34Z
C_hit,orig,lp_shuf,async,128,1,1,0.00,100.00,93.17,1624.56,173.95,1450.61,,,1717.73,1543.78,1.55,0.00,62.00,1.08,19627636,2026-09-18T03:12:34Z
A,orig,lp_sorted,pread,128,2,0,0.00,100.00,95.06,17401.65,173.57,17228.08,,,17496.71,17323.14,1.57,0.00,278.00,1.08,19627584,2026-09-18T03:12:35Z
A,orig,lp_shuf,pread,128,2,0,0.00,100.00,100.70,281541.63,174.84,281366.79,,,281642.33,281467.49,1.55,0.00,278.00,1.08,19627304,2026-09-18T03:12:35Z
B,orig,lp_sorted,pread,128,2,0,0.00,100.00,97.96,17973.79,171.88,17801.91,,,18071.75,17899.87,1.60,0.00,278.00,1.08,19628676,2026-09-18T03:12:35Z
B,orig,lp_shuf,pread,128,2,0,0.00,100.00,102.46,274607.43,171.86,274435.57,,,274709.89,274538.03,1.60,0.00,278.00,1.07,19629996,2026-09-18T03:12:36Z
C,orig,lp_sorted,pread,128,2,0,0.00,100.00,95.11,2974.50,171.64,2802.86,,,3069.61,2897.97,1.54,0.00,37.00,1.07,19630664,2026-09-18T03:12:36Z
C,orig,lp_shuf,pread,128,2,0,0.00,100.00,107.48,29258.44,172.66,29085.78,,,29365.92,29193.26,1.51,0.00,37.00,1.07,19631172,2026-09-18T03:12:36Z
C_hit,orig,lp_sorted,pread,128,2,0,0.00,100.00,95.38,4848.31,173.71,4674.60,,,4943.69,4769.98,1.55,0.00,62.00,1.07,19631492,2026-09-18T03:12:37Z
C_hit,orig,lp_shuf,pread,128,2,0,0.00,100.00,92.91,53612.90,167.91,53445.00,,,53705.81,53537.91,1.54,0.00,62.00,1.07,19631496,2026-09-18T03:12:37Z
A,orig,lp_sorted,pread,128,3,0,0.00,100.00,93.86,18451.33,168.23,18283.10,,,18545.19,18376.96,1.54,0.00,278.00,1.07,19633344,2026-09-18T03:12:37Z
A,orig,lp_shuf,pread,128,3,0,0.00,100.00,101.37,290467.43,168.28,290299.16,,,290568.80,290400.53,1.55,0.00,278.00,1.07,19617436,2026-09-18T03:12:38Z
B,orig,lp_sorted,pread,128,3,0,0.00,100.00,95.35,18368.12,173.36,18194.76,,,18463.47,18290.11,1.64,0.00,278.00,1.07,19632252,2026-09-18T03:12:38Z
B,orig,lp_shuf,pread,128,3,0,0.00,100.00,102.86,274294.78,172.07,274122.70,,,274397.64,274225.56,1.58,0.00,278.00,1.07,19632540,2026-09-18T03:12:39Z
C,orig,lp_sorted,pread,128,3,0,0.00,100.00,94.61,2910.19,172.91,2737.29,,,3004.80,2831.90,1.52,0.00,37.00,1.07,19633316,2026-09-18T03:12:39Z
C,orig,lp_shuf,pread,128,3,0,0.00,100.00,97.25,29519.26,170.60,29348.66,,,29616.51,29445.91,1.52,0.00,37.00,1.07,19633740,2026-09-18T03:12:39Z
C_hit,orig,lp_sorted,pread,128,3,0,0.00,100.00,95.12,4747.07,172.16,4574.91,,,4842.19,4670.03,1.53,0.00,62.00,1.07,19634284,2026-09-18T03:12:39Z
C_hit,orig,lp_shuf,pread,128,3,0,0.00,100.00,98.21,53780.10,172.32,53607.77,,,53878.31,53705.98,1.53,0.00,62.00,1.07,19634604,2026-09-18T03:12:40Z
A,orig,lp_sorted,pread,128,4,0,0.00,100.00,94.69,18294.55,170.26,18124.29,,,18389.24,18218.98,1.54,0.00,278.00,1.07,19636144,2026-09-18T03:12:40Z
A,orig,lp_shuf,pread,128,4,0,0.00,100.00,102.32,292088.74,171.20,291917.54,,,292191.06,292019.86,1.55,0.00,278.00,1.07,19636272,2026-09-18T03:12:41Z
B,orig,lp_sorted,pread,128,4,0,0.00,100.00,98.00,18567.52,171.35,18396.17,,,18665.52,18494.17,1.60,0.00,278.00,1.07,19636648,2026-09-18T03:12:41Z
B,orig,lp_shuf,pread,128,4,0,0.00,100.00,109.98,274467.33,169.74,274297.59,,,274577.31,274407.57,1.62,0.00,278.00,1.07,19654464,2026-09-18T03:12:41Z
C,orig,lp_sorted,pread,128,4,0,0.00,100.00,96.51,2821.00,169.77,2651.24,,,2917.51,2747.75,1.54,0.00,37.00,1.07,19654528,2026-09-18T03:12:42Z
