workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,baseline,baseline,128,1,1,0.00,0.00,851.24,0.00,0.00,0.00,,,851.24,851.24,2.15,190.00,246.00,1.17,19463428,2026-09-18T06:06:06Z
B,orig,baseline,baseline,128,1,1,0.00,0.00,2152.58,0.00,0.00,0.00,,,2152.58,2152.58,2.37,192.00,251.00,1.17,19463472,2026-09-18T06:06:06Z
C,orig,baseline,baseline,128,1,1,0.00,0.00,1036.12,0.00,0.00,0.00,,,1036.12,1036.12,1.62,20.00,28.00,1.17,19464800,2026-09-18T06:06:06Z
C_hit,orig,baseline,baseline,128,1,1,0.00,0.00,1011.13,0.00,0.00,0.00,,,1011.13,1011.13,1.69,41.00,57.00,1.17,19465432,2026-09-18T06:06:07Z
A,orig,layers_5,pread,128,1,1,0.00,100.00,864.08,591.77,149.15,442.62,,,1455.85,1306.70,2.17,190.00,245.00,1.17,19463240,2026-09-18T06:06:07Z
A,orig,layers_5,async,128,1,1,0.00,100.00,856.77,212.06,142.64,69.42,,,1068.83,926.19,2.16,190.00,245.00,1.17,19465452,2026-09-18T06:06:07Z
A,orig,layers_5,async_win,128,1,1,0.00,100.00,827.35,212.20,143.29,8.15,60.75,2.00,1039.55,835.50,2.14,190.00,245.00,1.17,19464036,2026-09-18T06:06:08Z
A,orig,layers_5,async_bulk,128,1,1,0.00,100.00,900.38,218.61,143.01,7.70,67.90,2.00,1118.99,908.08,2.20,190.00,245.00,1.15,19464524,2026-09-18T06:06:08Z
A,orig,layers_92,pread,128,1,1,0.00,100.00,568.15,8324.89,183.07,8141.82,,,8893.04,8709.97,2.23,187.00,258.00,1.15,19465732,2026-09-18T06:06:08Z
A,orig,layers_92,async,128,1,1,0.00,100.00,531.28,387.04,177.35,209.68,,,918.32,740.96,2.16,187.00,257.00,1.15,19468104,2026-09-18T06:06:09Z
