workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,511.98,524.03,422.85,29.74,100.0,319.60,230.70,88.65,,,829.88,599.60,0.0
A,1gb,2d,pread,5,128,485.57,490.06,450.21,16.89,100.0,2086.24,230.26,1859.47,,,2560.36,2332.03,0.0
A,1gb,2e_K10,async,10,128,151.21,152.73,149.60,1.08,100.0,331.78,230.61,101.14,,,483.31,251.35,0.0
A,1gb,2e_K10,pread,5,128,150.44,152.03,148.49,1.25,100.0,2974.93,230.71,2745.70,,,3125.65,2896.42,0.0
A,1gb,2e_K500,async,10,128,180.19,181.87,153.80,10.51,51.5,917.46,230.40,687.55,,,1097.71,867.80,0.0
A,1gb,2e_K500,pread,5,128,180.60,181.47,179.73,0.65,100.0,20768.25,229.54,20538.71,,,20948.73,20719.19,0.0
A,1gb,2f_slru,async,10,128,99.34,100.42,97.76,1.04,100.0,7302.83,230.14,7072.68,,,7401.64,7171.49,0.0
A,1gb,2f_slru,pread,5,128,98.84,99.50,97.53,0.69,100.0,19114.04,230.75,18883.20,,,19213.65,18982.81,0.0
A,1gb,2f_top100,async,10,128,181.07,182.89,179.33,1.27,100.0,431.76,231.54,199.03,,,613.38,379.97,0.0
A,1gb,2f_top100,pread,5,128,179.19,182.28,178.06,1.66,100.0,9220.42,230.40,8988.34,,,9402.10,9171.07,0.0
A,1gb,2f_top14,async,10,128,521.77,541.39,486.61,20.00,100.0,309.53,230.43,79.13,,,831.38,601.46,0.0
A,1gb,2f_top14,pread,5,128,485.94,558.59,479.02,35.85,100.0,1541.97,230.26,1312.90,,,2034.20,1803.94,0.0
A,1gb,2f_top28,async,10,128,179.71,180.87,146.54,14.40,100.0,329.02,230.69,96.85,,,505.19,275.99,0.0
A,1gb,2f_top28,pread,5,128,151.16,174.11,149.76,11.55,100.0,2656.08,232.07,2427.72,,,2807.24,2578.88,0.0
A,1gb,2f_top500,async,10,128,182.16,190.38,178.18,4.45,40.7,891.92,231.87,657.06,,,1073.20,837.97,0.0
A,1gb,2f_top500,pread,5,128,183.21,186.05,180.65,2.01,100.0,20493.94,229.83,20264.31,,,20675.83,20446.20,0.0
A,1gb,baseline,baseline,10,128,1156.56,1262.90,1016.03,81.85,0.0,0.00,0.00,0.00,,,1156.56,1156.56,0.0
A,1gb,layers_5,async,10,128,1087.87,1171.97,967.77,58.51,100.0,300.01,230.25,69.88,,,1388.01,1157.46,0.0
A,1gb,layers_5,pread,5,128,1180.95,1235.16,1095.15,57.58,100.0,749.41,232.27,507.70,,,1871.61,1620.46,0.0
A,1gb,layers_92,async,10,128,850.49,927.53,789.00,46.11,100.0,424.27,230.91,193.05,,,1277.40,1045.51,0.0
A,1gb,layers_92,pread,5,128,919.66,920.65,781.58,58.23,100.0,8244.67,230.35,8014.32,,,9026.25,8795.90,0.0
A,1gb,leaf_freq_K10,async,10,128,864.16,914.04,762.52,45.47,100.0,306.91,230.88,75.85,,,1170.94,939.85,0.0
A,1gb,leaf_freq_K10,pread,5,128,818.30,902.72,747.58,56.03,100.0,1134.26,231.10,899.76,,,1952.56,1717.59,0.0
A,1gb,leaf_rand_K10,async,10,128,1183.87,1266.22,1036.86,67.44,100.0,308.80,230.29,77.77,,,1494.63,1265.25,0.0
A,1gb,leaf_rand_K10,pread,5,128,1241.81,1292.27,1115.91,64.06,100.0,1124.10,231.01,892.40,,,2366.72,2135.98,0.0
A,ta,2d,async,10,128,586.19,621.83,581.10,19.34,96.9,295.81,196.28,99.20,,,880.85,685.37,0.0
A,ta,2d,pread,5,128,605.65,652.04,595.70,25.71,100.0,988.53,197.08,790.69,,,1622.56,1425.48,0.0
A,ta,2e_K10,async,10,128,180.42,185.74,177.58,2.67,97.6,308.05,196.52,110.43,,,488.35,291.35,0.0
A,ta,2e_K10,pread,5,128,179.85,182.82,178.37,1.80,100.0,2035.20,196.81,1838.39,,,2213.61,2018.30,0.0
A,ta,2e_K500,async,10,128,190.07,2836.85,182.66,1388.18,25.2,894.45,195.48,699.15,,,1086.44,889.44,0.0
A,ta,2e_K500,pread,5,128,181.39,183.51,180.07,1.26,100.0,17755.56,197.47,17558.09,,,17936.70,17739.23,0.0
A,ta,2f_slru,async,10,128,97.25,98.57,93.85,1.31,100.0,7177.95,229.33,6948.48,,,7276.43,7046.95,0.0
A,ta,2f_slru,pread,5,128,97.66,124.74,95.31,13.84,100.0,17879.39,234.26,17645.13,,,17976.19,17741.93,0.0
A,ta,2f_top100,async,10,128,180.27,182.25,175.96,1.95,100.0,392.38,196.52,192.97,,,571.90,374.23,0.0
A,ta,2f_top100,pread,5,128,179.57,179.95,178.12,0.71,100.0,8884.26,196.57,8680.64,,,9062.38,8858.76,0.0
A,ta,2f_top14,async,10,128,623.68,660.44,555.11,37.92,100.0,275.58,196.50,79.31,,,899.12,702.29,0.0
A,ta,2f_top14,pread,5,128,658.66,659.40,591.51,26.70,100.0,1690.00,197.77,1491.95,,,2349.45,2150.85,0.0
A,ta,2f_top28,async,10,128,178.62,180.74,173.85,2.06,100.0,294.63,197.21,97.14,,,473.09,275.03,0.0
A,ta,2f_top28,pread,5,128,180.34,181.22,177.25,1.48,100.0,2654.80,195.72,2459.40,,,2836.05,2640.65,0.0
A,ta,2f_top500,async,10,128,267.27,4030.74,181.50,1768.75,41.9,873.07,197.10,677.45,,,1205.52,1008.30,0.0
A,ta,2f_top500,pread,5,128,182.53,185.13,181.13,1.57,100.0,17796.58,196.71,17599.13,,,17982.09,17784.64,0.0
A,ta,baseline,baseline,10,128,1221.34,1230.96,1081.82,47.11,0.0,0.00,0.00,0.00,,,1221.34,1221.34,0.0
A,ta,layers_5,async,10,128,1069.93,1078.24,990.51,24.75,100.0,265.57,196.43,69.03,,,1337.39,1139.42,0.0
A,ta,layers_5,pread,5,128,999.28,1004.75,967.25,13.91,100.0,445.32,197.23,248.37,,,1445.18,1247.06,0.0
A,ta,layers_92,async,10,128,577.75,584.84,572.94,4.21,100.0,362.49,197.48,164.88,,,940.67,744.08,0.0
A,ta,layers_92,pread,5,128,594.88,649.30,591.44,26.96,100.0,1013.07,197.31,816.62,,,1619.17,1421.26,0.0
A,ta,leaf_freq_K10,async,10,128,731.69,1172.27,668.40,243.80,100.0,306.50,230.31,75.14,,,1037.82,807.07,0.0
A,ta,leaf_freq_K10,pread,5,128,735.14,737.99,602.91,52.95,100.0,1159.23,231.62,927.91,,,1896.61,1661.49,0.0
A,ta,leaf_rand_K10,async,10,128,1178.44,4304.90,1046.13,1701.32,100.0,308.37,232.43,75.49,,,1487.62,1253.65,0.0
A,ta,leaf_rand_K10,pread,5,128,1207.94,1885.27,1079.01,364.19,100.0,1155.30,230.90,925.28,,,2363.13,2133.58,0.0
A,vacuum,2d,async,10,128,538.99,592.83,536.59,22.28,100.0,273.74,196.83,76.56,,,812.99,615.81,0.0
A,vacuum,2d,pread,5,128,563.13,568.85,540.83,10.31,100.0,1380.28,197.37,1183.46,,,1946.85,1749.22,0.0
A,vacuum,2e_K10,async,10,128,180.00,183.03,177.04,1.94,100.0,285.43,195.81,89.34,,,466.69,270.59,0.0
A,vacuum,2e_K10,pread,5,128,178.66,180.85,177.27,1.37,100.0,2178.71,196.03,1982.32,,,2358.56,2162.17,0.0
A,vacuum,2e_K500,async,10,128,503.82,653.11,180.02,171.78,14.8,860.31,197.76,662.69,,,1361.65,1164.91,0.0
A,vacuum,2e_K500,pread,5,128,181.71,182.87,180.38,0.86,100.0,14286.29,195.84,14090.45,,,14469.32,14273.48,0.0
A,vacuum,2f_slru,async,10,128,97.36,353.21,95.51,139.52,100.0,5561.39,196.73,5368.95,,,5657.89,5465.45,0.0
A,vacuum,2f_slru,pread,5,128,95.26,95.85,95.02,0.36,100.0,13971.52,196.44,13773.73,,,14066.78,13868.99,0.0
A,vacuum,2f_top100,async,10,128,178.88,183.60,176.76,2.42,100.0,392.71,196.75,195.04,,,574.36,374.25,0.0
A,vacuum,2f_top100,pread,5,128,180.24,180.61,176.54,1.52,100.0,8983.70,197.97,8790.09,,,9164.03,8970.42,0.0
A,vacuum,2f_top14,async,10,128,536.17,585.62,470.69,38.42,100.0,274.90,196.11,78.48,,,811.15,614.96,0.0
A,vacuum,2f_top14,pread,5,128,540.04,569.55,494.77,27.24,100.0,1543.29,200.30,1345.45,,,2089.55,1887.56,0.0
A,vacuum,2f_top28,async,10,128,178.22,180.17,175.45,1.35,100.0,294.12,197.86,96.43,,,472.77,274.69,0.0
