workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2e_K500,async,8,128,635.33,638.27,567.72,29.61,100.0,1019.69,173.16,845.68,1655.03,1481.60,0.0
A,orig,2e_K500,pread,5,128,183.76,189.20,180.23,3.60,100.0,19652.35,173.37,19478.66,19836.11,19662.42,0.0
A,orig,baseline,baseline,8,128,986.61,1035.72,889.57,49.66,0.0,0.00,0.00,0.00,986.61,986.61,0.0
A,orig,leaf_freq_K500,async,8,128,908.44,981.80,866.18,44.11,100.0,988.09,172.23,815.85,1900.73,1728.90,0.0
A,orig,leaf_freq_K500,pread,5,128,191.81,192.06,189.19,1.27,100.0,17820.40,172.81,17647.54,18009.59,17836.73,0.0
A,orig,leaf_rand_K500,async,8,128,965.38,971.98,959.50,4.38,100.0,1037.76,172.99,864.96,2001.56,1828.76,0.0
A,orig,leaf_rand_K500,pread,5,128,967.90,971.47,965.23,2.31,100.0,44121.39,171.99,43948.75,45089.29,44916.65,0.0
A,ta,2e_K500,async,8,128,645.02,802.51,585.96,74.95,27.4,877.83,172.49,703.77,1531.22,1358.52,0.0
A,ta,2e_K500,pread,5,128,574.14,587.38,560.17,11.48,100.0,18132.20,172.56,17961.67,18714.68,18544.15,0.0
A,ta,baseline,baseline,8,128,1145.99,1192.43,1058.33,42.43,0.0,0.00,0.00,0.00,1145.99,1145.99,0.0
A,ta,leaf_freq_K500,async,8,128,1145.97,1171.66,1014.97,58.87,100.0,966.71,172.88,794.85,2105.08,1932.82,0.0
A,ta,leaf_freq_K500,pread,5,128,979.32,1098.40,963.90,63.26,100.0,18071.83,171.95,17901.46,19170.61,19000.24,0.0
A,ta,leaf_rand_K500,async,8,128,1054.32,1080.91,1002.85,31.70,100.0,1019.27,172.81,845.92,2074.86,1902.24,0.0
A,ta,leaf_rand_K500,pread,5,128,1063.03,1072.33,923.77,57.17,100.0,44168.42,174.57,43993.85,45231.45,45056.88,0.0
