workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,569.32,577.00,497.15,33.09,100.0,311.94,226.16,85.16,,,880.19,654.00,0.0
A,orig,2d,async_bulk,5,128,567.54,568.95,565.43,1.37,100.0,312.01,226.49,23.31,62.44,13.00,879.81,590.85,0.0
A,orig,2d,async_win,10,128,567.04,571.95,496.24,31.40,100.0,312.62,227.90,22.45,62.14,13.00,879.88,589.54,0.0
A,orig,2d,pread,5,128,568.80,570.93,502.86,26.38,100.0,1929.96,226.28,1703.67,,,2498.36,2272.25,0.0
A,orig,2e_K10,async,10,128,179.51,183.22,178.24,1.70,100.0,326.14,227.97,97.70,,,506.06,277.52,0.0
A,orig,2e_K10,async_bulk,5,128,179.41,182.23,177.69,1.72,100.0,322.36,226.65,34.30,62.28,23.00,505.06,214.64,0.0
A,orig,2e_K10,async_win,10,128,180.25,181.51,176.77,1.58,100.0,325.02,226.88,33.66,62.39,23.00,505.31,214.09,0.0
A,orig,2e_K10,pread,5,128,178.95,179.51,174.32,1.96,100.0,2799.89,229.37,2565.53,,,2978.84,2744.48,0.0
A,orig,2e_K500,async,10,128,183.27,440.19,179.16,139.75,100.0,1070.39,228.03,839.46,,,1251.74,1020.82,0.0
A,orig,2e_K500,async_bulk,5,128,181.98,182.94,180.73,0.79,100.0,1005.37,228.39,685.40,90.81,467.00,1187.35,868.39,0.0
A,orig,2e_K500,async_win,10,128,182.14,185.23,180.07,1.59,100.0,1000.16,227.74,682.28,90.73,467.00,1183.66,865.13,0.0
A,orig,2e_K500,pread,5,128,182.58,185.54,181.82,1.59,100.0,22308.82,226.99,22081.84,,,22491.75,22264.77,0.0
A,orig,2f_slru,async,10,128,98.23,100.65,96.27,1.30,100.0,7242.65,227.45,7014.82,,,7340.85,7113.02,0.0
A,orig,2f_slru,async_bulk,5,128,822.55,885.97,799.01,36.27,1.5,704.06,226.85,79.24,397.08,2.00,1529.27,906.13,0.0
A,orig,2f_slru,async_win,10,128,98.10,104.41,92.94,3.58,82.8,2565.55,227.13,1940.49,397.93,138.00,2662.44,2037.86,0.0
A,orig,2f_slru,pread,5,128,95.66,99.66,91.32,2.92,100.0,18295.79,226.80,18070.53,,,18391.45,18166.19,0.0
A,orig,2f_top100,async,10,128,182.75,186.49,173.79,3.59,100.0,423.37,227.55,195.86,,,608.03,378.03,0.0
A,orig,2f_top100,async_bulk,5,128,181.88,183.14,181.19,0.74,100.0,412.67,226.81,119.55,66.01,98.00,595.96,300.74,0.0
A,orig,2f_top100,async_win,10,128,183.00,187.45,179.11,2.91,100.0,413.09,227.79,119.10,65.70,98.00,594.24,300.80,0.0
A,orig,2f_top100,pread,5,128,180.89,185.05,179.38,2.35,100.0,9046.99,225.91,8822.66,,,9227.74,9003.41,0.0
A,orig,2f_top14,async,10,128,568.64,572.72,499.87,20.92,100.0,308.51,227.64,79.92,,,878.11,649.37,0.0
A,orig,2f_top14,async_bulk,5,128,571.51,572.86,566.32,2.42,100.0,306.29,226.53,18.80,61.34,13.00,878.41,590.24,0.0
A,orig,2f_top14,async_win,10,128,570.01,577.16,503.41,26.99,100.0,308.30,226.86,19.75,61.83,13.00,876.99,589.66,0.0
A,orig,2f_top14,pread,5,128,570.58,572.28,567.42,1.75,100.0,1475.61,227.34,1249.00,,,2044.05,1818.29,0.0
A,orig,2f_top28,async,10,128,181.86,183.12,177.96,1.80,100.0,325.21,226.57,98.33,,,507.22,279.20,0.0
A,orig,2f_top28,async_bulk,5,128,182.44,185.74,180.71,2.06,100.0,326.48,226.54,37.05,62.04,27.00,507.28,219.12,0.0
A,orig,2f_top28,async_win,10,128,182.50,183.72,179.93,1.09,100.0,326.76,226.48,37.19,62.27,27.00,508.77,219.08,0.0
A,orig,2f_top28,pread,5,128,180.60,181.91,177.54,1.83,100.0,2654.32,228.15,2424.92,,,2832.03,2602.63,0.0
A,orig,2f_top500,async,10,128,184.56,209.22,180.18,12.22,100.0,1036.84,226.74,810.41,,,1223.30,996.54,0.0
A,orig,2f_top500,async_bulk,5,128,183.81,187.02,183.11,1.70,100.0,982.12,227.86,662.40,90.81,455.00,1165.58,846.91,0.0
A,orig,2f_top500,async_win,10,128,183.99,187.50,182.09,1.89,100.0,984.12,227.04,664.43,90.50,455.00,1169.62,848.82,0.0
A,orig,2f_top500,pread,5,128,182.39,184.02,181.31,1.01,100.0,21916.10,225.83,21689.69,,,22098.34,21871.93,0.0
A,orig,baseline,baseline,10,128,889.32,948.63,829.17,42.65,0.0,0.00,0.00,0.00,,,889.32,889.32,0.0
A,orig,layers_5,async,10,128,927.22,973.50,846.37,48.18,100.0,294.67,226.03,69.08,,,1220.94,996.67,0.0
A,orig,layers_5,async_bulk,5,128,912.00,943.09,878.63,25.90,100.0,296.71,227.50,8.13,61.29,2.00,1208.71,920.26,0.0
A,orig,layers_5,async_win,10,128,911.85,976.37,844.52,38.51,100.0,296.62,227.30,8.18,61.16,2.00,1207.33,920.07,0.0
A,orig,layers_5,pread,5,128,880.93,917.78,818.15,35.56,100.0,670.81,228.99,441.56,,,1550.17,1322.49,0.0
A,orig,layers_92,async,10,128,570.65,573.36,504.45,19.96,100.0,420.69,226.79,194.85,,,992.00,763.45,0.0
A,orig,layers_92,async_bulk,5,128,570.04,600.52,569.41,15.24,100.0,410.35,227.19,119.04,65.67,87.00,980.39,688.78,0.0
A,orig,layers_92,async_win,10,128,570.73,600.91,566.78,16.21,100.0,409.66,227.20,116.73,65.59,87.00,982.23,687.88,0.0
A,orig,layers_92,pread,5,128,568.19,575.93,506.24,25.95,100.0,8280.10,227.38,8052.72,,,8857.56,8630.18,0.0
A,orig,leaf_freq_K10,async,10,128,528.93,596.85,468.28,41.74,100.0,301.47,225.55,75.86,,,831.62,605.88,0.0
A,orig,leaf_freq_K10,async_bulk,5,128,527.81,559.94,464.89,34.49,100.0,305.05,228.15,14.72,61.81,10.00,832.86,542.91,0.0
A,orig,leaf_freq_K10,async_win,10,128,553.65,596.10,473.61,42.68,100.0,303.52,226.66,15.23,61.94,10.00,858.36,568.35,0.0
A,orig,leaf_freq_K10,pread,5,128,527.72,531.73,489.53,15.82,100.0,1149.50,226.49,923.01,,,1676.74,1450.67,0.0
A,orig,leaf_rand_K10,async,10,128,939.96,992.70,882.95,41.78,100.0,303.08,227.06,76.15,,,1241.22,1014.91,0.0
A,orig,leaf_rand_K10,async_bulk,5,128,910.66,963.06,819.99,52.48,100.0,303.62,225.53,15.84,61.67,10.00,1214.28,927.92,0.0
A,orig,leaf_rand_K10,async_win,10,128,945.40,995.51,850.53,45.71,100.0,304.09,227.81,15.20,61.84,10.00,1249.36,960.28,0.0
A,orig,leaf_rand_K10,pread,5,128,953.69,982.63,853.28,47.83,100.0,1127.35,227.32,899.45,,,2068.81,1842.23,0.0
A,orig,learned_markov_14,async,10,128,568.14,572.73,562.67,3.01,100.0,308.26,226.80,81.38,,,878.46,650.30,0.0
A,orig,learned_markov_14,async_bulk,5,128,569.33,570.31,568.80,0.63,100.0,309.51,227.40,19.98,62.14,13.00,878.96,589.43,0.0
A,orig,learned_markov_14,async_win,10,128,570.74,574.15,561.45,3.71,100.0,311.51,227.92,20.31,62.51,13.00,881.82,591.72,0.0
A,orig,learned_markov_14,pread,5,128,570.06,580.31,568.98,5.32,100.0,1482.53,227.67,1254.58,,,2065.35,1837.40,0.0
A,orig,learned_markov_28,async,10,128,570.09,575.80,564.94,3.42,100.0,326.33,227.31,98.96,,,895.68,668.11,0.0
A,orig,learned_markov_28,async_bulk,5,128,569.57,572.30,566.30,2.25,100.0,327.55,227.21,36.26,63.46,26.00,896.42,607.69,0.0
A,orig,learned_markov_28,async_win,10,128,569.82,572.08,565.30,2.47,100.0,326.01,226.09,35.73,62.81,26.00,896.15,606.69,0.0
A,orig,learned_markov_28,pread,5,128,570.28,572.30,565.58,2.40,100.0,2687.28,227.39,2457.85,,,3258.61,3029.18,0.0
B,orig,2d,async,10,128,542.88,573.06,497.18,28.54,100.0,313.84,227.37,86.31,,,857.78,629.65,0.0
