workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YC,orig,2d,async,10,128,656.98,664.08,564.56,28.80,100.0,376.00,175.07,198.96,1031.44,855.31,0.0
YC,orig,2d,pread,10,128,635.33,665.31,553.73,35.83,100.0,8224.06,175.03,8049.16,8879.10,8703.29,0.0
YC,orig,2e_K10,async,10,128,612.39,647.27,562.79,29.61,100.0,391.97,175.18,215.88,1003.97,828.71,0.0
YC,orig,2e_K10,pread,10,128,644.80,664.63,566.97,39.67,100.0,8939.31,175.16,8764.21,9587.22,9412.12,0.0
YC,orig,2e_K500,async,10,128,663.83,715.91,595.60,41.22,100.0,1188.82,174.47,1015.60,1849.58,1676.42,0.0
YC,orig,2e_K500,pread,10,128,663.40,668.38,591.98,28.26,100.0,52042.65,175.20,51866.59,52678.93,52503.62,0.0
YC,orig,2f_slru,async,10,128,101.70,103.98,99.31,1.52,100.0,42165.35,174.34,41990.52,42265.86,42091.04,0.0
YC,orig,2f_slru,pread,10,128,106.83,110.65,97.47,3.79,100.0,102170.70,174.68,101996.65,102279.64,102105.60,0.0
YC,orig,2f_top14,async,10,128,984.79,989.08,916.50,27.41,100.0,259.12,174.78,84.43,1243.42,1067.91,0.0
YC,orig,2f_top14,pread,10,128,982.12,1025.25,827.06,53.78,100.0,1438.74,174.84,1263.03,2417.02,2240.23,0.0
YC,orig,2f_top28,async,10,128,970.14,989.33,911.80,28.68,100.0,280.06,174.52,104.94,1248.38,1075.55,0.0
YC,orig,2f_top28,pread,10,128,969.65,984.96,923.34,22.23,100.0,2636.44,175.06,2461.00,3604.18,3429.81,0.0
YC,orig,baseline,baseline,10,128,996.22,1042.92,975.18,23.63,0.0,0.00,0.00,0.00,996.22,996.22,0.0
YC,orig,layers_5,async,10,128,973.34,1072.12,914.12,62.76,100.0,245.06,174.63,70.23,1219.02,1044.21,0.0
YC,orig,layers_5,pread,10,128,956.64,983.20,883.94,35.21,100.0,613.39,174.96,438.14,1570.34,1394.79,0.0
YC,orig,layers_92,async,10,128,645.51,663.18,561.62,29.73,100.0,376.18,175.46,200.19,1020.85,845.15,0.0
YC,orig,layers_92,pread,10,128,643.15,678.13,561.25,45.43,100.0,8195.73,174.63,8021.93,8788.14,8613.39,0.0
YC,orig,lp_shuf,pread,10,128,118.03,123.28,109.51,4.06,100.0,1566540.58,84.77,1566455.42,1566653.90,1566568.74,0.0
YC,orig,lp_sorted,pread,10,128,104.72,111.00,101.25,3.49,100.0,102567.07,86.33,102481.46,102673.10,102587.49,0.0
YC,orig,learned_markov_14,async,10,128,960.94,991.33,916.37,25.69,100.0,163.37,78.97,84.97,1128.05,1046.73,0.0
YC,orig,learned_markov_14,pread,10,128,959.08,988.81,901.73,30.60,100.0,1365.86,79.77,1279.26,2323.91,2235.44,0.0
YC,orig,learned_markov_28,async,10,128,956.38,1190.32,915.98,123.05,100.0,184.22,79.19,104.70,1144.61,1061.73,0.0
YC,orig,learned_markov_28,pread,10,128,970.89,1041.43,914.21,44.78,100.0,2538.34,79.72,2454.36,3499.77,3418.22,0.0
