workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,501.59,506.95,499.62,2.81,100.0,468.02,351.25,118.45,,,968.12,620.91,0.0
A,orig,2d,async_bulk,5,128,472.66,475.56,471.00,1.80,100.0,470.49,351.20,22.77,94.49,13.00,943.15,494.63,0.0
A,orig,2d,async_win,10,128,486.75,503.87,468.52,13.26,100.0,467.04,350.88,21.75,93.72,13.00,946.61,508.93,0.0
A,orig,2d,pread,5,128,501.90,502.77,495.31,3.19,100.0,2121.35,351.19,1770.16,,,2623.58,2272.39,0.0
A,orig,2e_K10,async,10,128,474.06,520.05,470.76,19.78,100.0,483.43,352.01,130.74,,,956.71,604.69,0.0
A,orig,2e_K10,async_bulk,5,128,472.25,494.36,467.74,12.02,100.0,454.98,324.63,35.10,94.20,23.00,947.80,506.57,0.0
A,orig,2e_K10,async_win,10,128,472.67,521.84,468.72,21.23,100.0,481.19,352.05,34.23,94.44,23.00,955.52,507.41,0.0
A,orig,2e_K10,pread,5,128,503.60,504.91,500.46,1.60,100.0,2958.15,325.02,2631.77,,,3458.61,3132.23,0.0
A,orig,2e_K500,async,10,128,182.81,357.59,179.93,88.72,100.0,1241.35,351.60,890.85,,,1424.51,1073.45,0.0
A,orig,2e_K500,async_bulk,5,128,182.10,184.02,172.36,4.26,100.0,1170.10,349.93,696.75,123.29,452.00,1351.81,880.54,0.0
A,orig,2e_K500,async_win,10,128,182.92,188.45,182.26,2.61,100.0,1175.48,351.74,699.81,123.45,452.00,1359.53,882.90,0.0
A,orig,2e_K500,pread,5,128,182.85,183.87,181.20,1.01,100.0,19740.98,348.90,19392.08,,,19924.90,19576.00,0.0
A,orig,2f_slru,async,10,128,98.48,99.74,95.53,1.22,100.0,7488.24,351.84,7136.40,,,7585.40,7233.55,0.0
A,orig,2f_slru,async_bulk,5,128,692.05,706.54,676.51,10.98,1.4,968.07,353.25,80.66,532.50,2.00,1661.16,772.71,0.0
A,orig,2f_slru,async_win,10,128,97.79,99.68,95.18,1.37,85.2,2849.24,352.17,1961.30,532.72,138.00,2947.90,2059.51,0.0
A,orig,2f_slru,pread,5,128,96.82,99.24,92.83,2.22,100.0,18685.51,351.40,18334.27,,,18778.34,18427.10,0.0
A,orig,2f_top100,async,10,128,183.28,184.06,179.74,1.54,100.0,583.53,351.43,231.66,,,766.87,414.81,0.0
A,orig,2f_top100,async_bulk,5,128,183.06,183.85,181.21,1.02,100.0,576.88,351.99,128.68,98.68,97.00,759.94,311.75,0.0
A,orig,2f_top100,async_win,10,128,182.09,184.44,175.79,2.61,100.0,573.38,353.28,122.10,98.70,97.00,753.75,303.55,0.0
A,orig,2f_top100,pread,5,128,182.65,183.29,180.30,1.09,100.0,9078.88,351.53,8756.18,,,9262.20,8939.50,0.0
A,orig,2f_top14,async,10,128,505.14,545.36,501.42,21.48,100.0,464.21,351.77,112.69,,,969.50,617.67,0.0
A,orig,2f_top14,async_bulk,5,128,504.19,506.53,479.36,10.22,100.0,467.77,353.08,19.77,94.55,13.00,971.54,523.79,0.0
A,orig,2f_top14,async_win,10,128,506.62,551.75,476.49,24.84,100.0,463.97,350.00,19.37,94.14,13.00,966.88,525.09,0.0
A,orig,2f_top14,pread,5,128,503.95,508.47,502.79,2.40,100.0,1665.37,351.01,1313.47,,,2168.17,1816.27,0.0
A,orig,2f_top28,async,10,128,488.13,503.69,471.65,14.01,100.0,484.75,351.38,132.88,,,962.00,621.01,0.0
A,orig,2f_top28,async_bulk,5,128,472.90,524.22,470.18,23.39,100.0,489.15,354.42,37.96,95.23,27.00,962.94,512.38,0.0
A,orig,2f_top28,async_win,10,128,475.48,500.52,468.97,12.28,100.0,481.88,350.10,36.79,95.12,27.00,955.23,512.75,0.0
A,orig,2f_top28,pread,5,128,474.06,496.53,473.06,11.14,100.0,2850.95,327.97,2522.81,,,3325.01,2997.04,0.0
A,orig,2f_top500,async,10,128,190.16,423.48,181.81,108.24,20.9,1150.08,351.97,798.25,,,1433.99,1081.83,0.0
A,orig,2f_top500,async_bulk,5,128,184.89,186.10,184.09,0.84,100.0,1224.08,352.17,681.03,191.38,441.00,1408.30,865.25,0.0
A,orig,2f_top500,async_win,10,128,184.42,186.64,181.50,1.43,100.0,1216.44,352.56,671.64,192.41,441.00,1401.52,857.17,0.0
A,orig,2f_top500,pread,5,128,181.39,183.15,177.30,2.06,100.0,20221.78,350.74,19871.62,,,20405.32,20055.16,0.0
A,orig,baseline,baseline,10,128,828.07,890.79,819.41,28.96,0.0,0.00,0.00,0.00,,,828.07,828.07,0.0
A,orig,layers_5,async,10,128,504.30,510.77,501.63,3.13,100.0,452.37,352.25,101.56,,,955.95,605.87,0.0
A,orig,layers_5,async_bulk,5,128,499.51,506.55,475.96,13.08,100.0,452.58,352.19,7.74,93.78,2.00,940.01,506.66,0.0
A,orig,layers_5,async_win,10,128,504.30,507.37,496.52,3.46,100.0,451.54,350.10,7.78,93.03,2.00,953.51,512.19,0.0
A,orig,layers_5,pread,5,128,471.10,495.35,463.97,12.29,100.0,830.11,352.89,477.08,,,1299.28,950.96,0.0
A,orig,layers_92,async,10,128,503.76,528.01,474.64,18.00,100.0,580.99,350.07,235.19,,,1086.34,738.14,0.0
A,orig,layers_92,async_bulk,5,128,480.84,504.12,474.13,12.77,100.0,538.63,326.13,120.00,98.23,87.00,1043.30,602.86,0.0
A,orig,layers_92,async_win,10,128,491.09,524.91,470.75,19.83,100.0,565.50,352.46,115.55,97.95,87.00,1049.43,607.25,0.0
A,orig,layers_92,pread,5,128,503.02,505.55,500.34,1.96,100.0,8427.81,351.13,8079.50,,,8933.78,8582.65,0.0
A,orig,leaf_freq_K10,async,10,128,812.01,815.29,808.43,2.43,100.0,459.07,352.12,107.12,,,1271.63,919.41,0.0
A,orig,leaf_freq_K10,async_bulk,5,128,810.45,813.67,809.96,1.64,100.0,460.61,351.23,15.55,93.65,10.00,1270.82,826.32,0.0
A,orig,leaf_freq_K10,async_win,10,128,813.67,863.91,750.69,34.21,100.0,459.61,352.19,15.75,93.26,10.00,1272.70,828.86,0.0
A,orig,leaf_freq_K10,pread,5,128,812.42,813.16,809.15,1.60,100.0,1279.28,322.88,927.32,,,2091.77,1740.65,0.0
A,orig,leaf_rand_K10,async,10,128,810.10,816.67,745.89,21.42,100.0,458.54,351.23,108.00,,,1257.57,917.63,0.0
A,orig,leaf_rand_K10,async_bulk,5,128,781.76,806.50,781.10,12.27,100.0,458.27,351.41,15.45,92.82,10.00,1241.95,797.32,0.0
A,orig,leaf_rand_K10,async_win,10,128,810.55,836.90,778.28,21.89,100.0,459.10,350.34,15.56,93.55,10.00,1243.76,825.43,0.0
A,orig,leaf_rand_K10,pread,5,128,785.20,791.86,780.08,4.37,100.0,1307.49,350.27,959.20,,,2091.79,1744.40,0.0
A,orig,learned_markov_14,async,10,128,505.49,511.53,472.63,11.96,100.0,460.59,348.03,112.83,,,955.42,618.19,0.0
A,orig,learned_markov_14,async_bulk,5,128,498.99,507.81,472.89,12.63,100.0,439.35,323.32,19.73,93.36,13.00,943.30,519.52,0.0
A,orig,learned_markov_14,async_win,10,128,501.91,545.45,468.39,25.26,100.0,463.09,350.81,20.50,93.50,13.00,963.33,522.72,0.0
A,orig,learned_markov_14,pread,5,128,506.88,4817.55,501.89,2155.93,100.0,1665.23,351.44,1314.35,,,2171.57,1820.13,0.0
A,orig,learned_markov_28,async,10,128,502.93,507.56,444.19,19.42,100.0,481.62,351.31,130.57,,,985.35,634.28,0.0
A,orig,learned_markov_28,async_bulk,5,128,503.06,507.73,444.61,23.98,100.0,455.40,346.89,37.17,94.12,27.00,958.46,539.19,0.0
A,orig,learned_markov_28,async_win,10,128,502.86,547.88,448.09,29.70,100.0,485.66,351.70,39.45,94.67,27.00,990.38,542.90,0.0
A,orig,learned_markov_28,pread,5,128,502.85,505.31,474.54,11.76,100.0,2849.00,353.25,2497.74,,,3354.07,3000.81,0.0
B,orig,2d,async,10,128,563.47,583.34,512.41,31.49,100.0,467.69,351.71,117.16,,,1017.27,680.63,0.0
B,orig,2d,async_bulk,5,128,583.08,584.84,556.94,10.49,100.0,467.98,353.63,21.95,93.03,13.00,1051.06,604.39,0.0
B,orig,2d,async_win,10,128,578.98,585.75,512.61,21.73,100.0,468.31,351.56,22.55,92.90,13.00,1046.80,601.45,0.0
B,orig,2d,pread,5,128,582.86,583.29,513.55,27.39,100.0,2118.40,349.49,1768.91,,,2696.39,2346.90,0.0
B,orig,2e_K10,async,10,128,549.69,555.42,512.77,18.50,100.0,481.38,352.22,129.26,,,1016.43,678.81,0.0
B,orig,2e_K10,async_bulk,5,128,552.69,571.82,481.44,32.34,100.0,477.94,349.87,33.23,93.50,23.00,1030.82,588.08,0.0
B,orig,2e_K10,async_win,10,128,551.75,554.38,515.90,13.83,100.0,478.79,351.38,33.64,94.16,23.00,1029.10,584.19,0.0
B,orig,2e_K10,pread,5,128,552.77,558.43,547.65,3.85,100.0,2962.61,351.91,2610.70,,,3515.67,3163.82,0.0
B,orig,2e_K500,async,10,128,727.72,986.65,514.84,162.49,14.0,1086.74,351.23,735.05,,,1825.43,1460.90,0.0
B,orig,2e_K500,async_bulk,5,128,582.77,587.92,557.19,11.12,100.0,1146.23,326.25,697.68,122.58,455.00,1732.82,1282.37,0.0
B,orig,2e_K500,async_win,10,128,554.92,586.44,484.85,28.45,100.0,1174.54,352.31,704.56,122.19,455.00,1728.91,1258.04,0.0
B,orig,2e_K500,pread,5,128,534.85,576.89,514.54,24.84,100.0,18146.53,352.77,17793.76,,,18671.20,18318.43,0.0
B,orig,2f_slru,async,10,128,98.31,100.82,97.66,1.07,100.0,7390.35,287.16,7105.84,,,7490.22,7205.62,0.0
