workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,8,128,499.87,539.42,473.70,24.68,100.0,256.84,170.71,86.14,745.30,586.60,0.0
A,orig,2d,pread,5,128,535.45,545.97,531.81,5.66,100.0,1871.33,170.42,1702.57,2404.54,2235.78,0.0
A,orig,2e_K10,async,8,128,509.36,551.54,471.82,25.27,100.0,270.53,170.80,99.36,776.13,608.87,0.0
A,orig,2e_K10,pread,5,128,502.98,542.72,472.78,26.79,100.0,2760.89,170.99,2590.97,3266.95,3097.64,0.0
A,orig,baseline,baseline,8,128,914.52,964.50,822.60,46.41,0.0,0.00,0.00,0.00,914.52,914.52,0.0
A,orig,leaf_freq_K10,async,8,128,861.83,925.82,822.52,33.32,100.0,246.87,171.58,76.22,1108.31,937.19,0.0
A,orig,leaf_freq_K10,pread,5,128,863.40,925.27,851.23,31.49,100.0,1098.68,170.39,926.98,1951.06,1783.18,0.0
A,orig,leaf_rand_K10,async,8,128,861.46,946.63,801.60,53.25,100.0,246.25,170.36,75.89,1072.63,936.39,0.0
A,orig,leaf_rand_K10,pread,5,128,834.43,964.02,821.46,60.68,100.0,1093.72,170.70,923.81,1929.43,1758.34,0.0
A,ta,2d,async,8,128,580.49,586.36,573.26,4.25,67.4,283.33,169.69,114.22,865.01,695.84,0.0
A,ta,2d,pread,5,128,553.43,560.31,516.16,16.26,100.0,962.81,170.79,792.02,1516.16,1350.48,0.0
A,ta,2e_K10,async,8,128,582.53,605.65,579.55,10.42,100.0,295.19,170.12,125.19,875.18,707.68,0.0
A,ta,2e_K10,pread,5,128,584.12,590.61,581.84,3.59,100.0,1954.21,170.42,1784.76,2536.05,2366.60,0.0
A,ta,baseline,baseline,8,128,772.25,782.89,739.66,15.46,0.0,0.00,0.00,0.00,772.25,772.25,0.0
A,ta,leaf_freq_K10,async,8,128,753.49,791.60,719.88,32.94,100.0,245.88,170.18,75.54,979.62,828.97,0.0
A,ta,leaf_freq_K10,pread,5,128,757.53,793.58,711.49,29.72,100.0,1101.70,169.90,931.80,1874.33,1687.48,0.0
A,ta,leaf_rand_K10,async,8,128,785.63,1345.34,703.23,259.61,100.0,247.63,170.19,77.36,1031.58,862.07,0.0
A,ta,leaf_rand_K10,pread,5,128,784.86,792.19,756.62,12.73,100.0,1092.10,171.55,923.74,1856.59,1685.04,0.0
B,orig,2d,async,8,128,589.45,592.87,524.45,22.82,100.0,254.04,169.07,85.57,824.85,674.59,0.0
B,orig,2d,pread,5,128,588.82,600.35,524.73,27.60,100.0,1886.38,170.18,1714.10,2468.44,2298.26,0.0
B,orig,2e_K10,async,8,128,584.70,591.80,519.72,23.30,100.0,264.39,168.32,98.67,821.47,682.80,0.0
B,orig,2e_K10,pread,5,128,526.57,581.80,521.18,25.73,100.0,2844.74,169.42,2676.16,3366.88,3197.46,0.0
B,orig,baseline,baseline,8,128,982.59,1008.88,959.43,19.74,0.0,0.00,0.00,0.00,982.59,982.59,0.0
B,orig,leaf_freq_K10,async,8,128,965.56,1013.88,913.36,36.45,100.0,245.31,170.17,75.89,1201.07,1041.21,0.0
B,orig,leaf_freq_K10,pread,5,128,946.87,1009.61,879.30,46.30,100.0,1100.30,171.18,927.64,2041.84,1870.66,0.0
B,orig,leaf_rand_K10,async,8,128,959.87,1003.07,876.77,40.94,100.0,244.75,169.34,76.54,1196.11,1035.67,0.0
B,orig,leaf_rand_K10,pread,5,128,1006.39,1014.33,870.37,55.61,100.0,1092.99,169.30,924.00,2100.25,1930.39,0.0
B,ta,2d,async,8,128,593.91,639.16,584.36,23.06,77.5,277.57,168.76,109.26,870.38,701.87,0.0
B,ta,2d,pread,5,128,574.69,663.60,572.13,43.19,100.0,957.66,170.65,786.18,1531.20,1360.64,0.0
B,ta,2e_K10,async,8,128,660.66,666.93,629.04,14.77,87.0,289.68,170.00,121.63,938.22,782.61,0.0
B,ta,2e_K10,pread,5,128,661.91,662.71,636.53,10.23,100.0,2202.48,171.76,2031.23,2865.24,2693.99,0.0
B,ta,baseline,baseline,8,128,877.48,897.72,825.87,23.08,0.0,0.00,0.00,0.00,877.48,877.48,0.0
B,ta,leaf_freq_K10,async,8,128,855.79,869.91,812.55,22.71,100.0,246.93,170.72,76.11,1077.14,931.28,0.0
B,ta,leaf_freq_K10,pread,5,128,864.45,865.87,697.98,66.75,100.0,1066.68,169.92,895.41,1932.64,1760.94,0.0
B,ta,leaf_rand_K10,async,8,128,864.25,896.98,732.35,53.69,100.0,244.63,169.69,75.47,1109.95,940.42,0.0
B,ta,leaf_rand_K10,pread,5,128,872.07,877.07,735.01,54.01,100.0,1096.24,171.44,924.80,1943.34,1772.97,0.0
C,orig,2d,async,8,128,456.32,477.08,398.26,25.72,100.0,237.10,169.12,68.56,678.85,525.24,0.0
C,orig,2d,pread,5,128,469.08,485.34,467.70,7.82,100.0,524.73,169.17,356.83,993.75,825.85,0.0
C,orig,2e_K10,async,8,128,176.29,385.45,171.21,105.11,100.0,247.88,168.00,79.01,424.60,256.75,0.0
C,orig,2e_K10,pread,5,128,177.04,177.96,173.79,1.49,100.0,1450.46,169.65,1276.83,1626.35,1453.87,0.0
C,orig,baseline,baseline,8,128,878.47,894.33,746.81,45.34,0.0,0.00,0.00,0.00,878.47,878.47,0.0
C,orig,leaf_freq_K10,async,8,128,572.67,1555.15,513.00,429.32,100.0,244.41,170.00,74.56,809.74,647.34,0.0
C,orig,leaf_freq_K10,pread,5,128,572.18,1232.35,562.16,321.09,100.0,1118.60,169.35,948.59,1706.19,1539.76,0.0
C,orig,leaf_rand_K10,async,8,128,860.76,865.59,830.24,13.77,100.0,245.08,169.64,76.18,1084.57,937.61,0.0
C,orig,leaf_rand_K10,pread,5,128,832.13,858.48,701.84,59.03,100.0,1064.50,169.50,896.76,1840.09,1670.41,0.0
C,ta,2d,async,8,128,445.01,453.73,439.98,4.58,64.6,284.55,166.88,115.22,729.09,561.38,0.0
C,ta,2d,pread,5,128,419.42,424.12,381.41,15.97,100.0,987.22,168.65,820.98,1384.87,1214.32,0.0
C,ta,2e_K10,async,8,128,176.73,181.88,173.32,3.08,70.7,294.49,168.06,126.95,469.73,303.65,0.0
C,ta,2e_K10,pread,5,128,174.30,176.63,172.88,1.40,100.0,1999.41,168.60,1830.23,2175.35,2006.17,0.0
C,ta,baseline,baseline,8,128,813.78,816.29,801.00,5.01,0.0,0.00,0.00,0.00,813.78,813.78,0.0
C,ta,leaf_freq_K10,async,8,128,586.34,592.29,584.93,2.93,100.0,241.50,167.96,73.88,827.95,660.25,0.0
C,ta,leaf_freq_K10,pread,5,128,584.40,586.32,579.51,2.38,100.0,1081.67,168.72,912.83,1666.87,1497.23,0.0
