workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,lp_sorted,pread,128,1,1,0.00,100.00,97.15,17820.45,176.63,17643.82,,,17917.60,17740.97,1.55,0.00,278.00,1.36,19502868,2026-09-18T05:59:02Z
A,orig,lp_sorted,async,128,1,1,0.00,100.00,97.27,7298.71,176.71,7122.00,,,7395.98,7219.27,1.56,0.00,278.00,1.36,19500352,2026-09-18T05:59:03Z
A,orig,lp_shuf,pread,128,1,1,0.00,100.00,100.36,281081.45,179.50,280901.95,,,281181.81,281002.31,1.54,0.00,278.00,1.33,19502544,2026-09-18T05:59:03Z
A,orig,lp_shuf,async,128,1,1,0.00,100.00,99.87,7135.06,178.28,6956.79,,,7234.93,7056.66,1.56,0.00,278.00,1.33,19502200,2026-09-18T05:59:03Z
B,orig,lp_sorted,pread,128,1,1,0.00,100.00,98.15,18086.54,183.23,17903.31,,,18184.69,18001.46,1.58,0.00,278.00,1.33,19506148,2026-09-18T05:59:04Z
B,orig,lp_sorted,async,128,1,1,0.00,100.00,100.39,7303.67,183.92,7119.75,,,7404.06,7220.14,1.62,0.00,278.00,1.33,19504128,2026-09-18T05:59:04Z
B,orig,lp_shuf,pread,128,1,1,0.00,100.00,92.17,273802.26,181.41,273620.85,,,273894.43,273713.02,1.62,0.00,278.00,1.33,19481132,2026-09-18T05:59:05Z
B,orig,lp_shuf,async,128,1,1,0.00,100.00,100.12,7262.30,192.33,7069.97,,,7362.42,7170.09,1.63,0.00,278.00,1.33,19477540,2026-09-18T05:59:05Z
C,orig,lp_sorted,pread,128,1,1,0.00,100.00,132.57,2733.34,179.94,2553.40,,,2865.91,2685.97,1.52,0.00,37.00,1.33,19480652,2026-09-18T05:59:05Z
C,orig,lp_sorted,async,128,1,1,0.00,100.00,97.82,917.91,180.51,737.41,,,1015.73,835.23,1.55,0.00,37.00,1.33,19482512,2026-09-18T05:59:05Z
C,orig,lp_shuf,pread,128,1,1,0.00,100.00,94.48,27339.65,185.36,27154.29,,,27434.13,27248.77,1.52,0.00,37.00,1.33,19482916,2026-09-18T05:59:06Z
C,orig,lp_shuf,async,128,1,1,0.00,99.60,97.11,852.15,182.31,669.84,,,949.26,766.95,1.55,0.00,37.00,1.33,19482944,2026-09-18T05:59:06Z
C_hit,orig,lp_sorted,pread,128,1,1,0.00,100.00,96.47,4514.42,175.09,4339.33,,,4610.89,4435.80,1.55,0.00,62.00,1.33,19485520,2026-09-18T05:59:06Z
C_hit,orig,lp_sorted,async,128,1,1,0.00,100.00,97.05,1603.29,176.40,1426.89,,,1700.34,1523.94,1.56,0.00,62.00,1.33,19486164,2026-09-18T05:59:06Z
C_hit,orig,lp_shuf,pread,128,1,1,0.00,100.00,96.98,55614.65,182.23,55432.42,,,55711.63,55529.40,1.54,0.00,62.00,1.33,19486608,2026-09-18T05:59:07Z
