workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,baseline,baseline,128,1,1,0.00,0.00,895.43,0.00,0.00,0.00,,,895.43,895.43,2.16,186.00,273.00,1.07,42935540,2026-09-23T04:13:34Z
B,orig,baseline,baseline,128,1,1,0.00,0.00,544.05,0.00,0.00,0.00,,,544.05,544.05,2.19,183.00,271.00,1.07,42954052,2026-09-23T04:13:34Z
C,orig,baseline,baseline,128,1,1,0.00,0.00,887.04,0.00,0.00,0.00,,,887.04,887.04,1.61,19.00,30.00,1.07,42944036,2026-09-23T04:13:35Z
C_hit,orig,baseline,baseline,128,1,1,0.00,0.00,967.29,0.00,0.00,0.00,,,967.29,967.29,1.68,39.00,59.00,1.07,42944092,2026-09-23T04:13:35Z
A,orig,layers_5,pread,128,1,1,0.00,100.00,559.60,593.77,150.67,443.09,,,1153.37,1002.69,2.17,187.00,272.00,1.07,42943620,2026-09-23T04:13:35Z
A,orig,layers_5,async,128,1,1,0.00,100.00,567.52,222.23,152.44,69.79,,,789.75,637.31,2.17,187.00,271.00,1.07,42944480,2026-09-23T04:13:36Z
A,orig,layers_5,async_win,128,1,1,0.00,100.00,565.94,221.67,151.86,7.62,62.19,2.00,787.61,573.56,2.16,187.00,271.00,1.07,42944604,2026-09-23T04:13:36Z
A,orig,layers_5,async_bulk,128,1,1,0.00,100.00,560.60,221.43,151.75,7.52,62.16,2.00,782.03,568.12,2.16,187.00,271.00,1.07,42943568,2026-09-23T04:13:36Z
A,orig,layers_92,pread,128,1,1,0.00,100.00,605.48,8115.96,152.68,7963.28,,,8721.44,8568.76,2.14,188.00,280.00,1.07,42943788,2026-09-23T04:13:37Z
A,orig,layers_92,async,128,1,1,0.00,100.00,566.29,347.17,154.51,192.66,,,913.46,758.95,2.13,188.00,278.00,1.07,42944236,2026-09-23T04:13:37Z
A,orig,layers_92,async_win,128,1,1,0.00,100.00,558.35,335.55,152.34,116.86,66.35,87.00,893.90,675.21,2.14,188.00,278.00,1.07,42944380,2026-09-23T04:13:37Z
A,orig,layers_92,async_bulk,128,1,1,0.00,100.00,567.80,340.11,152.46,121.56,66.09,87.00,907.91,689.36,2.15,188.00,278.00,1.07,42945612,2026-09-23T04:13:38Z
A,orig,2d,pread,128,1,1,0.00,100.00,568.26,1825.02,150.16,1674.86,,,2393.28,2243.12,2.18,188.00,280.00,1.07,42945408,2026-09-23T04:13:38Z
A,orig,2d,async,128,1,1,0.00,100.00,560.72,235.40,148.06,87.34,,,796.12,648.06,2.15,188.00,278.00,1.07,42945560,2026-09-23T04:13:38Z
A,orig,2d,async_win,128,1,1,0.00,100.00,563.54,230.22,145.84,21.94,62.44,13.00,793.76,585.48,2.14,188.00,278.00,1.07,42945436,2026-09-23T04:13:38Z
A,orig,2d,async_bulk,128,1,1,0.00,100.00,568.40,231.75,146.49,22.77,62.49,13.00,800.15,591.17,2.14,188.00,278.00,1.07,42944956,2026-09-23T04:13:39Z
A,orig,2e_K10,pread,128,1,1,0.00,100.00,570.87,2573.03,152.44,2420.59,,,3143.90,2991.46,2.15,185.00,296.00,1.07,42945072,2026-09-23T04:13:39Z
A,orig,2e_K10,async,128,1,1,0.00,100.00,569.26,247.44,151.90,95.55,,,816.70,664.81,2.15,186.00,291.00,1.07,42926984,2026-09-23T04:13:39Z
A,orig,2e_K10,async_win,128,1,1,0.00,100.00,564.88,245.79,147.82,35.12,62.86,23.00,810.67,600.00,2.16,186.00,292.00,1.07,42940060,2026-09-23T04:13:40Z
A,orig,2e_K10,async_bulk,128,1,1,0.00,100.00,567.97,246.97,147.93,35.65,63.39,23.00,814.94,603.62,2.13,186.00,291.00,1.07,42940340,2026-09-23T04:13:40Z
A,orig,2e_K500,pread,128,1,1,0.00,100.00,539.10,20799.83,153.69,20646.14,,,21338.93,21185.24,2.06,166.00,430.00,1.07,42943096,2026-09-23T04:13:40Z
A,orig,2e_K500,async,128,1,1,0.00,100.00,545.45,999.89,152.81,847.08,,,1545.34,1392.53,2.13,186.00,377.00,1.07,42942384,2026-09-23T04:13:41Z
A,orig,2e_K500,async_win,128,1,1,0.00,100.00,544.73,915.56,147.70,676.79,91.07,450.00,1460.29,1221.52,2.15,186.00,378.00,1.07,42943276,2026-09-23T04:13:41Z
A,orig,2e_K500,async_bulk,128,1,1,0.00,100.00,547.27,916.70,147.07,674.22,95.42,450.00,1463.97,1221.49,2.16,186.00,375.00,1.07,42944180,2026-09-23T04:13:41Z
A,orig,2f_top14,pread,128,1,1,0.00,100.00,568.49,1430.72,151.91,1278.81,,,1999.21,1847.30,2.16,186.00,286.00,1.07,42945088,2026-09-23T04:13:42Z
A,orig,2f_top14,async,128,1,1,0.00,100.00,572.57,233.74,151.38,82.36,,,806.31,654.93,2.16,186.00,286.00,1.07,42945680,2026-09-23T04:13:42Z
A,orig,2f_top14,async_win,128,1,1,0.00,100.00,569.52,236.25,151.13,21.67,63.45,13.00,805.77,591.19,2.16,186.00,286.00,1.07,42945624,2026-09-23T04:13:42Z
A,orig,2f_top14,async_bulk,128,1,1,0.00,100.00,568.71,231.10,146.99,21.16,62.96,13.00,799.81,589.87,2.15,186.00,286.00,1.07,42946360,2026-09-23T04:13:43Z
A,orig,2f_top28,pread,128,1,1,0.00,100.00,568.80,2571.78,151.59,2420.18,,,3140.58,2988.98,2.12,186.00,302.00,1.07,42947156,2026-09-23T04:13:43Z
A,orig,2f_top28,async,128,1,1,0.00,100.00,581.11,250.58,150.72,99.86,,,831.69,680.97,2.11,187.00,301.00,1.07,42947388,2026-09-23T04:13:43Z
A,orig,2f_top28,async_win,128,1,1,0.00,100.00,566.54,250.04,150.43,36.91,62.70,27.00,816.58,603.45,2.12,187.00,301.00,1.07,42947888,2026-09-23T04:13:44Z
A,orig,2f_top28,async_bulk,128,1,1,0.00,100.00,566.24,250.12,151.84,36.12,62.16,27.00,816.36,602.36,2.15,187.00,301.00,1.07,42948184,2026-09-23T04:13:44Z
A,orig,2f_top100,pread,128,1,1,0.00,100.00,569.92,9084.58,150.42,8934.16,,,9654.50,9504.08,2.18,182.00,342.00,1.06,42948140,2026-09-23T04:13:44Z
