workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,564.53,1190.92,555.90,340.98,100.0,282.58,197.42,85.33,,,846.39,650.50,0.0
A,orig,2d,async_bulk,5,128,563.55,566.85,499.32,26.18,100.0,281.71,197.38,21.42,62.67,13.00,845.54,584.97,0.0
A,orig,2d,async_win,10,128,565.12,567.17,555.96,3.26,100.0,283.36,197.09,23.34,62.78,13.00,846.85,587.21,0.0
A,orig,2d,pread,5,128,569.09,580.95,564.24,6.72,100.0,1850.64,197.99,1654.22,,,2433.02,2236.60,0.0
A,orig,2e_K10,async,10,128,565.60,587.29,494.74,31.77,100.0,295.76,197.58,98.07,,,860.42,662.51,0.0
A,orig,2e_K10,async_bulk,5,128,563.42,564.92,494.96,27.14,100.0,292.61,197.17,32.82,62.67,23.00,854.97,595.49,0.0
A,orig,2e_K10,async_win,10,128,564.82,568.58,493.53,21.65,100.0,293.31,197.10,32.83,62.75,23.00,858.12,597.46,0.0
A,orig,2e_K10,pread,5,128,569.80,600.56,564.23,16.56,100.0,2588.82,198.43,2390.38,,,3189.60,2991.16,0.0
A,orig,2e_K500,async,10,128,596.08,668.10,539.71,41.98,18.9,881.98,196.88,685.56,,,1502.39,1304.05,0.0
A,orig,2e_K500,async_bulk,5,128,542.58,545.22,542.20,1.31,100.0,971.65,197.78,680.92,91.36,450.00,1513.85,1224.59,0.0
A,orig,2e_K500,async_win,10,128,544.55,547.21,540.34,2.26,100.0,964.70,197.23,675.05,91.70,450.00,1508.90,1220.40,0.0
A,orig,2e_K500,pread,5,128,551.92,556.02,522.76,12.45,100.0,20523.10,197.48,20326.18,,,21075.02,20878.10,0.0
A,orig,2f_slru,async,10,128,96.58,110.53,95.68,6.56,100.0,7113.38,197.56,6916.20,,,7211.25,7014.08,0.0
A,orig,2f_slru,async_bulk,5,128,754.52,760.04,697.79,23.49,1.5,646.21,196.58,79.42,369.19,2.00,1401.35,834.40,0.0
A,orig,2f_slru,async_win,10,128,96.78,98.97,94.71,1.31,84.6,2504.99,196.63,1937.51,370.16,138.00,2600.32,2033.26,0.0
A,orig,2f_slru,pread,5,128,96.33,98.78,95.36,1.36,100.0,17679.74,197.44,17485.09,,,17777.92,17583.27,0.0
A,orig,2f_top100,async,10,128,568.36,570.10,563.83,1.86,100.0,395.90,197.31,198.26,,,961.29,765.56,0.0
A,orig,2f_top100,async_bulk,5,128,564.00,567.23,561.11,2.28,100.0,382.09,197.77,117.08,66.52,96.00,943.84,679.72,0.0
A,orig,2f_top100,async_win,10,128,566.75,570.17,497.60,20.91,100.0,383.46,196.44,118.71,66.65,96.00,949.29,684.00,0.0
A,orig,2f_top100,pread,5,128,571.25,1231.55,566.17,330.68,100.0,9124.27,197.64,8926.63,,,9694.80,9497.16,0.0
A,orig,2f_top14,async,10,128,567.34,584.29,499.07,23.20,100.0,277.06,197.04,80.37,,,842.25,646.91,0.0
A,orig,2f_top14,async_bulk,5,128,569.62,571.40,556.82,5.72,100.0,277.94,197.85,18.71,62.43,13.00,847.56,588.33,0.0
A,orig,2f_top14,async_win,10,128,565.24,567.95,498.06,26.72,100.0,278.96,196.63,19.80,62.09,13.00,840.94,585.45,0.0
A,orig,2f_top14,pread,5,128,568.59,570.10,497.78,28.41,100.0,1443.32,197.44,1245.27,,,1991.15,1793.71,0.0
A,orig,2f_top28,async,10,128,563.85,568.78,498.38,20.01,100.0,295.56,196.81,98.00,,,860.06,663.02,0.0
A,orig,2f_top28,async_bulk,5,128,567.51,574.19,563.13,4.30,100.0,295.04,196.67,35.51,62.91,27.00,863.15,603.02,0.0
A,orig,2f_top28,async_win,10,128,566.57,640.79,496.05,47.07,100.0,297.75,197.91,35.18,62.80,27.00,862.71,604.31,0.0
A,orig,2f_top28,pread,5,128,564.10,567.25,563.14,1.66,100.0,2612.29,195.97,2416.32,,,3176.39,2980.42,0.0
A,orig,2f_top500,async,10,128,547.71,1080.16,540.85,258.47,100.0,1008.23,197.34,810.77,,,1554.64,1356.78,0.0
A,orig,2f_top500,async_bulk,5,128,544.15,551.66,539.70,4.51,100.0,949.77,197.42,661.03,91.16,440.00,1493.21,1205.48,0.0
A,orig,2f_top500,async_win,10,128,544.07,692.03,540.11,80.17,100.0,952.53,197.44,662.49,90.85,440.00,1496.85,1207.18,0.0
A,orig,2f_top500,pread,5,128,550.37,572.51,528.24,16.49,100.0,20723.69,197.54,20526.87,,,21251.93,21055.11,0.0
A,orig,baseline,baseline,10,128,883.71,895.88,818.91,20.88,0.0,0.00,0.00,0.00,,,883.71,883.71,0.0
A,orig,layers_5,async,10,128,565.88,569.03,494.81,21.50,100.0,267.39,197.34,69.78,,,833.11,635.79,0.0
A,orig,layers_5,async_bulk,5,128,562.79,567.23,560.60,2.52,100.0,266.69,197.03,7.80,62.24,2.00,830.69,570.25,0.0
A,orig,layers_5,async_win,10,128,564.87,567.69,554.86,3.85,100.0,266.09,196.88,7.58,61.66,2.00,829.29,572.38,0.0
A,orig,layers_5,pread,5,128,566.10,567.13,558.38,3.53,100.0,634.43,196.03,442.48,,,1196.38,1002.60,0.0
