workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
YC,orig,2d,async,10,128,618.96,661.12,559.22,39.99,100.0,342.17,142.08,199.31,967.02,816.35,0.0
YC,orig,2d,pread,10,128,580.12,669.15,532.27,49.93,100.0,8110.75,142.50,7968.33,8673.47,8531.80,0.0
YC,orig,2e_K10,async,10,128,566.80,634.64,559.98,31.38,100.0,356.33,142.44,214.49,925.15,783.00,0.0
YC,orig,2e_K10,pread,10,128,576.01,647.25,561.72,32.04,100.0,8898.94,142.22,8753.47,9488.99,9343.92,0.0
YC,orig,2e_K500,async,10,128,596.55,668.48,527.52,44.97,100.0,1151.31,141.27,1012.58,1758.02,1618.72,0.0
YC,orig,2e_K500,pread,10,128,599.71,638.19,503.15,44.57,100.0,51871.77,142.43,51735.76,52476.92,52334.52,0.0
YC,orig,2f_slru,async,10,128,100.75,103.44,98.94,1.45,100.0,42115.62,143.40,41972.23,42216.24,42072.84,0.0
YC,orig,2f_slru,pread,10,128,107.22,109.91,97.41,3.81,100.0,103461.12,142.48,103318.82,103563.99,103421.69,0.0
YC,orig,2f_top14,async,10,128,1052.38,1101.68,946.13,53.70,100.0,227.75,143.09,85.08,1281.69,1138.46,0.0
YC,orig,2f_top14,pread,10,128,1077.47,1147.75,1012.33,48.72,100.0,1381.55,142.38,1236.13,2496.94,2354.99,0.0
YC,orig,2f_top28,async,10,128,1012.91,1085.40,946.69,48.71,100.0,246.39,142.20,104.31,1259.63,1118.47,0.0
YC,orig,2f_top28,pread,10,128,1038.88,1089.33,979.85,33.63,100.0,2589.22,141.37,2447.55,3640.51,3499.48,0.0
YC,orig,baseline,baseline,10,128,1057.98,1209.82,1007.67,70.48,0.0,0.00,0.00,0.00,1057.98,1057.98,0.0
YC,orig,layers_5,async,10,128,1044.20,1099.86,980.07,37.00,100.0,213.33,142.46,70.60,1255.70,1113.73,0.0
YC,orig,layers_5,pread,10,128,1036.59,1118.13,978.67,45.35,100.0,586.95,142.66,444.02,1622.86,1481.59,0.0
YC,orig,layers_92,async,10,128,579.89,663.20,526.77,43.93,100.0,343.58,142.11,199.62,924.35,778.85,0.0
YC,orig,layers_92,pread,10,128,610.00,665.55,527.33,46.58,100.0,8087.84,141.85,7944.81,8684.89,8543.30,0.0
