workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
C,orig,2d,async,10,128,450.50,476.53,379.40,29.69,100.0,208.75,140.36,68.92,663.76,521.75,0.0
C,orig,2d,pread,10,128,447.66,696.20,373.92,132.49,100.0,493.50,140.09,350.51,946.80,805.94,0.0
C,orig,2e_K10,async,10,128,185.37,212.58,177.34,13.95,100.0,252.37,172.85,80.19,438.27,264.76,0.0
C,orig,2e_K10,pread,10,128,181.10,183.53,179.26,1.43,100.0,1355.55,172.47,1183.32,1536.60,1364.38,0.0
C,orig,2f_slru,async,10,128,94.23,99.38,92.10,2.31,100.0,977.03,171.79,804.62,1071.55,899.15,0.0
C,orig,2f_slru,pread,10,128,97.44,99.84,93.39,2.38,100.0,2968.07,173.11,2796.19,3063.82,2891.93,0.0
C,orig,2f_top14,async,10,128,185.50,189.38,178.51,3.38,100.0,252.60,172.44,79.83,438.15,265.24,0.0
C,orig,2f_top14,pread,10,128,180.93,185.81,176.87,2.89,100.0,1244.67,172.91,1072.67,1425.86,1254.88,0.0
C,orig,2f_top28,async,10,128,182.96,231.93,179.21,24.85,100.0,271.07,173.74,96.81,458.13,281.27,0.0
C,orig,2f_top28,pread,10,128,182.81,188.59,175.83,3.82,100.0,1227.28,172.52,1053.02,1412.64,1238.38,0.0
C,orig,baseline,baseline,10,128,856.39,896.84,806.63,29.75,0.0,0.00,0.00,0.00,856.39,856.39,0.0
C,orig,leaf_freq_K10,async,10,128,649.32,987.36,567.43,186.45,100.0,242.63,168.16,74.34,893.17,724.45,0.0
C,orig,leaf_freq_K10,pread,10,128,671.35,678.55,561.13,43.24,100.0,922.10,168.50,752.37,1583.95,1415.45,0.0
C,orig,leaf_rand_K10,async,10,128,845.38,875.53,825.56,16.57,100.0,218.25,142.19,76.13,1065.74,922.92,0.0
C,orig,leaf_rand_K10,pread,10,128,853.86,867.15,783.81,24.56,100.0,980.10,139.44,840.07,1840.42,1698.18,0.0
