workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,lp_shuf,pread,5,128,99.31,102.36,98.19,1.62,100.0,259649.53,130.74,259511.87,,,259748.84,259611.18,0.0
A,orig,lp_sorted,pread,5,128,94.43,95.83,92.24,1.46,100.0,18395.11,130.74,18256.33,,,18491.29,18352.51,0.0
B,orig,lp_shuf,pread,5,128,99.42,102.89,95.90,2.57,100.0,260820.41,130.24,260690.69,,,260922.73,260793.01,0.0
B,orig,lp_sorted,pread,5,128,97.14,99.11,96.78,0.98,100.0,18122.36,131.15,17986.58,,,18219.22,18083.44,0.0
C,orig,lp_shuf,pread,5,128,95.51,99.16,95.15,1.72,100.0,27938.38,174.21,27764.18,,,28035.71,27861.51,0.0
C,orig,lp_sorted,pread,5,128,94.72,94.98,93.98,0.39,100.0,2845.86,172.26,2673.60,,,2940.70,2768.44,0.0
C_hit,orig,lp_shuf,pread,5,128,93.63,98.61,92.77,2.39,100.0,56337.14,171.09,56159.37,,,56436.34,56258.57,0.0
C_hit,orig,lp_sorted,pread,5,128,94.28,99.10,92.25,2.64,100.0,4644.02,170.65,4473.37,,,4740.62,4569.97,0.0
