workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,vacuum,baseline,baseline,128,1,1,0.00,0.00,1087.74,0.00,0.00,0.00,,,1087.74,1087.74,1.99,143.00,224.00,1.06,42872288,2026-09-23T02:44:41Z
A,ta,baseline,baseline,128,1,1,0.00,0.00,776.75,0.00,0.00,0.00,,,776.75,776.75,2.10,176.00,280.00,1.06,42873248,2026-09-23T02:44:42Z
A,1gb,baseline,baseline,128,1,1,0.00,0.00,1374.14,0.00,0.00,0.00,,,1374.14,1374.14,2.12,179.00,271.00,1.06,42872432,2026-09-23T02:44:42Z
B,vacuum,baseline,baseline,128,1,1,0.00,0.00,1103.69,0.00,0.00,0.00,,,1103.69,1103.69,2.07,140.00,224.00,1.06,42875104,2026-09-23T02:44:42Z
B,ta,baseline,baseline,128,1,1,0.00,0.00,880.65,0.00,0.00,0.00,,,880.65,880.65,2.18,180.00,265.00,1.06,42874804,2026-09-23T02:44:43Z
B,1gb,baseline,baseline,128,1,1,0.00,0.00,1314.78,0.00,0.00,0.00,,,1314.78,1314.78,2.18,183.00,259.00,1.06,42858724,2026-09-23T02:44:43Z
C,vacuum,baseline,baseline,128,1,1,0.00,0.00,1161.87,0.00,0.00,0.00,,,1161.87,1161.87,1.54,15.00,25.00,1.14,42866940,2026-09-23T02:44:43Z
C,ta,baseline,baseline,128,1,1,0.00,0.00,816.83,0.00,0.00,0.00,,,816.83,816.83,1.58,21.00,28.00,1.14,42884316,2026-09-23T02:44:43Z
C,1gb,baseline,baseline,128,1,1,0.00,0.00,1294.08,0.00,0.00,0.00,,,1294.08,1294.08,1.67,36.00,64.00,1.14,42883160,2026-09-23T02:44:44Z
A,vacuum,layers_5,pread,128,1,1,0.00,100.00,976.87,816.29,232.31,583.99,,,1793.16,1560.86,2.00,143.00,225.00,1.14,42884872,2026-09-23T02:44:44Z
A,vacuum,layers_5,async,128,1,1,0.00,100.00,973.12,313.68,245.16,68.52,,,1286.80,1041.64,1.98,144.00,221.00,1.14,42885060,2026-09-23T02:44:44Z
A,vacuum,layers_92,pread,128,1,1,0.00,100.00,577.60,7880.76,242.65,7638.11,,,8458.36,8215.71,1.96,138.00,234.00,1.14,42884704,2026-09-23T02:44:45Z
A,vacuum,layers_92,async,128,1,1,0.00,100.00,578.63,424.76,241.57,183.18,,,1003.39,761.81,2.02,139.00,230.00,1.14,42885848,2026-09-23T02:44:45Z
A,vacuum,2d,pread,128,1,1,0.00,100.00,511.13,1424.67,239.51,1185.16,,,1935.80,1696.29,1.96,138.00,234.00,1.14,42885048,2026-09-23T02:44:45Z
A,vacuum,2d,async,128,1,1,0.00,100.00,575.13,317.52,240.88,76.63,,,892.65,651.76,1.97,139.00,230.00,1.14,42886788,2026-09-23T02:44:45Z
A,vacuum,2e_K10,pread,128,1,1,0.00,100.00,572.61,2256.28,236.12,2020.16,,,2828.89,2592.77,1.97,138.00,243.00,1.14,42886060,2026-09-23T02:44:46Z
