workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,562.06,565.27,498.68,21.60,100.0,285.56,197.69,87.80,,,845.29,648.75,0.0
A,1gb,2d,pread,5,128,563.69,586.31,524.11,21.56,100.0,2180.54,197.17,1980.62,,,2745.57,2544.31,0.0
A,1gb,2e_K10,async,10,128,562.24,593.84,496.43,33.60,100.0,297.78,197.95,100.00,,,861.74,662.93,0.0
A,1gb,2e_K10,pread,5,128,560.78,564.53,532.18,12.23,100.0,3036.26,197.00,2837.86,,,3572.41,3375.42,0.0
A,1gb,2e_K500,async,10,128,604.44,662.00,510.84,45.52,100.0,1034.27,197.48,835.94,,,1603.32,1403.93,0.0
A,1gb,2e_K500,pread,5,128,598.04,604.69,565.34,14.63,100.0,18863.07,196.54,18666.69,,,19467.82,19271.44,0.0
A,1gb,2f_slru,async,10,128,99.82,101.08,93.91,2.00,100.0,7310.62,228.44,7076.72,,,7410.62,7176.72,0.0
A,1gb,2f_slru,pread,5,128,98.83,102.80,94.69,2.91,100.0,19090.70,228.03,18863.70,,,19185.39,18958.39,0.0
A,1gb,2f_top100,async,10,128,589.63,596.19,497.31,32.54,100.0,429.40,227.95,201.02,,,1010.20,784.28,0.0
A,1gb,2f_top100,pread,5,128,591.20,597.40,589.39,3.18,100.0,9125.87,229.00,8899.84,,,9718.27,9489.23,0.0
A,1gb,2f_top14,async,10,128,591.53,597.59,525.99,22.20,100.0,276.87,196.46,79.63,,,869.52,673.29,0.0
A,1gb,2f_top14,pread,5,128,597.06,598.93,530.30,26.48,100.0,1553.07,197.30,1355.51,,,2150.36,1952.74,0.0
A,1gb,2f_top28,async,10,128,565.33,574.02,533.39,10.89,100.0,327.97,228.33,99.19,,,890.21,663.10,0.0
A,1gb,2f_top28,pread,5,128,562.83,563.08,495.25,26.82,100.0,2766.92,229.24,2537.68,,,3329.75,3100.51,0.0
A,1gb,2f_top500,async,10,128,603.84,606.22,534.78,28.18,100.0,1040.66,227.56,813.86,,,1608.51,1380.34,0.0
A,1gb,2f_top500,pread,5,128,603.97,606.90,565.24,15.77,100.0,18739.53,228.33,18511.10,,,19343.50,19115.07,0.0
A,1gb,baseline,baseline,10,128,1367.85,1424.62,1281.57,53.08,0.0,0.00,0.00,0.00,,,1367.85,1367.85,0.0
A,1gb,layers_5,async,10,128,1382.67,1450.12,1244.95,63.27,100.0,266.09,197.86,68.73,,,1647.63,1450.57,0.0
A,1gb,layers_5,pread,5,128,1372.10,1381.91,1281.29,40.03,100.0,705.35,198.11,507.39,,,2068.61,1872.83,0.0
